environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.212,0,0.001,0.01,0.1,-0.149979,0.0001,3.92E-09,3.40E-13,1.02E-07,-1.65E-11,1.52E-08,8.51E-12,8.91E-10,4.72E-13,1.49E-08,3.98E-11,3.07E-09,3.07E-09,6.60E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61461,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479571,0.00301394,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306351,1.06E+16,-3.00E-05,6.72E+06,4642.9,14.014,172.306,10,0.01,20,50,50,800,0.168,0.17,0,48,249.75,0.5,46429,0.1,0.01
0.213,0,0.001,0.01,0.1,-0.149979,0.0001,3.92E-09,3.50E-13,1.02E-07,-1.65E-11,1.52E-08,8.45E-12,8.91E-10,4.69E-13,1.49E-08,3.96E-11,3.07E-09,3.07E-09,6.59E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6146,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479572,0.00301394,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306351,1.06E+16,-3.00E-05,6.72E+06,4642.89,14.014,172.306,10,0.01,20,50,50,800,0.168,0.17,0,48,249.75,0.5,46428.9,0.1,0.01
0.214,0,0.001,0.01,0.1,-0.149979,0.0001,3.92E-09,3.59E-13,1.02E-07,-1.65E-11,1.52E-08,8.40E-12,8.91E-10,4.66E-13,1.49E-08,3.93E-11,3.07E-09,3.07E-09,6.58E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6146,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479572,0.00301393,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306352,1.06E+16,-3.00E-05,6.72E+06,4642.89,14.014,172.306,10,0.01,20,50,50,800,0.168,0.17,0,48,249.75,0.5,46428.9,0.1,0.01
0.215,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,3.69E-13,1.02E-07,-1.65E-11,1.52E-08,8.34E-12,8.91E-10,4.62E-13,1.49E-08,3.91E-11,3.07E-09,3.07E-09,6.58E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6146,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479572,0.00301393,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306352,1.06E+16,-3.00E-05,6.72E+06,4642.89,14.0141,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.749,0.5,46428.9,0.1,0.01
0.216,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,3.79E-13,1.02E-07,-1.64E-11,1.52E-08,8.29E-12,8.91E-10,4.59E-13,1.49E-08,3.89E-11,3.07E-09,3.07E-09,6.57E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61459,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479572,0.00301393,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306352,1.06E+16,-3.00E-05,6.72E+06,4642.89,14.0141,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.749,0.5,46428.9,0.1,0.01
0.217,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,3.88E-13,1.02E-07,-1.64E-11,1.52E-08,8.23E-12,8.91E-10,4.56E-13,1.49E-08,3.87E-11,3.07E-09,3.07E-09,6.56E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61459,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479573,0.00301393,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306353,1.06E+16,-3.00E-05,6.72E+06,4642.88,14.0141,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.749,0.5,46428.8,0.1,0.01
0.218,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,3.98E-13,1.02E-07,-1.64E-11,1.52E-08,8.18E-12,8.91E-10,4.53E-13,1.49E-08,3.85E-11,3.07E-09,3.07E-09,6.55E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686482,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61459,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479573,0.00301393,-21.0713,1.09E-09,-0.564473,-0.141504,0.00311716,0.00306353,1.06E+16,-3.00E-05,6.72E+06,4642.88,14.0141,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.748,0.5,46428.8,0.1,0.01
0.219,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.08E-13,1.02E-07,-1.64E-11,1.52E-08,8.12E-12,8.91E-10,4.50E-13,1.49E-08,3.83E-11,3.07E-09,3.07E-09,6.54E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61458,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479573,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306353,1.06E+16,-3.00E-05,6.72E+06,4642.88,14.0141,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.748,0.5,46428.8,0.1,0.01
0.22,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.18E-13,1.02E-07,-1.63E-11,1.52E-08,8.07E-12,8.91E-10,4.47E-13,1.49E-08,3.81E-11,3.07E-09,3.07E-09,6.53E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61458,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479574,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306354,1.06E+16,-3.00E-05,6.72E+06,4642.88,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.748,0.5,46428.8,0.1,0.01
0.221,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.27E-13,1.02E-07,-1.63E-11,1.52E-08,8.01E-12,8.91E-10,4.44E-13,1.49E-08,3.79E-11,3.07E-09,3.07E-09,6.52E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61457,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479574,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306354,1.06E+16,-3.00E-05,6.72E+06,4642.87,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.747,0.5,46428.7,0.1,0.01
0.222,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.37E-13,1.02E-07,-1.63E-11,1.52E-08,7.96E-12,8.91E-10,4.41E-13,1.49E-08,3.76E-11,3.07E-09,3.07E-09,6.51E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61457,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479574,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306355,1.06E+16,-3.00E-05,6.72E+06,4642.87,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.747,0.5,46428.7,0.1,0.01
0.223,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.47E-13,1.02E-07,-1.63E-11,1.52E-08,7.90E-12,8.91E-10,4.38E-13,1.49E-08,3.74E-11,3.07E-09,3.07E-09,6.51E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61457,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479574,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306355,1.06E+16,-3.00E-05,6.72E+06,4642.87,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.747,0.5,46428.7,0.1,0.01
0.224,0,0.001,0.01,0.1,-0.149978,0.0001,3.92E-09,4.57E-13,1.02E-07,-1.62E-11,1.52E-08,7.85E-12,8.91E-10,4.35E-13,1.49E-08,3.72E-11,3.07E-09,3.07E-09,6.50E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61456,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479575,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306355,1.06E+16,-3.00E-05,6.72E+06,4642.87,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.746,0.5,46428.7,0.1,0.01
0.225,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,4.67E-13,1.02E-07,-1.62E-11,1.52E-08,7.79E-12,8.91E-10,4.32E-13,1.49E-08,3.70E-11,3.07E-09,3.07E-09,6.49E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61456,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479575,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306356,1.06E+16,-3.00E-05,6.72E+06,4642.86,14.0142,172.307,10,0.01,20,50,50,800,0.168,0.17,0,48,249.746,0.5,46428.6,0.1,0.01
0.226,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,4.77E-13,1.02E-07,-1.62E-11,1.52E-08,7.73E-12,8.91E-10,4.29E-13,1.49E-08,3.68E-11,3.07E-09,3.07E-09,6.48E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61456,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479575,0.00301393,-21.0713,1.09E-09,-0.564472,-0.141504,0.00311716,0.00306356,1.06E+16,-3.00E-05,6.72E+06,4642.86,14.0143,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.746,0.5,46428.6,0.1,0.01
0.227,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,4.86E-13,1.02E-07,-1.62E-11,1.52E-08,7.68E-12,8.91E-10,4.26E-13,1.49E-08,3.66E-11,3.07E-09,3.07E-09,6.47E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61455,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479576,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306356,1.06E+16,-3.00E-05,6.72E+06,4642.86,14.0143,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.745,0.5,46428.6,0.1,0.01
0.228,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,4.96E-13,1.02E-07,-1.61E-11,1.52E-08,7.62E-12,8.91E-10,4.23E-13,1.49E-08,3.64E-11,3.07E-09,3.07E-09,6.46E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61455,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479576,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306357,1.06E+16,-3.00E-05,6.72E+06,4642.86,14.0143,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.745,0.5,46428.6,0.1,0.01
0.229,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.06E-13,1.02E-07,-1.61E-11,1.52E-08,7.57E-12,8.91E-10,4.20E-13,1.49E-08,3.62E-11,3.07E-09,3.07E-09,6.45E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61455,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479576,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306357,1.06E+16,-3.00E-05,6.72E+06,4642.85,14.0143,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.745,0.5,46428.5,0.1,0.01
0.23,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.16E-13,1.02E-07,-1.61E-11,1.52E-08,7.51E-12,8.91E-10,4.17E-13,1.49E-08,3.59E-11,3.07E-09,3.07E-09,6.44E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686489,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61454,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479576,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306358,1.06E+16,-3.00E-05,6.72E+06,4642.85,14.0143,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.744,0.5,46428.5,0.1,0.01
0.231,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.26E-13,1.02E-07,-1.61E-11,1.52E-08,7.46E-12,8.91E-10,4.14E-13,1.49E-08,3.57E-11,3.07E-09,3.07E-09,6.44E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61454,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479577,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306358,1.06E+16,-3.00E-05,6.72E+06,4642.85,14.0144,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.744,0.5,46428.5,0.1,0.01
0.232,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.36E-13,1.02E-07,-1.61E-11,1.52E-08,7.40E-12,8.91E-10,4.11E-13,1.49E-08,3.55E-11,3.07E-09,3.07E-09,6.43E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61453,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479577,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306358,1.06E+16,-3.00E-05,6.72E+06,4642.84,14.0144,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.744,0.5,46428.4,0.1,0.01
0.233,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.46E-13,1.02E-07,-1.60E-11,1.52E-08,7.35E-12,8.91E-10,4.08E-13,1.49E-08,3.53E-11,3.07E-09,3.07E-09,6.42E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61453,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479577,0.00301393,-21.0712,1.09E-09,-0.564472,-0.141504,0.00311715,0.00306359,1.06E+16,-3.00E-05,6.72E+06,4642.84,14.0144,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.743,0.5,46428.4,0.1,0.01
0.234,0,0.001,0.01,0.1,-0.149977,0.0001,3.92E-09,5.56E-13,1.02E-07,-1.60E-11,1.52E-08,7.29E-12,8.91E-10,4.05E-13,1.49E-08,3.51E-11,3.07E-09,3.07E-09,6.41E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686481,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61453,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479578,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306359,1.06E+16,-3.00E-05,6.72E+06,4642.84,14.0144,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.743,0.5,46428.4,0.1,0.01
0.235,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,5.66E-13,1.02E-07,-1.60E-11,1.52E-08,7.24E-12,8.91E-10,4.01E-13,1.49E-08,3.49E-11,3.07E-09,3.07E-09,6.40E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61452,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479578,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306359,1.06E+16,-3.00E-05,6.72E+06,4642.84,14.0144,172.308,10,0.01,20,50,50,800,0.168,0.17,0,48,249.743,0.5,46428.4,0.1,0.01
0.236,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,5.76E-13,1.02E-07,-1.60E-11,1.52E-08,7.18E-12,8.91E-10,3.98E-13,1.49E-08,3.47E-11,3.07E-09,3.07E-09,6.39E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61452,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479578,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.0030636,1.06E+16,-3.00E-05,6.72E+06,4642.83,14.0144,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.742,0.5,46428.3,0.1,0.01
0.237,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,5.86E-13,1.02E-07,-1.59E-11,1.52E-08,7.13E-12,8.91E-10,3.95E-13,1.49E-08,3.44E-11,3.07E-09,3.07E-09,6.38E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61452,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479578,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.0030636,1.06E+16,-3.00E-05,6.72E+06,4642.83,14.0145,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.742,0.5,46428.3,0.1,0.01
