environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.238,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,5.96E-13,1.02E-07,-1.59E-11,1.52E-08,7.07E-12,8.91E-10,3.92E-13,1.49E-08,3.42E-11,3.07E-09,3.07E-09,6.38E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61451,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479579,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306361,1.06E+16,-3.00E-05,6.72E+06,4642.83,14.0145,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.742,0.5,46428.3,0.1,0.01
0.239,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.06E-13,1.02E-07,-1.59E-11,1.52E-08,7.02E-12,8.91E-10,3.89E-13,1.49E-08,3.40E-11,3.07E-09,3.07E-09,6.37E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61451,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479579,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306361,1.06E+16,-3.00E-05,6.72E+06,4642.83,14.0145,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.741,0.5,46428.3,0.1,0.01
0.24,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.16E-13,1.02E-07,-1.59E-11,1.52E-08,6.96E-12,8.91E-10,3.86E-13,1.49E-08,3.38E-11,3.07E-09,3.07E-09,6.36E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6145,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479579,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306361,1.06E+16,-3.00E-05,6.72E+06,4642.82,14.0145,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.741,0.5,46428.2,0.1,0.01
0.241,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.26E-13,1.02E-07,-1.58E-11,1.52E-08,6.91E-12,8.91E-10,3.83E-13,1.49E-08,3.36E-11,3.07E-09,3.07E-09,6.35E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6145,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047958,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306362,1.06E+16,-3.00E-05,6.72E+06,4642.82,14.0145,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.741,0.5,46428.2,0.1,0.01
0.242,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.36E-13,1.02E-07,-1.58E-11,1.52E-08,6.85E-12,8.91E-10,3.80E-13,1.49E-08,3.34E-11,3.07E-09,3.07E-09,6.34E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6145,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047958,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306362,1.06E+16,-3.00E-05,6.72E+06,4642.82,14.0146,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.74,0.5,46428.2,0.1,0.01
0.243,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.47E-13,1.02E-07,-1.58E-11,1.52E-08,6.80E-12,8.91E-10,3.77E-13,1.49E-08,3.32E-11,3.07E-09,3.07E-09,6.33E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61449,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047958,0.00301393,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306362,1.06E+16,-3.00E-05,6.72E+06,4642.82,14.0146,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.74,0.5,46428.2,0.1,0.01
0.244,0,0.001,0.01,0.1,-0.149976,0.0001,3.92E-09,6.57E-13,1.02E-07,-1.58E-11,1.52E-08,6.74E-12,8.91E-10,3.74E-13,1.49E-08,3.30E-11,3.07E-09,3.07E-09,6.32E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61449,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047958,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306363,1.06E+16,-3.00E-05,6.72E+06,4642.81,14.0146,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.74,0.5,46428.1,0.1,0.01
0.245,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,6.67E-13,1.02E-07,-1.57E-11,1.52E-08,6.69E-12,8.91E-10,3.71E-13,1.49E-08,3.27E-11,3.07E-09,3.07E-09,6.31E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61449,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479581,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306363,1.06E+16,-3.00E-05,6.72E+06,4642.81,14.0146,172.309,10,0.01,20,50,50,800,0.168,0.17,0,48,249.739,0.5,46428.1,0.1,0.01
0.246,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,6.77E-13,1.02E-07,-1.57E-11,1.52E-08,6.63E-12,8.91E-10,3.68E-13,1.49E-08,3.25E-11,3.07E-09,3.07E-09,6.31E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61448,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479581,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306363,1.06E+16,-3.00E-05,6.72E+06,4642.81,14.0146,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.739,0.5,46428.1,0.1,0.01
0.247,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,6.87E-13,1.02E-07,-1.57E-11,1.52E-08,6.58E-12,8.91E-10,3.65E-13,1.49E-08,3.23E-11,3.07E-09,3.07E-09,6.30E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61448,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479581,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306364,1.06E+16,-3.00E-05,6.72E+06,4642.81,14.0146,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.739,0.5,46428.1,0.1,0.01
0.248,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,6.98E-13,1.02E-07,-1.57E-11,1.52E-08,6.52E-12,8.91E-10,3.62E-13,1.49E-08,3.21E-11,3.07E-09,3.07E-09,6.29E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61447,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479582,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306364,1.06E+16,-3.00E-05,6.72E+06,4642.8,14.0147,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.738,0.5,46428,0.1,0.01
0.249,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.08E-13,1.02E-07,-1.57E-11,1.52E-08,6.47E-12,8.91E-10,3.59E-13,1.49E-08,3.19E-11,3.07E-09,3.07E-09,6.28E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61447,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479582,0.00301392,-21.0712,1.09E-09,-0.564471,-0.141504,0.00311715,0.00306365,1.06E+16,-3.00E-05,6.72E+06,4642.8,14.0147,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.738,0.5,46428,0.1,0.01
0.25,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.18E-13,1.02E-07,-1.56E-11,1.52E-08,6.41E-12,8.91E-10,3.56E-13,1.49E-08,3.17E-11,3.07E-09,3.07E-09,6.27E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.068648,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61447,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479582,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306365,1.06E+16,-3.00E-05,6.72E+06,4642.8,14.0147,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.738,0.5,46428,0.1,0.01
0.251,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.28E-13,1.02E-07,-1.56E-11,1.52E-08,6.36E-12,8.91E-10,3.53E-13,1.49E-08,3.15E-11,3.07E-09,3.07E-09,6.26E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61446,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479582,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306365,1.06E+16,-3.00E-05,6.72E+06,4642.8,14.0147,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.737,0.5,46428,0.1,0.01
0.252,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.39E-13,1.02E-07,-1.56E-11,1.52E-08,6.30E-12,8.91E-10,3.50E-13,1.49E-08,3.13E-11,3.07E-09,3.07E-09,6.25E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61446,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479583,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306366,1.06E+16,-3.00E-05,6.72E+06,4642.79,14.0147,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.737,0.5,46427.9,0.1,0.01
0.253,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.49E-13,1.02E-07,-1.56E-11,1.52E-08,6.25E-12,8.91E-10,3.47E-13,1.49E-08,3.10E-11,3.07E-09,3.07E-09,6.25E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686488,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61446,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479583,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306366,1.06E+16,-3.00E-05,6.72E+06,4642.79,14.0148,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.737,0.5,46427.9,0.1,0.01
0.254,0,0.001,0.01,0.1,-0.149975,0.0001,3.92E-09,7.59E-13,1.02E-07,-1.55E-11,1.52E-08,6.19E-12,8.91E-10,3.44E-13,1.49E-08,3.08E-11,3.07E-09,3.07E-09,6.24E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61445,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479583,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306366,1.06E+16,-3.00E-05,6.72E+06,4642.79,14.0148,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.736,0.5,46427.9,0.1,0.01
0.255,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,7.70E-13,1.02E-07,-1.55E-11,1.52E-08,6.14E-12,8.91E-10,3.40E-13,1.49E-08,3.06E-11,3.07E-09,3.07E-09,6.23E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61445,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479583,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306367,1.06E+16,-3.00E-05,6.72E+06,4642.78,14.0148,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.736,0.5,46427.8,0.1,0.01
0.256,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,7.80E-13,1.02E-07,-1.55E-11,1.52E-08,6.08E-12,8.91E-10,3.37E-13,1.49E-08,3.04E-11,3.07E-09,3.07E-09,6.22E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61444,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479584,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306367,1.06E+16,-3.00E-05,6.72E+06,4642.78,14.0148,172.31,10,0.01,20,50,50,800,0.168,0.17,0,48,249.736,0.5,46427.8,0.1,0.01
0.257,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,7.90E-13,1.02E-07,-1.55E-11,1.52E-08,6.03E-12,8.91E-10,3.34E-13,1.49E-08,3.02E-11,3.07E-09,3.07E-09,6.21E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61444,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479584,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306368,1.06E+16,-3.00E-05,6.72E+06,4642.78,14.0148,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.735,0.5,46427.8,0.1,0.01
0.258,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.01E-13,1.02E-07,-1.54E-11,1.52E-08,5.97E-12,8.91E-10,3.31E-13,1.49E-08,3.00E-11,3.07E-09,3.07E-09,6.20E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61444,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479584,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306368,1.06E+16,-3.00E-05,6.72E+06,4642.78,14.0148,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.735,0.5,46427.8,0.1,0.01
0.259,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.11E-13,1.02E-07,-1.54E-11,1.52E-08,5.92E-12,8.91E-10,3.28E-13,1.49E-08,2.98E-11,3.07E-09,3.07E-09,6.19E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61443,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479585,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306368,1.06E+16,-3.00E-05,6.72E+06,4642.77,14.0149,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.735,0.5,46427.7,0.1,0.01
0.26,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.21E-13,1.02E-07,-1.54E-11,1.52E-08,5.86E-12,8.91E-10,3.25E-13,1.49E-08,2.96E-11,3.07E-09,3.07E-09,6.19E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61443,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479585,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306369,1.06E+16,-3.00E-05,6.72E+06,4642.77,14.0149,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.734,0.5,46427.7,0.1,0.01
0.261,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.32E-13,1.02E-07,-1.54E-11,1.52E-08,5.81E-12,8.91E-10,3.22E-13,1.49E-08,2.93E-11,3.07E-09,3.07E-09,6.18E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61443,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479585,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306369,1.06E+16,-3.00E-05,6.72E+06,4642.77,14.0149,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.734,0.5,46427.7,0.1,0.01
0.262,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.42E-13,1.02E-07,-1.53E-11,1.52E-08,5.75E-12,8.91E-10,3.19E-13,1.49E-08,2.91E-11,3.07E-09,3.07E-09,6.17E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61442,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479585,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.00306369,1.06E+16,-3.00E-05,6.72E+06,4642.77,14.0149,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.734,0.5,46427.7,0.1,0.01
0.263,0,0.001,0.01,0.1,-0.149974,0.0001,3.92E-09,8.53E-13,1.02E-07,-1.53E-11,1.52E-08,5.70E-12,8.91E-10,3.16E-13,1.49E-08,2.89E-11,3.07E-09,3.07E-09,6.16E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686479,-0.0686487,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61442,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479586,0.00301392,-21.0712,1.09E-09,-0.56447,-0.141504,0.00311715,0.0030637,1.06E+16,-3.00E-05,6.72E+06,4642.76,14.0149,172.311,10,0.01,20,50,50,800,0.168,0.17,0,48,249.733,0.5,46427.6,0.1,0.01
