cell | V (mV),INa | xina (nA_per_nF)
7.83287,-6.35E-33
7.82916,-5.98E-33
7.82546,-5.58E-33
7.82176,-5.15E-33
7.81806,-4.69E-33
7.81436,-4.20E-33
7.81065,-3.69E-33
7.80695,-3.13E-33
7.80324,-2.56E-33
7.79954,-1.97E-33
7.79583,-1.36E-33
7.79212,-7.55E-34
7.78842,-1.45E-34
7.78471,4.62E-34
7.781,1.06E-33
7.77729,1.65E-33
7.77358,2.21E-33
7.76986,2.75E-33
7.76615,3.26E-33
7.76244,3.73E-33
7.75873,4.15E-33
7.75501,4.53E-33
7.7513,4.84E-33
7.74758,5.08E-33
7.74386,5.25E-33
7.74015,5.33E-33
7.73643,5.33E-33
7.73271,5.21E-33
7.72899,4.99E-33
7.72527,4.97E-33
7.72155,5.19E-33
7.71783,5.39E-33
7.7141,5.55E-33
7.71038,5.70E-33
7.70666,5.81E-33
7.70293,5.90E-33
7.69921,5.96E-33
7.69548,5.99E-33
7.69175,5.99E-33
7.68802,5.96E-33
7.6843,5.90E-33
7.68057,5.81E-33
7.67684,5.69E-33
7.67311,5.54E-33
7.66938,5.36E-33
7.66564,5.15E-33
7.66191,4.90E-33
7.65818,4.63E-33
7.65444,4.33E-33
7.65071,4.00E-33
7.64697,3.64E-33
7.64324,3.25E-33
7.6395,2.89E-33
7.63576,2.54E-33
7.63202,2.17E-33
7.62829,1.79E-33
7.62455,1.41E-33
7.62081,1.02E-33
7.61706,6.33E-34
7.61332,2.48E-34
7.60958,-1.33E-34
7.60584,-5.04E-34
7.60209,-8.63E-34
7.59835,-1.21E-33
7.5946,-1.53E-33
7.59085,-1.83E-33
7.58711,-2.10E-33
7.58336,-2.34E-33
7.57961,-2.55E-33
7.57586,-2.71E-33
7.57211,-2.82E-33
7.56836,-2.89E-33
7.56461,-2.90E-33
7.56086,-2.84E-33
7.55711,-2.72E-33
7.55335,-2.88E-33
7.5496,-3.04E-33
7.54584,-3.18E-33
7.54209,-3.30E-33
7.53833,-3.41E-33
7.53457,-3.50E-33
7.53082,-3.58E-33
7.52706,-3.63E-33
7.5233,-3.66E-33
7.51954,-3.68E-33
7.51578,-3.68E-33
7.51202,-3.65E-33
7.50825,-3.61E-33
7.50449,-3.54E-33
7.50073,-3.46E-33
7.49696,-3.35E-33
7.4932,-3.22E-33
7.48943,-3.08E-33
7.48567,-2.91E-33
7.4819,-2.72E-33
7.47813,-2.51E-33
7.47436,-2.27E-33
7.47059,-2.03E-33
7.46682,-1.82E-33
7.46305,-1.61E-33
7.45928,-1.38E-33
7.45551,-1.15E-33
7.45173,-9.15E-34
7.44796,-6.78E-34
7.44419,-4.39E-34
7.44041,-2.02E-34
7.43664,3.20E-35
7.43286,2.61E-34
7.42908,4.82E-34
7.4253,6.93E-34
7.42153,8.92E-34
7.41775,1.08E-33
7.41397,1.24E-33
7.41018,1.39E-33
7.4064,1.51E-33
7.40262,1.61E-33
7.39884,1.67E-33
7.39505,1.71E-33
7.39127,1.71E-33
7.38748,1.66E-33
7.3837,1.67E-33
7.37991,1.78E-33
7.37612,1.89E-33
7.37234,1.98E-33
7.36855,2.07E-33
7.36476,2.14E-33
7.36097,2.21E-33
7.35718,2.26E-33
7.35339,2.30E-33
7.34959,2.33E-33
7.3458,2.34E-33
7.34201,2.34E-33
7.33821,2.33E-33
7.33442,2.31E-33
7.33062,2.27E-33
7.32682,2.21E-33
7.32303,2.15E-33
7.31923,2.07E-33
7.31543,1.97E-33
7.31163,1.86E-33
7.30783,1.73E-33
7.30403,1.59E-33
7.30023,1.43E-33
7.29642,1.29E-33
7.29262,1.16E-33
7.28882,1.03E-33
7.28501,8.88E-34
7.28121,7.44E-34
7.2774,5.97E-34
7.2736,4.49E-34
7.26979,3.00E-34
7.26598,1.52E-34
7.26217,5.86E-36
7.25836,-1.37E-34
7.25455,-2.75E-34
7.25074,-4.06E-34
7.24693,-5.30E-34
7.24312,-6.44E-34
7.2393,-7.47E-34
7.23549,-8.36E-34
7.23167,-9.11E-34
7.22786,-9.69E-34
7.22404,-1.01E-33
7.22023,-1.03E-33
7.21641,-1.02E-33
7.21259,-9.89E-34
7.20877,-1.05E-33
7.20495,-1.13E-33
7.20113,-1.20E-33
7.19731,-1.26E-33
7.19349,-1.32E-33
7.18967,-1.37E-33
7.18584,-1.41E-33
7.18202,-1.45E-33
7.17819,-1.48E-33
7.17437,-1.50E-33
7.17054,-1.51E-33
7.16672,-1.52E-33
7.16289,-1.51E-33
7.15906,-1.49E-33
7.15523,-1.47E-33
7.1514,-1.44E-33
7.14757,-1.39E-33
7.14374,-1.34E-33
7.13991,-1.27E-33
7.13608,-1.20E-33
7.13224,-1.11E-33
7.12841,-1.02E-33
7.12457,-9.13E-34
7.12074,-8.35E-34
7.1169,-7.53E-34
7.11307,-6.68E-34
7.10923,-5.79E-34
7.10539,-4.89E-34
7.10155,-3.96E-34
7.09771,-3.02E-34
7.09387,-2.09E-34
7.09003,-1.15E-34
7.08619,-2.30E-35
7.08235,6.69E-35
7.0785,1.54E-34
7.07466,2.36E-34
7.07081,3.14E-34
7.06697,3.85E-34
7.06312,4.50E-34
7.05928,5.05E-34
7.05543,5.51E-34
7.05158,5.86E-34
7.04773,6.09E-34
7.04388,6.19E-34
7.04003,6.13E-34
7.03618,6.16E-34
7.03233,6.70E-34
7.02848,7.21E-34
7.02462,7.68E-34
7.02077,8.11E-34
7.01691,8.50E-34
7.01306,8.85E-34
7.0092,9.15E-34
7.00535,9.40E-34
7.00149,9.60E-34
6.99763,9.75E-34
6.99377,9.84E-34
6.98991,9.87E-34
6.98605,9.84E-34
6.98219,9.75E-34
6.97833,9.59E-34
6.97447,9.37E-34
6.9706,9.07E-34
6.96674,8.71E-34
6.96287,8.27E-34
6.95901,7.76E-34
6.95514,7.17E-34
6.95128,6.51E-34
6.94741,5.92E-34
6.94354,5.42E-34
6.93967,4.90E-34
6.9358,4.36E-34
6.93193,3.80E-34
6.92806,3.22E-34
6.92419,2.63E-34
6.92031,2.03E-34
6.91644,1.44E-34
6.91257,8.41E-35
6.90869,2.56E-35
6.90482,-3.16E-35
6.90094,-8.67E-35
6.89706,-1.39E-34
6.89319,-1.88E-34
6.88931,-2.33E-34
6.88543,-2.74E-34
6.88155,-3.09E-34
6.87767,-3.37E-34
6.87379,-3.59E-34
6.86991,-3.72E-34
6.86602,-3.77E-34
6.86214,-3.72E-34
6.85826,-4.28E-34
6.85437,-5.10E-34
6.85049,-5.93E-34
6.8466,-6.77E-34
6.84271,-7.62E-34
6.83883,-8.47E-34
6.83494,-9.31E-34
6.83105,-1.02E-33
6.82716,-1.10E-33
6.82327,-1.18E-33
6.81938,-1.26E-33
6.81549,-1.34E-33
6.81159,-1.42E-33
6.8077,-1.49E-33
6.80381,-1.56E-33
6.79991,-1.62E-33
6.79602,-1.68E-33
6.79212,-1.74E-33
6.78822,-1.79E-33
6.78433,-1.83E-33
6.78043,-1.86E-33
6.77653,-1.89E-33
6.77263,-1.91E-33
6.76873,-1.92E-33
6.76483,-1.93E-33
6.76093,-1.92E-33
6.75702,-1.90E-33
6.75312,-1.87E-33
6.74922,-1.82E-33
6.74531,-1.77E-33
6.74141,-1.70E-33
6.7375,-1.62E-33
6.73359,-1.52E-33
6.72969,-1.41E-33
6.72578,-1.28E-33
6.72187,-1.30E-33
6.71796,-1.32E-33
6.71405,-1.34E-33
6.71014,-1.36E-33
6.70622,-1.38E-33
6.70231,-1.40E-33
6.6984,-1.42E-33
6.69449,-1.44E-33
6.69057,-1.46E-33
6.68665,-1.47E-33
6.68274,-1.48E-33
6.67882,-1.49E-33
6.6749,-1.50E-33
6.67099,-1.51E-33
6.66707,-1.52E-33
6.66315,-1.52E-33
6.65923,-1.52E-33
6.65531,-1.52E-33
6.65138,-1.51E-33
6.64746,-1.51E-33
6.64354,-1.50E-33
6.63961,-1.49E-33
6.63569,-1.47E-33
6.63176,-1.45E-33
6.62784,-1.43E-33
6.62391,-1.40E-33
6.61998,-1.37E-33
6.61606,-1.34E-33
6.61213,-1.30E-33
6.6082,-1.26E-33
6.60427,-1.21E-33
6.60034,-1.16E-33
6.5964,-1.10E-33
6.59247,-1.04E-33
6.58854,-9.81E-34
6.5846,-9.60E-34
6.58067,-9.39E-34
6.57673,-9.17E-34
6.5728,-8.94E-34
6.56886,-8.71E-34
6.56492,-8.47E-34
6.56099,-8.23E-34
6.55705,-7.99E-34
6.55311,-7.74E-34
6.54917,-7.49E-34
6.54523,-7.23E-34
6.54128,-6.97E-34
6.53734,-6.71E-34
6.5334,-6.45E-34
6.52945,-6.18E-34
6.52551,-5.90E-34
6.52156,-5.63E-34
6.51762,-5.35E-34
6.51367,-5.07E-34
6.50972,-4.79E-34
6.50578,-4.51E-34
6.50183,-4.22E-34
6.49788,-3.93E-34
6.49393,-3.65E-34
6.48998,-3.36E-34
6.48602,-3.06E-34
6.48207,-2.77E-34
6.47812,-2.48E-34
6.47416,-2.19E-34
6.47021,-1.89E-34
6.46625,-1.60E-34
6.4623,-1.31E-34
6.45834,-1.01E-34
6.45438,-7.22E-35
6.45043,-4.48E-35
6.44647,-2.02E-35
6.44251,3.83E-36
6.43855,2.73E-35
6.43459,5.01E-35
6.43062,7.23E-35
6.42666,9.38E-35
6.4227,1.15E-34
6.41873,1.35E-34
6.41477,1.54E-34
6.4108,1.72E-34
6.40684,1.90E-34
6.40287,2.06E-34
6.3989,2.22E-34
6.39494,2.37E-34
6.39097,2.50E-34
6.387,2.63E-34
6.38303,2.75E-34
6.37906,2.85E-34
6.37508,2.94E-34
6.37111,3.02E-34
6.36714,3.09E-34
6.36316,3.14E-34
6.35919,3.18E-34
6.35521,3.21E-34
6.35124,3.22E-34
6.34726,3.22E-34
6.34328,3.20E-34
6.33931,3.17E-34
6.33533,3.12E-34
6.33135,3.06E-34
6.32737,2.98E-34
6.32339,2.88E-34
6.3194,2.77E-34
6.31542,2.63E-34
6.31144,2.62E-34
6.30745,2.66E-34
6.30347,2.70E-34
6.29948,2.75E-34
6.2955,2.79E-34
6.29151,2.82E-34
6.28752,2.86E-34
6.28354,2.89E-34
6.27955,2.92E-34
6.27556,2.94E-34
6.27157,2.97E-34
6.26758,2.99E-34
6.26358,3.01E-34
6.25959,3.02E-34
6.2556,3.04E-34
6.2516,3.04E-34
6.24761,3.05E-34
6.24361,3.06E-34
6.23962,3.06E-34
6.23562,3.05E-34
6.23162,3.05E-34
6.22763,3.04E-34
6.22363,3.02E-34
6.21963,3.00E-34
6.21563,2.98E-34
6.21163,2.96E-34
6.20762,2.93E-34
6.20362,2.90E-34
6.19962,2.86E-34
6.19561,2.82E-34
6.19161,2.77E-34
6.1876,2.72E-34
6.1836,2.66E-34
6.17959,2.60E-34
6.17558,2.54E-34
6.17158,2.46E-34
6.16757,2.39E-34
6.16356,2.31E-34
6.15955,2.22E-34
6.15553,2.12E-34
6.15152,2.03E-34
6.14751,1.92E-34
6.1435,1.81E-34
6.13948,1.69E-34
6.13547,1.57E-34
6.13145,1.44E-34
6.12744,1.30E-34
6.12342,1.15E-34
6.1194,1.00E-34
6.11538,8.43E-35
6.11137,6.77E-35
6.10735,5.03E-35
6.10333,3.21E-35
6.0993,1.31E-35
6.09528,-2.46E-36
6.09126,-8.45E-36
6.08724,-1.44E-35
6.08321,-2.03E-35
6.07919,-2.61E-35
6.07516,-3.18E-35
6.07114,-3.75E-35
6.06711,-4.31E-35
6.06308,-4.86E-35
6.05905,-5.40E-35
6.05503,-5.94E-35
6.051,-6.47E-35
6.04697,-6.99E-35
6.04293,-7.50E-35
6.0389,-8.00E-35
6.03487,-8.49E-35
6.03084,-8.97E-35
6.0268,-9.45E-35
6.02277,-9.91E-35
6.01873,-1.04E-34
6.0147,-1.08E-34
6.01066,-1.12E-34
6.00662,-1.17E-34
6.00258,-1.21E-34
5.99854,-1.25E-34
5.99451,-1.29E-34
5.99046,-1.32E-34
5.98642,-1.36E-34
5.98238,-1.39E-34
5.97834,-1.43E-34
5.9743,-1.46E-34
5.97025,-1.49E-34
5.96621,-1.52E-34
5.96216,-1.55E-34
5.95812,-1.58E-34
5.95407,-1.61E-34
5.95002,-1.64E-34
5.94597,-1.66E-34
5.94192,-1.68E-34
5.93787,-1.71E-34
5.93382,-1.73E-34
5.92977,-1.75E-34
5.92572,-1.77E-34
5.92167,-1.78E-34
5.91761,-1.80E-34
5.91356,-1.81E-34
5.90951,-1.83E-34
5.90545,-1.84E-34
5.90139,-1.85E-34
5.89734,-1.86E-34
5.89328,-1.87E-34
5.88922,-1.88E-34
5.88516,-1.88E-34
5.8811,-1.89E-34
5.87704,-1.89E-34
5.87298,-1.90E-34
5.86892,-1.90E-34
5.86486,-1.90E-34
5.86079,-1.90E-34
5.85673,-1.89E-34
5.85266,-1.89E-34
5.8486,-1.89E-34
5.84453,-1.88E-34
5.84047,-1.87E-34
5.8364,-1.86E-34
5.83233,-1.86E-34
5.82826,-1.85E-34
5.82419,-1.83E-34
5.82012,-1.82E-34
5.81605,-1.81E-34
5.81198,-1.79E-34
5.8079,-1.78E-34
5.80383,-1.76E-34
5.79976,-1.74E-34
5.79568,-1.73E-34
5.79161,-1.71E-34
5.78753,-1.69E-34
5.78345,-1.66E-34
5.77937,-1.64E-34
5.7753,-1.62E-34
5.77122,-1.59E-34
5.76714,-1.57E-34
5.76306,-1.54E-34
5.75898,-1.52E-34
5.75489,-1.49E-34
5.75081,-1.46E-34
5.74673,-1.43E-34
5.74264,-1.40E-34
5.73856,-1.37E-34
5.73447,-1.34E-34
5.73039,-1.31E-34
5.7263,-1.28E-34
5.72221,-1.24E-34
5.71812,-1.21E-34
5.71403,-1.17E-34
5.70994,-1.14E-34
5.70585,-1.10E-34
5.70176,-1.07E-34
5.69767,-1.03E-34
5.69358,-9.94E-35
5.68948,-9.56E-35
5.68539,-9.18E-35
5.68129,-8.80E-35
5.6772,-8.41E-35
5.6731,-8.02E-35
5.669,-7.62E-35
5.66491,-7.23E-35
5.66081,-6.83E-35
5.65671,-6.42E-35
5.65261,-6.04E-35
5.64851,-5.68E-35
5.64441,-5.32E-35
5.6403,-4.96E-35
5.6362,-4.60E-35
5.6321,-4.25E-35
5.62799,-3.89E-35
5.62389,-3.54E-35
5.61978,-3.19E-35
5.61568,-2.85E-35
5.61157,-2.51E-35
5.60746,-2.17E-35
5.60335,-1.84E-35
5.59924,-1.51E-35
5.59513,-1.19E-35
5.59102,-8.70E-36
5.58691,-5.58E-36
5.5828,-2.52E-36
5.57869,4.69E-37
5.57457,3.39E-36
5.57046,6.24E-36
5.56634,9.02E-36
5.56223,1.17E-35
5.55811,1.43E-35
5.55399,1.69E-35
5.54988,1.93E-35
5.54576,2.16E-35
5.54164,2.39E-35
5.53752,2.60E-35
5.5334,2.81E-35
5.52927,3.00E-35
5.52515,3.18E-35
5.52103,3.35E-35
5.51691,3.51E-35
5.51278,3.66E-35
5.50866,3.79E-35
5.50453,3.91E-35
5.5004,4.02E-35
5.49628,4.11E-35
5.49215,4.19E-35
5.48802,4.26E-35
5.48389,4.31E-35
5.47976,4.34E-35
5.47563,4.36E-35
5.4715,4.36E-35
5.46736,4.35E-35
5.46323,4.32E-35
5.4591,4.27E-35
5.45496,4.21E-35
5.45083,4.12E-35
5.44669,4.02E-35
5.44255,3.90E-35
5.43842,3.76E-35
5.43428,3.61E-35
5.43014,3.52E-35
5.426,3.74E-35
5.42186,3.95E-35
5.41772,4.16E-35
5.41358,4.38E-35
5.40943,4.59E-35
5.40529,4.80E-35
5.40115,5.01E-35
5.397,5.21E-35
5.39286,5.42E-35
5.38871,5.62E-35
5.38456,5.83E-35
5.38042,6.03E-35
5.37627,6.23E-35
5.37212,6.42E-35
5.36797,6.61E-35
5.36382,6.80E-35
5.35967,6.99E-35
5.35551,7.17E-35
5.35136,7.35E-35
5.34721,7.53E-35
5.34305,7.70E-35
5.3389,7.87E-35
5.33474,8.04E-35
5.33059,8.20E-35
5.32643,8.35E-35
5.32227,8.51E-35
5.31811,8.65E-35
5.31395,8.79E-35
5.30979,8.93E-35
5.30563,9.06E-35
5.30147,9.18E-35
5.29731,9.30E-35
5.29315,9.41E-35
5.28898,9.52E-35
5.28482,9.61E-35
5.28065,9.71E-35
5.27649,9.79E-35
5.27232,9.87E-35
5.26816,9.94E-35
5.26399,1.00E-34
5.25982,1.00E-34
5.25565,1.01E-34
5.25148,1.01E-34
5.24731,1.02E-34
5.24314,1.02E-34
5.23896,1.02E-34
5.23479,1.02E-34
5.23062,1.02E-34
5.22644,1.02E-34
5.22227,1.01E-34
5.21809,1.01E-34
5.21392,1.00E-34
5.20974,9.97E-35
5.20556,9.89E-35
5.20138,9.81E-35
5.1972,9.71E-35
5.19302,9.60E-35
5.18884,9.48E-35
5.18466,9.35E-35
5.18048,9.20E-35
5.17629,9.04E-35
5.17211,8.87E-35
5.16793,8.68E-35
5.16374,8.48E-35
5.15955,8.27E-35
5.15537,8.04E-35
5.15118,7.79E-35
5.14699,7.54E-35
5.1428,7.26E-35
5.13861,6.98E-35
5.13442,6.67E-35
5.13023,6.35E-35
5.12604,6.02E-35
5.12185,5.67E-35
5.11765,5.30E-35
5.11346,4.91E-35
5.10926,4.51E-35
5.10507,4.09E-35
5.10087,3.66E-35
5.09668,3.20E-35
5.09248,2.73E-35
5.08828,2.24E-35
5.08408,1.73E-35
5.07988,1.20E-35
5.07568,6.52E-36
5.07148,8.51E-37
5.06728,-5.02E-36
5.06307,-1.11E-35
5.05887,-1.73E-35
5.05467,-2.01E-35
5.05046,-2.09E-35
5.04625,-2.17E-35
5.04205,-2.25E-35
5.03784,-2.33E-35
5.03363,-2.41E-35
5.02942,-2.49E-35
5.02522,-2.57E-35
5.021,-2.65E-35
5.01679,-2.73E-35
5.01258,-2.81E-35
5.00837,-2.89E-35
5.00416,-2.97E-35
4.99994,-3.05E-35
4.99573,-3.13E-35
4.99151,-3.21E-35
4.9873,-3.30E-35
4.98308,-3.38E-35
4.97886,-3.46E-35
4.97465,-3.54E-35
4.97043,-3.63E-35
4.96621,-3.71E-35
4.96199,-3.80E-35
4.95777,-3.88E-35
4.95354,-3.97E-35
4.94932,-4.05E-35
4.9451,-4.14E-35
4.94087,-4.23E-35
4.93665,-4.32E-35
4.93242,-4.41E-35
4.9282,-4.49E-35
4.92397,-4.58E-35
4.91974,-4.68E-35
4.91551,-4.77E-35
4.91129,-4.86E-35
4.90706,-4.95E-35
4.90282,-5.05E-35
4.89859,-5.14E-35
4.89436,-5.24E-35
4.89013,-5.34E-35
4.88589,-5.43E-35
4.88166,-5.53E-35
4.87743,-5.63E-35
4.87319,-5.74E-35
4.86895,-5.84E-35
4.86472,-5.94E-35
4.86048,-6.05E-35
4.85624,-6.15E-35
4.852,-6.26E-35
4.84776,-6.37E-35
4.84352,-6.48E-35
4.83928,-6.59E-35
4.83504,-6.70E-35
4.83079,-6.82E-35
4.82655,-6.93E-35
4.8223,-7.05E-35
4.81806,-7.17E-35
4.81381,-7.29E-35
4.80957,-7.41E-35
4.80532,-7.54E-35
4.80107,-7.66E-35
4.79682,-7.79E-35
4.79257,-7.92E-35
4.78832,-8.05E-35
4.78407,-8.18E-35
4.77982,-8.31E-35
4.77557,-8.45E-35
4.77131,-8.59E-35
4.76706,-8.73E-35
4.7628,-8.87E-35
4.75855,-9.02E-35
4.75429,-9.16E-35
4.75003,-9.31E-35
4.74578,-9.46E-35
4.74152,-9.62E-35
4.73726,-9.77E-35
4.733,-9.93E-35
4.72874,-1.01E-34
4.72448,-1.03E-34
4.72021,-1.04E-34
4.71595,-1.06E-34
4.71169,-1.08E-34
4.70742,-1.09E-34
4.70316,-1.11E-34
4.69889,-1.13E-34
4.69463,-1.15E-34
4.69036,-1.16E-34
4.68609,-1.18E-34
4.68182,-1.20E-34
4.67755,-1.22E-34
4.67328,-1.23E-34
4.66901,-1.23E-34
4.66474,-1.24E-34
4.66047,-1.24E-34
4.65619,-1.24E-34
4.65192,-1.25E-34
4.64764,-1.25E-34
4.64337,-1.26E-34
4.63909,-1.26E-34
4.63482,-1.26E-34
4.63054,-1.27E-34
4.62626,-1.27E-34
4.62198,-1.27E-34
4.6177,-1.27E-34
4.61342,-1.27E-34
4.60914,-1.28E-34
4.60486,-1.28E-34
4.60057,-1.28E-34
4.59629,-1.28E-34
4.59201,-1.28E-34
4.58772,-1.28E-34
4.58344,-1.28E-34
4.57915,-1.28E-34
4.57486,-1.28E-34
4.57057,-1.28E-34
4.56628,-1.28E-34
4.56199,-1.28E-34
4.5577,-1.28E-34
4.55341,-1.28E-34
4.54912,-1.28E-34
4.54483,-1.28E-34
4.54054,-1.27E-34
4.53624,-1.27E-34
4.53195,-1.27E-34
4.52765,-1.27E-34
4.52336,-1.26E-34
4.51906,-1.26E-34
4.51476,-1.26E-34
4.51046,-1.25E-34
4.50616,-1.25E-34
4.50186,-1.24E-34
4.49756,-1.24E-34
4.49326,-1.23E-34
4.48896,-1.23E-34
4.48466,-1.22E-34
4.48035,-1.22E-34
4.47605,-1.21E-34
4.47174,-1.20E-34
4.46744,-1.20E-34
4.46313,-1.19E-34
4.45882,-1.18E-34
4.45452,-1.18E-34
4.45021,-1.17E-34
4.4459,-1.16E-34
4.44159,-1.15E-34
4.43728,-1.14E-34
4.43296,-1.14E-34
4.42865,-1.13E-34
4.42434,-1.12E-34
4.42002,-1.11E-34
4.41571,-1.10E-34
4.41139,-1.09E-34
4.40708,-1.08E-34
4.40276,-1.07E-34
4.39844,-1.05E-34
4.39413,-1.04E-34
4.38981,-1.03E-34
4.38549,-1.02E-34
4.38117,-1.01E-34
4.37684,-9.95E-35
4.37252,-9.82E-35
4.3682,-9.69E-35
4.36387,-9.56E-35
4.35955,-9.42E-35
4.35523,-9.28E-35
4.3509,-9.14E-35
4.34657,-8.99E-35
4.34225,-8.84E-35
4.33792,-8.69E-35
4.33359,-8.54E-35
4.32926,-8.38E-35
4.32493,-8.22E-35
4.3206,-8.06E-35
4.31626,-7.89E-35
4.31193,-7.72E-35
4.3076,-7.55E-35
4.30326,-7.37E-35
4.29893,-7.19E-35
4.29459,-7.01E-35
4.29026,-6.86E-35
4.28592,-6.75E-35
4.28158,-6.64E-35
4.27724,-6.53E-35
4.2729,-6.41E-35
4.26856,-6.30E-35
4.26422,-6.19E-35
4.25988,-6.07E-35
4.25554,-5.96E-35
4.2512,-5.85E-35
4.24685,-5.73E-35
4.24251,-5.62E-35
4.23816,-5.50E-35
4.23382,-5.39E-35
4.22947,-5.27E-35
4.22512,-5.16E-35
4.22077,-5.04E-35
4.21642,-4.93E-35
4.21207,-4.81E-35
4.20772,-4.70E-35
4.20337,-4.58E-35
4.19902,-4.47E-35
4.19467,-4.36E-35
4.19031,-4.24E-35
4.18596,-4.13E-35
4.1816,-4.01E-35
4.17725,-3.90E-35
4.17289,-3.79E-35
4.16853,-3.68E-35
4.16418,-3.56E-35
4.15982,-3.45E-35
4.15546,-3.34E-35
4.1511,-3.23E-35
4.14674,-3.12E-35
4.14237,-3.01E-35
4.13801,-2.90E-35
4.13365,-2.79E-35
4.12928,-2.68E-35
4.12492,-2.57E-35
4.12055,-2.46E-35
4.11619,-2.36E-35
4.11182,-2.25E-35
4.10745,-2.14E-35
4.10308,-2.04E-35
4.09871,-1.93E-35
4.09434,-1.83E-35
4.08997,-1.73E-35
4.0856,-1.63E-35
4.08123,-1.53E-35
4.07686,-1.43E-35
4.07248,-1.33E-35
4.06811,-1.23E-35
4.06373,-1.13E-35
4.05936,-1.03E-35
4.05498,-9.39E-36
4.0506,-8.45E-36
4.04622,-7.51E-36
4.04184,-6.59E-36
4.03746,-5.68E-36
4.03308,-4.78E-36
4.0287,-3.89E-36
4.02432,-3.02E-36
4.01994,-2.15E-36
4.01555,-1.30E-36
4.01117,-4.60E-37
4.00678,3.66E-37
4.0024,1.18E-36
3.99801,1.98E-36
3.99362,2.77E-36
3.98923,3.54E-36
3.98484,4.30E-36
3.98045,5.04E-36
3.97606,5.77E-36
3.97167,6.49E-36
3.96728,7.19E-36
3.96289,7.87E-36
3.95849,8.54E-36
3.9541,9.20E-36
3.9497,9.83E-36
3.94531,1.05E-35
3.94091,1.11E-35
3.93651,1.16E-35
3.93212,1.22E-35
3.92772,1.28E-35
3.92332,1.33E-35
3.91892,1.38E-35
3.91452,1.43E-35
3.91011,1.48E-35
3.90571,1.53E-35
3.90131,1.57E-35
3.8969,1.67E-35
3.8925,1.77E-35
3.88809,1.87E-35
3.88369,1.97E-35
3.87928,2.07E-35
3.87487,2.17E-35
3.87046,2.27E-35
3.86605,2.37E-35
3.86164,2.47E-35
3.85723,2.57E-35
3.85282,2.67E-35
3.84841,2.77E-35
3.84399,2.87E-35
3.83958,2.96E-35
3.83517,3.06E-35
3.83075,3.16E-35
3.82633,3.25E-35
3.82192,3.35E-35
3.8175,3.44E-35
3.81308,3.53E-35
3.80866,3.63E-35
3.80424,3.72E-35
3.79982,3.81E-35
3.7954,3.90E-35
3.79097,3.99E-35
3.78655,4.08E-35
3.78213,4.17E-35
3.7777,4.26E-35
3.77328,4.34E-35
3.76885,4.43E-35
3.76442,4.51E-35
3.76,4.60E-35
3.75557,4.68E-35
3.75114,4.76E-35
3.74671,4.84E-35
3.74228,4.92E-35
3.73785,5.00E-35
3.73341,5.08E-35
3.72898,5.16E-35
3.72455,5.24E-35
3.72011,5.31E-35
3.71568,5.39E-35
3.71124,5.46E-35
3.7068,5.53E-35
3.70236,5.60E-35
3.69793,5.67E-35
3.69349,5.74E-35
3.68905,5.81E-35
3.68461,5.88E-35
3.68016,5.94E-35
3.67572,6.01E-35
3.67128,6.07E-35
3.66683,6.13E-35
3.66239,6.19E-35
3.65794,6.25E-35
3.6535,6.31E-35
3.64905,6.36E-35
3.6446,6.42E-35
3.64015,6.47E-35
3.63571,6.52E-35
3.63126,6.57E-35
3.6268,6.62E-35
3.62235,6.67E-35
3.6179,6.72E-35
3.61345,6.76E-35
3.60899,6.80E-35
3.60454,6.85E-35
3.60008,6.89E-35
3.59563,6.92E-35
3.59117,6.96E-35
3.58671,7.00E-35
3.58225,7.03E-35
3.57779,7.06E-35
3.57333,7.09E-35
3.56887,7.12E-35
3.56441,7.15E-35
3.55995,7.17E-35
3.55549,7.20E-35
3.55102,7.22E-35
3.54656,7.24E-35
3.54209,7.26E-35
3.53763,7.27E-35
3.53316,7.29E-35
3.52869,7.30E-35
3.52422,7.31E-35
3.51975,7.32E-35
3.51528,7.33E-35
3.51081,7.33E-35
3.50634,7.34E-35
3.50187,7.34E-35
3.49739,7.34E-35
3.49292,7.34E-35
3.48845,7.33E-35
3.48397,7.33E-35
3.47949,7.32E-35
3.47502,7.31E-35
3.47054,7.29E-35
3.46606,7.28E-35
3.46158,7.26E-35
3.4571,7.24E-35
3.45262,7.22E-35
3.44814,7.20E-35
3.44366,7.17E-35
3.43917,7.15E-35
3.43469,7.12E-35
3.4302,7.09E-35
3.42572,7.05E-35
3.42123,7.02E-35
3.41674,6.98E-35
3.41226,6.94E-35
3.40777,6.89E-35
3.40328,6.85E-35
3.39879,6.80E-35
3.3943,6.75E-35
3.38981,6.70E-35
3.38531,6.64E-35
3.38082,6.59E-35
3.37633,6.53E-35
3.37183,6.47E-35
3.36733,6.40E-35
3.36284,6.34E-35
3.35834,6.27E-35
3.35384,6.20E-35
3.34934,6.12E-35
3.34484,6.05E-35
3.34034,5.97E-35
3.33584,5.89E-35
3.33134,5.80E-35
3.32684,5.72E-35
3.32234,5.63E-35
3.31783,5.53E-35
3.31333,5.44E-35
3.30882,5.34E-35
3.30431,5.25E-35
3.29981,5.14E-35
3.2953,5.04E-35
3.29079,4.93E-35
3.28628,4.82E-35
3.28177,4.71E-35
3.27726,4.60E-35
3.27275,4.48E-35
3.26823,4.36E-35
3.26372,4.23E-35
