cell | V (mV),INa | INa (uA_per_uF)
29.0899,2.15E-12
29.0848,2.35E-12
29.0796,2.57E-12
29.0745,2.77E-12
29.0693,2.96E-12
29.0642,3.12E-12
29.059,3.25E-12
29.0539,3.37E-12
29.0488,3.46E-12
29.0437,3.52E-12
29.0386,3.56E-12
29.0335,3.58E-12
29.0284,3.57E-12
29.0233,3.53E-12
29.0182,3.46E-12
29.0132,3.37E-12
29.0081,3.25E-12
29.0031,3.11E-12
28.998,2.94E-12
28.993,2.75E-12
28.9879,2.56E-12
28.9829,2.37E-12
28.9779,2.16E-12
28.9729,1.94E-12
28.9679,1.71E-12
28.9629,1.48E-12
28.9579,1.24E-12
28.9529,1.01E-12
28.9479,7.70E-13
28.9429,5.41E-13
28.938,3.20E-13
28.933,1.13E-13
28.928,-7.77E-14
28.9231,-2.47E-13
28.9182,-3.91E-13
28.9132,-5.05E-13
28.9083,-5.84E-13
28.9034,-6.22E-13
28.8985,-6.15E-13
28.8936,-9.07E-13
28.8887,-1.36E-12
28.8838,-1.84E-12
28.8789,-2.35E-12
28.874,-2.88E-12
28.8691,-3.44E-12
28.8642,-4.02E-12
28.8594,-4.62E-12
28.8545,-5.24E-12
28.8497,-5.88E-12
28.8448,-6.53E-12
28.84,-7.20E-12
28.8352,-7.87E-12
28.8303,-8.55E-12
28.8255,-9.23E-12
28.8207,-9.90E-12
28.8159,-1.06E-11
28.8111,-1.12E-11
28.8063,-1.19E-11
28.8015,-1.25E-11
28.7967,-1.31E-11
28.792,-1.36E-11
28.7872,-1.41E-11
28.7824,-1.46E-11
28.7777,-1.50E-11
28.7729,-1.53E-11
28.7682,-1.55E-11
28.7634,-1.57E-11
28.7587,-1.58E-11
28.754,-1.58E-11
28.7493,-1.56E-11
28.7446,-1.54E-11
28.7399,-1.50E-11
28.7352,-1.45E-11
28.7305,-1.38E-11
28.7258,-1.29E-11
28.7211,-1.33E-11
28.7164,-1.41E-11
28.7117,-1.49E-11
28.7071,-1.57E-11
28.7024,-1.66E-11
28.6978,-1.74E-11
28.6931,-1.83E-11
28.6885,-1.92E-11
28.6838,-2.01E-11
28.6792,-2.09E-11
28.6746,-2.18E-11
28.67,-2.26E-11
28.6654,-2.35E-11
28.6608,-2.43E-11
28.6562,-2.51E-11
28.6516,-2.58E-11
28.647,-2.66E-11
28.6424,-2.72E-11
28.6378,-2.78E-11
28.6332,-2.84E-11
28.6287,-2.89E-11
28.6241,-2.93E-11
28.6196,-2.97E-11
28.615,-2.99E-11
28.6105,-3.01E-11
28.6059,-3.01E-11
28.6014,-3.01E-11
28.5969,-2.99E-11
28.5924,-2.96E-11
28.5879,-2.91E-11
28.5833,-2.85E-11
28.5788,-2.77E-11
28.5743,-2.67E-11
28.5699,-2.56E-11
28.5654,-2.42E-11
28.5609,-2.27E-11
28.5564,-2.25E-11
28.5519,-2.28E-11
28.5475,-2.31E-11
28.543,-2.34E-11
28.5386,-2.37E-11
28.5341,-2.39E-11
28.5297,-2.42E-11
28.5252,-2.44E-11
28.5208,-2.46E-11
28.5164,-2.49E-11
28.512,-2.50E-11
28.5076,-2.52E-11
28.5032,-2.54E-11
28.4988,-2.55E-11
28.4944,-2.56E-11
28.49,-2.56E-11
28.4856,-2.57E-11
28.4812,-2.57E-11
28.4768,-2.56E-11
28.4724,-2.55E-11
28.4681,-2.54E-11
28.4637,-2.52E-11
28.4594,-2.50E-11
28.455,-2.47E-11
28.4507,-2.44E-11
28.4463,-2.40E-11
28.442,-2.36E-11
28.4377,-2.30E-11
28.4333,-2.24E-11
28.429,-2.18E-11
28.4247,-2.10E-11
28.4204,-2.02E-11
28.4161,-1.93E-11
28.4118,-1.83E-11
28.4075,-1.72E-11
28.4032,-1.60E-11
28.399,-1.55E-11
28.3947,-1.51E-11
28.3904,-1.47E-11
28.3861,-1.43E-11
28.3819,-1.39E-11
28.3776,-1.35E-11
28.3734,-1.31E-11
28.3691,-1.27E-11
28.3649,-1.23E-11
28.3606,-1.19E-11
28.3564,-1.15E-11
28.3522,-1.10E-11
28.348,-1.06E-11
28.3438,-1.02E-11
28.3395,-9.79E-12
28.3353,-9.38E-12
28.3311,-8.96E-12
28.3269,-8.56E-12
28.3227,-8.15E-12
28.3186,-7.75E-12
28.3144,-7.35E-12
28.3102,-6.96E-12
28.306,-6.58E-12
28.3019,-6.20E-12
28.2977,-5.83E-12
28.2936,-5.47E-12
28.2894,-5.12E-12
28.2853,-4.78E-12
28.2811,-4.45E-12
28.277,-4.13E-12
28.2728,-3.83E-12
28.2687,-3.54E-12
28.2646,-3.26E-12
28.2605,-3.00E-12
28.2564,-2.75E-12
28.2522,-2.53E-12
28.2481,-2.23E-12
28.244,-1.92E-12
28.24,-1.62E-12
28.2359,-1.33E-12
28.2318,-1.05E-12
28.2277,-7.81E-13
28.2236,-5.18E-13
28.2196,-2.65E-13
28.2155,-2.17E-14
28.2114,2.12E-13
28.2074,4.34E-13
28.2033,6.46E-13
28.1993,8.47E-13
28.1952,1.04E-12
28.1912,1.21E-12
28.1872,1.38E-12
28.1831,1.53E-12
28.1791,1.68E-12
28.1751,1.80E-12
28.1711,1.92E-12
28.167,2.02E-12
28.163,2.11E-12
28.159,2.18E-12
28.155,2.24E-12
28.151,2.29E-12
28.1471,2.32E-12
28.1431,2.33E-12
28.1391,2.34E-12
28.1351,2.32E-12
28.1312,2.29E-12
28.1272,2.24E-12
28.1232,2.18E-12
28.1193,2.10E-12
28.1153,2.01E-12
28.1114,1.90E-12
28.1074,1.77E-12
28.1035,1.71E-12
28.0995,1.65E-12
28.0956,1.58E-12
28.0917,1.51E-12
28.0878,1.44E-12
28.0838,1.35E-12
28.0799,1.27E-12
28.076,1.18E-12
28.0721,1.08E-12
28.0682,9.82E-13
28.0643,8.80E-13
28.0604,7.76E-13
28.0565,6.70E-13
28.0527,5.62E-13
28.0488,4.54E-13
28.0449,3.46E-13
28.041,2.38E-13
28.0372,1.31E-13
28.0333,2.62E-14
28.0294,-7.63E-14
28.0256,-1.76E-13
28.0217,-2.71E-13
28.0179,-3.62E-13
28.014,-4.47E-13
28.0102,-5.27E-13
28.0064,-5.99E-13
28.0025,-6.63E-13
27.9987,-7.19E-13
27.9949,-7.66E-13
27.9911,-8.02E-13
27.9873,-8.27E-13
27.9835,-8.40E-13
27.9796,-8.39E-13
27.9758,-8.25E-13
27.9721,-7.95E-13
27.9683,-7.50E-13
27.9645,-8.27E-13
27.9607,-9.10E-13
27.9569,-9.90E-13
27.9531,-1.07E-12
27.9494,-1.14E-12
27.9456,-1.22E-12
27.9418,-1.29E-12
27.9381,-1.36E-12
27.9343,-1.42E-12
27.9305,-1.48E-12
27.9268,-1.54E-12
27.9231,-1.59E-12
27.9193,-1.64E-12
27.9156,-1.69E-12
27.9118,-1.73E-12
27.9081,-1.76E-12
27.9044,-1.79E-12
27.9007,-1.82E-12
27.8969,-1.84E-12
27.8932,-1.85E-12
27.8895,-1.86E-12
27.8858,-1.87E-12
27.8821,-1.86E-12
27.8784,-1.86E-12
27.8747,-1.84E-12
27.871,-1.82E-12
27.8673,-1.79E-12
27.8637,-1.76E-12
27.86,-1.71E-12
27.8563,-1.67E-12
27.8526,-1.61E-12
27.849,-1.55E-12
27.8453,-1.47E-12
27.8416,-1.40E-12
27.838,-1.31E-12
27.8343,-1.21E-12
27.8307,-1.16E-12
27.827,-1.11E-12
27.8234,-1.05E-12
27.8197,-9.96E-13
27.8161,-9.36E-13
27.8125,-8.75E-13
27.8088,-8.12E-13
27.8052,-7.47E-13
27.8016,-6.82E-13
27.798,-6.15E-13
27.7944,-5.48E-13
27.7908,-4.80E-13
27.7872,-4.12E-13
27.7836,-3.44E-13
27.78,-2.77E-13
27.7764,-2.10E-13
27.7728,-1.44E-13
27.7692,-7.96E-14
27.7656,-1.68E-14
27.762,4.41E-14
27.7584,1.03E-13
27.7549,1.58E-13
27.7513,2.11E-13
27.7477,2.60E-13
27.7442,3.06E-13
27.7406,3.47E-13
27.737,3.83E-13
27.7335,4.14E-13
27.7299,4.40E-13
27.7264,4.60E-13
27.7229,4.73E-13
27.7193,4.80E-13
27.7158,4.78E-13
27.7122,4.69E-13
27.7087,4.52E-13
27.7052,4.27E-13
27.7017,4.72E-13
27.6981,5.15E-13
27.6946,5.57E-13
27.6911,5.98E-13
27.6876,6.37E-13
27.6841,6.75E-13
27.6806,7.11E-13
27.6771,7.45E-13
27.6736,7.78E-13
27.6701,8.08E-13
27.6666,8.37E-13
27.6631,8.63E-13
27.6597,8.87E-13
27.6562,9.09E-13
27.6527,9.29E-13
27.6492,9.46E-13
27.6458,9.60E-13
27.6423,9.72E-13
27.6388,9.81E-13
27.6354,9.87E-13
27.6319,9.90E-13
27.6285,9.91E-13
27.625,9.88E-13
27.6216,9.82E-13
27.6181,9.72E-13
27.6147,9.60E-13
27.6113,9.44E-13
27.6078,9.24E-13
27.6044,9.01E-13
27.601,8.74E-13
27.5976,8.43E-13
27.5941,8.08E-13
27.5907,7.70E-13
27.5873,7.27E-13
27.5839,6.81E-13
27.5805,6.31E-13
27.5771,6.05E-13
27.5737,5.77E-13
27.5703,5.47E-13
27.5669,5.17E-13
27.5635,4.86E-13
27.5601,4.54E-13
27.5567,4.21E-13
27.5533,3.87E-13
27.55,3.53E-13
27.5466,3.19E-13
27.5432,2.84E-13
27.5398,2.49E-13
27.5365,2.14E-13
27.5331,1.79E-13
27.5298,1.45E-13
27.5264,1.11E-13
27.523,7.71E-14
27.5197,4.42E-14
27.5163,1.22E-14
27.513,-1.88E-14
27.5096,-4.85E-14
27.5063,-7.68E-14
27.503,-1.03E-13
27.4996,-1.28E-13
27.4963,-1.51E-13
27.493,-1.72E-13
27.4897,-1.90E-13
27.4863,-2.06E-13
27.483,-2.19E-13
27.4797,-2.29E-13
27.4764,-2.36E-13
27.4731,-2.39E-13
27.4698,-2.38E-13
27.4665,-2.34E-13
27.4632,-2.25E-13
27.4599,-2.18E-13
27.4566,-2.66E-13
27.4533,-3.15E-13
27.45,-3.66E-13
27.4467,-4.17E-13
27.4434,-4.69E-13
27.4401,-5.22E-13
27.4369,-5.76E-13
27.4336,-6.30E-13
27.4303,-6.85E-13
27.427,-7.40E-13
27.4238,-7.96E-13
27.4205,-8.52E-13
27.4172,-9.08E-13
27.414,-9.65E-13
27.4107,-1.02E-12
27.4075,-1.08E-12
27.4042,-1.13E-12
27.401,-1.19E-12
27.3977,-1.24E-12
27.3945,-1.30E-12
27.3912,-1.35E-12
27.388,-1.40E-12
27.3848,-1.45E-12
27.3815,-1.50E-12
27.3783,-1.55E-12
27.3751,-1.60E-12
27.3719,-1.64E-12
27.3686,-1.69E-12
27.3654,-1.73E-12
27.3622,-1.77E-12
27.359,-1.80E-12
27.3558,-1.83E-12
27.3526,-1.86E-12
27.3494,-1.89E-12
27.3462,-1.91E-12
27.343,-1.93E-12
27.3398,-1.95E-12
27.3366,-1.96E-12
27.3334,-1.97E-12
27.3302,-1.97E-12
27.327,-1.97E-12
27.3238,-1.96E-12
27.3207,-1.94E-12
27.3175,-1.93E-12
27.3143,-1.90E-12
27.3111,-1.87E-12
27.308,-1.83E-12
27.3048,-1.79E-12
27.3016,-1.73E-12
27.2985,-1.67E-12
27.2953,-1.61E-12
27.2922,-1.53E-12
27.289,-1.45E-12
27.2859,-1.35E-12
27.2827,-1.28E-12
27.2796,-1.31E-12
27.2764,-1.33E-12
27.2733,-1.36E-12
27.2701,-1.39E-12
27.267,-1.41E-12
27.2639,-1.44E-12
27.2607,-1.46E-12
27.2576,-1.49E-12
27.2545,-1.52E-12
27.2514,-1.54E-12
27.2482,-1.57E-12
27.2451,-1.59E-12
27.242,-1.61E-12
27.2389,-1.64E-12
27.2358,-1.66E-12
27.2327,-1.68E-12
27.2296,-1.70E-12
27.2265,-1.72E-12
27.2234,-1.74E-12
27.2203,-1.76E-12
27.2172,-1.78E-12
27.2141,-1.80E-12
27.211,-1.81E-12
27.2079,-1.82E-12
27.2048,-1.84E-12
27.2017,-1.85E-12
27.1986,-1.86E-12
27.1955,-1.86E-12
27.1925,-1.87E-12
27.1894,-1.87E-12
27.1863,-1.87E-12
27.1832,-1.87E-12
27.1802,-1.87E-12
27.1771,-1.87E-12
27.1741,-1.86E-12
27.171,-1.85E-12
27.1679,-1.83E-12
27.1649,-1.82E-12
27.1618,-1.80E-12
27.1588,-1.78E-12
27.1557,-1.75E-12
27.1527,-1.72E-12
27.1496,-1.69E-12
27.1466,-1.65E-12
27.1435,-1.61E-12
27.1405,-1.57E-12
27.1375,-1.52E-12
27.1344,-1.46E-12
27.1314,-1.41E-12
27.1284,-1.34E-12
27.1254,-1.28E-12
27.1223,-1.21E-12
27.1193,-1.13E-12
27.1163,-1.05E-12
27.1133,-9.86E-13
27.1103,-9.77E-13
27.1072,-9.67E-13
27.1042,-9.58E-13
27.1012,-9.48E-13
27.0982,-9.38E-13
27.0952,-9.29E-13
27.0922,-9.19E-13
27.0892,-9.09E-13
27.0862,-8.99E-13
27.0832,-8.90E-13
27.0802,-8.80E-13
27.0772,-8.70E-13
27.0742,-8.60E-13
27.0713,-8.50E-13
27.0683,-8.40E-13
27.0653,-8.29E-13
27.0623,-8.19E-13
27.0593,-8.09E-13
27.0564,-7.98E-13
27.0534,-7.88E-13
27.0504,-7.77E-13
27.0474,-7.67E-13
27.0445,-7.56E-13
27.0415,-7.45E-13
27.0385,-7.34E-13
27.0356,-7.22E-13
27.0326,-7.11E-13
27.0297,-6.99E-13
27.0267,-6.88E-13
27.0238,-6.76E-13
27.0208,-6.64E-13
27.0179,-6.51E-13
27.0149,-6.39E-13
27.012,-6.26E-13
27.009,-6.13E-13
27.0061,-6.00E-13
27.0032,-5.86E-13
27.0002,-5.72E-13
26.9973,-5.58E-13
26.9944,-5.43E-13
26.9914,-5.28E-13
26.9885,-5.13E-13
26.9856,-4.97E-13
26.9827,-4.81E-13
26.9797,-4.65E-13
26.9768,-4.48E-13
26.9739,-4.31E-13
26.971,-4.13E-13
26.9681,-3.94E-13
26.9652,-3.75E-13
26.9622,-3.56E-13
26.9593,-3.36E-13
26.9564,-3.15E-13
26.9535,-2.94E-13
26.9506,-2.78E-13
26.9477,-2.68E-13
26.9448,-2.59E-13
26.9419,-2.50E-13
26.939,-2.40E-13
26.9362,-2.31E-13
26.9333,-2.23E-13
26.9304,-2.14E-13
26.9275,-2.06E-13
26.9246,-1.97E-13
26.9217,-1.89E-13
26.9188,-1.82E-13
26.916,-1.74E-13
26.9131,-1.67E-13
26.9102,-1.59E-13
26.9073,-1.52E-13
26.9045,-1.46E-13
26.9016,-1.39E-13
26.8987,-1.32E-13
26.8959,-1.26E-13
26.893,-1.20E-13
26.8902,-1.14E-13
26.8873,-1.08E-13
26.8844,-1.03E-13
26.8816,-9.76E-14
26.8787,-9.24E-14
26.8759,-8.75E-14
26.873,-8.27E-14
26.8702,-7.80E-14
26.8673,-7.36E-14
26.8645,-6.93E-14
26.8616,-6.51E-14
26.8588,-6.12E-14
26.856,-5.73E-14
26.8531,-5.37E-14
26.8503,-5.02E-14
26.8475,-4.68E-14
26.8446,-4.36E-14
26.8418,-4.05E-14
26.839,-3.75E-14
26.8362,-3.47E-14
26.8333,-3.20E-14
26.8305,-2.94E-14
26.8277,-2.69E-14
26.8249,-2.45E-14
26.8221,-2.22E-14
26.8192,-2.00E-14
26.8164,-1.79E-14
26.8136,-1.59E-14
26.8108,-1.39E-14
26.808,-1.21E-14
26.8052,-1.03E-14
26.8024,-8.49E-15
26.7996,-6.78E-15
26.7968,-5.11E-15
26.794,-4.39E-15
26.7912,-4.37E-15
26.7884,-4.47E-15
26.7856,-4.70E-15
26.7828,-5.04E-15
26.78,-5.50E-15
26.7772,-6.06E-15
26.7744,-6.73E-15
26.7717,-7.49E-15
26.7689,-8.35E-15
26.7661,-9.29E-15
26.7633,-1.03E-14
26.7605,-1.14E-14
26.7578,-1.26E-14
26.755,-1.38E-14
26.7522,-1.51E-14
26.7494,-1.64E-14
26.7467,-1.78E-14
26.7439,-1.92E-14
26.7411,-2.07E-14
26.7384,-2.22E-14
26.7356,-2.37E-14
26.7328,-2.52E-14
26.7301,-2.67E-14
26.7273,-2.82E-14
26.7246,-2.97E-14
26.7218,-3.12E-14
26.7191,-3.27E-14
26.7163,-3.41E-14
26.7136,-3.55E-14
26.7108,-3.68E-14
26.7081,-3.81E-14
26.7053,-3.94E-14
26.7026,-4.05E-14
26.6998,-4.16E-14
26.6971,-4.26E-14
26.6944,-4.35E-14
26.6916,-4.42E-14
26.6889,-4.49E-14
26.6862,-4.54E-14
26.6834,-4.59E-14
26.6807,-4.61E-14
26.678,-4.63E-14
26.6752,-4.62E-14
26.6725,-4.60E-14
26.6698,-4.56E-14
26.6671,-4.51E-14
26.6643,-4.43E-14
26.6616,-4.33E-14
26.6589,-4.21E-14
26.6562,-4.07E-14
26.6535,-3.91E-14
26.6508,-3.72E-14
26.648,-3.50E-14
26.6453,-3.26E-14
26.6426,-3.27E-14
26.6399,-3.38E-14
26.6372,-3.49E-14
26.6345,-3.60E-14
26.6318,-3.70E-14
26.6291,-3.80E-14
26.6264,-3.90E-14
26.6237,-4.00E-14
26.621,-4.09E-14
26.6183,-4.18E-14
26.6156,-4.26E-14
26.6129,-4.35E-14
26.6102,-4.42E-14
26.6076,-4.50E-14
26.6049,-4.57E-14
26.6022,-4.63E-14
26.5995,-4.69E-14
26.5968,-4.75E-14
26.5941,-4.80E-14
26.5915,-4.85E-14
26.5888,-4.89E-14
26.5861,-4.92E-14
26.5834,-4.95E-14
26.5808,-4.98E-14
26.5781,-4.99E-14
26.5754,-5.01E-14
26.5727,-5.01E-14
26.5701,-5.01E-14
26.5674,-5.01E-14
26.5647,-4.99E-14
26.5621,-4.97E-14
26.5594,-4.95E-14
26.5568,-4.92E-14
26.5541,-4.88E-14
26.5514,-4.83E-14
26.5488,-4.77E-14
26.5461,-4.71E-14
26.5435,-4.64E-14
26.5408,-4.57E-14
26.5382,-4.48E-14
26.5355,-4.39E-14
26.5329,-4.29E-14
26.5302,-4.18E-14
26.5276,-4.06E-14
26.5249,-3.94E-14
26.5223,-3.81E-14
26.5196,-3.67E-14
26.517,-3.52E-14
26.5144,-3.36E-14
26.5117,-3.19E-14
26.5091,-3.02E-14
26.5065,-2.83E-14
26.5038,-2.64E-14
26.5012,-2.44E-14
26.4986,-2.23E-14
26.4959,-2.09E-14
26.4933,-1.97E-14
26.4907,-1.84E-14
26.4881,-1.71E-14
26.4854,-1.57E-14
26.4828,-1.44E-14
26.4802,-1.31E-14
26.4776,-1.17E-14
26.475,-1.03E-14
26.4723,-8.94E-15
26.4697,-7.55E-15
26.4671,-6.16E-15
26.4645,-4.77E-15
26.4619,-3.37E-15
26.4593,-1.98E-15
26.4567,-5.90E-16
26.4541,7.91E-16
26.4515,2.16E-15
26.4489,3.52E-15
26.4463,4.87E-15
26.4436,6.19E-15
26.441,7.50E-15
26.4384,8.78E-15
26.4359,1.00E-14
26.4333,1.13E-14
26.4307,1.25E-14
26.4281,1.36E-14
26.4255,1.48E-14
26.4229,1.58E-14
26.4203,1.69E-14
26.4177,1.79E-14
26.4151,1.88E-14
26.4125,1.97E-14
26.4099,2.05E-14
26.4074,2.13E-14
26.4048,2.20E-14
26.4022,2.27E-14
26.3996,2.32E-14
26.397,2.37E-14
26.3945,2.42E-14
26.3919,2.45E-14
26.3893,2.48E-14
26.3867,2.49E-14
26.3842,2.50E-14
26.3816,2.50E-14
26.379,2.48E-14
26.3764,2.46E-14
26.3739,2.42E-14
26.3713,2.38E-14
26.3687,2.32E-14
26.3662,2.25E-14
26.3636,2.17E-14
26.3611,2.07E-14
26.3585,1.97E-14
26.3559,1.84E-14
26.3534,1.89E-14
26.3508,1.94E-14
26.3483,1.98E-14
26.3457,2.02E-14
26.3432,2.06E-14
26.3406,2.10E-14
26.3381,2.14E-14
26.3355,2.17E-14
26.333,2.20E-14
26.3304,2.23E-14
26.3279,2.26E-14
26.3253,2.29E-14
26.3228,2.31E-14
26.3202,2.33E-14
26.3177,2.35E-14
26.3151,2.36E-14
26.3126,2.38E-14
26.3101,2.39E-14
26.3075,2.39E-14
26.305,2.40E-14
26.3025,2.40E-14
26.2999,2.40E-14
26.2974,2.40E-14
26.2949,2.40E-14
26.2923,2.39E-14
26.2898,2.38E-14
26.2873,2.37E-14
26.2848,2.35E-14
26.2822,2.34E-14
26.2797,2.32E-14
26.2772,2.29E-14
26.2747,2.27E-14
26.2721,2.24E-14
26.2696,2.21E-14
26.2671,2.17E-14
26.2646,2.13E-14
26.2621,2.09E-14
26.2595,2.05E-14
26.257,2.00E-14
26.2545,1.96E-14
26.252,1.90E-14
26.2495,1.85E-14
26.247,1.79E-14
26.2445,1.73E-14
26.242,1.67E-14
26.2395,1.60E-14
26.237,1.53E-14
26.2345,1.46E-14
26.232,1.39E-14
26.2294,1.31E-14
26.2269,1.23E-14
26.2244,1.14E-14
26.2219,1.06E-14
26.2195,9.68E-15
26.217,8.79E-15
26.2145,8.15E-15
26.212,7.51E-15
26.2095,6.86E-15
26.207,6.20E-15
26.2045,5.54E-15
26.202,4.88E-15
26.1995,4.21E-15
26.197,3.55E-15
26.1945,2.88E-15
26.192,2.21E-15
26.1896,1.54E-15
26.1871,8.77E-16
26.1846,2.15E-16
26.1821,-4.43E-16
26.1796,-1.10E-15
26.1771,-1.74E-15
26.1747,-2.38E-15
26.1722,-3.01E-15
26.1697,-3.63E-15
26.1672,-4.24E-15
26.1648,-4.84E-15
26.1623,-5.42E-15
26.1598,-6.00E-15
26.1573,-6.55E-15
26.1549,-7.09E-15
26.1524,-7.61E-15
26.1499,-8.11E-15
26.1475,-8.59E-15
26.145,-9.05E-15
26.1425,-9.49E-15
26.1401,-9.90E-15
26.1376,-1.03E-14
26.1351,-1.06E-14
26.1327,-1.10E-14
26.1302,-1.13E-14
26.1278,-1.15E-14
26.1253,-1.18E-14
26.1228,-1.20E-14
26.1204,-1.22E-14
26.1179,-1.23E-14
26.1155,-1.24E-14
26.113,-1.24E-14
26.1106,-1.24E-14
26.1081,-1.24E-14
26.1057,-1.23E-14
26.1032,-1.22E-14
26.1008,-1.20E-14
26.0983,-1.18E-14
26.0959,-1.15E-14
26.0934,-1.12E-14
26.091,-1.08E-14
26.0885,-1.04E-14
26.0861,-9.85E-15
26.0836,-9.29E-15
26.0812,-8.86E-15
26.0788,-8.98E-15
26.0763,-9.08E-15
26.0739,-9.18E-15
26.0714,-9.26E-15
26.069,-9.34E-15
26.0666,-9.40E-15
26.0641,-9.46E-15
26.0617,-9.50E-15
26.0593,-9.54E-15
26.0568,-9.56E-15
26.0544,-9.58E-15
26.052,-9.58E-15
26.0495,-9.58E-15
26.0471,-9.56E-15
26.0447,-9.54E-15
26.0423,-9.50E-15
26.0398,-9.46E-15
26.0374,-9.41E-15
26.035,-9.34E-15
26.0326,-9.27E-15
26.0301,-9.19E-15
26.0277,-9.10E-15
26.0253,-9.00E-15
26.0229,-8.89E-15
26.0205,-8.77E-15
26.018,-8.64E-15
26.0156,-8.51E-15
26.0132,-8.36E-15
26.0108,-8.21E-15
26.0084,-8.05E-15
26.006,-7.88E-15
26.0035,-7.71E-15
26.0011,-7.52E-15
25.9987,-7.33E-15
25.9963,-7.13E-15
25.9939,-6.93E-15
25.9915,-6.72E-15
25.9891,-6.50E-15
25.9867,-6.27E-15
25.9843,-6.04E-15
25.9819,-5.81E-15
25.9795,-5.57E-15
25.9771,-5.32E-15
25.9747,-5.07E-15
25.9723,-4.81E-15
25.9699,-4.55E-15
25.9675,-4.29E-15
25.9651,-4.02E-15
25.9627,-3.75E-15
25.9603,-3.48E-15
25.9579,-3.20E-15
25.9555,-2.92E-15
25.9531,-2.64E-15
25.9507,-2.36E-15
25.9483,-2.07E-15
25.9459,-1.77E-15
25.9435,-1.48E-15
25.9411,-1.18E-15
25.9387,-8.84E-16
25.9363,-5.86E-16
25.934,-2.90E-16
25.9316,6.60E-18
25.9292,3.02E-16
25.9268,5.95E-16
25.9244,8.87E-16
25.922,1.18E-15
25.9196,1.46E-15
25.9173,1.75E-15
25.9149,2.03E-15
25.9125,2.30E-15
25.9101,2.57E-15
25.9077,2.84E-15
25.9054,3.10E-15
25.903,3.36E-15
25.9006,3.60E-15
25.8982,3.85E-15
25.8959,4.08E-15
25.8935,4.31E-15
25.8911,4.52E-15
25.8887,4.73E-15
25.8864,4.93E-15
25.884,5.12E-15
25.8816,5.30E-15
25.8792,5.47E-15
25.8769,5.63E-15
25.8745,5.77E-15
25.8721,5.90E-15
25.8698,6.02E-15
25.8674,6.12E-15
25.865,6.22E-15
25.8627,6.29E-15
25.8603,6.35E-15
25.858,6.39E-15
25.8556,6.42E-15
25.8532,6.43E-15
25.8509,6.42E-15
25.8485,6.39E-15
25.8462,6.35E-15
25.8438,6.28E-15
25.8414,6.20E-15
25.8391,6.09E-15
25.8367,5.96E-15
25.8344,5.81E-15
25.832,5.63E-15
25.8297,5.43E-15
25.8273,5.21E-15
25.825,4.96E-15
25.8226,4.69E-15
25.8203,4.39E-15
25.8179,4.23E-15
25.8156,4.22E-15
25.8132,4.21E-15
25.8109,4.19E-15
25.8085,4.17E-15
25.8062,4.15E-15
25.8038,4.12E-15
25.8015,4.08E-15
25.7991,4.05E-15
25.7968,4.00E-15
25.7944,3.96E-15
25.7921,3.91E-15
25.7898,3.86E-15
25.7874,3.80E-15
25.7851,3.74E-15
25.7827,3.67E-15
25.7804,3.60E-15
25.7781,3.53E-15
25.7757,3.46E-15
25.7734,3.38E-15
25.771,3.30E-15
25.7687,3.22E-15
25.7664,3.13E-15
25.764,3.04E-15
25.7617,2.95E-15
25.7594,2.86E-15
25.757,2.76E-15
25.7547,2.67E-15
25.7524,2.57E-15
25.7501,2.47E-15
25.7477,2.37E-15
25.7454,2.27E-15
25.7431,2.16E-15
25.7407,2.06E-15
25.7384,1.95E-15
25.7361,1.85E-15
25.7338,1.74E-15
25.7314,1.64E-15
25.7291,1.53E-15
25.7268,1.43E-15
25.7245,1.33E-15
25.7222,1.23E-15
25.7198,1.12E-15
25.7175,1.03E-15
25.7152,9.28E-16
25.7129,8.33E-16
25.7106,7.39E-16
25.7082,6.49E-16
25.7059,5.61E-16
25.7036,4.76E-16
25.7013,3.94E-16
25.699,3.16E-16
25.6967,2.42E-16
25.6943,1.73E-16
25.692,1.07E-16
25.6897,2.89E-18
25.6874,-1.26E-16
25.6851,-2.55E-16
25.6828,-3.83E-16
25.6805,-5.11E-16
25.6782,-6.38E-16
25.6759,-7.64E-16
25.6736,-8.88E-16
25.6712,-1.01E-15
25.6689,-1.13E-15
25.6666,-1.25E-15
25.6643,-1.37E-15
25.662,-1.49E-15
25.6597,-1.60E-15
25.6574,-1.71E-15
25.6551,-1.82E-15
25.6528,-1.93E-15
25.6505,-2.03E-15
25.6482,-2.13E-15
25.6459,-2.23E-15
25.6436,-2.33E-15
25.6413,-2.42E-15
25.639,-2.50E-15
25.6367,-2.58E-15
25.6344,-2.66E-15
25.6321,-2.74E-15
25.6298,-2.80E-15
25.6275,-2.87E-15
25.6252,-2.93E-15
25.6229,-2.98E-15
25.6206,-3.03E-15
25.6183,-3.07E-15
25.6161,-3.11E-15
25.6138,-3.14E-15
25.6115,-3.16E-15
25.6092,-3.18E-15
25.6069,-3.19E-15
25.6046,-3.19E-15
25.6023,-3.19E-15
25.6,-3.18E-15
25.5977,-3.16E-15
25.5954,-3.13E-15
25.5932,-3.10E-15
25.5909,-3.06E-15
25.5886,-3.01E-15
25.5863,-2.94E-15
25.584,-2.87E-15
25.5817,-2.80E-15
25.5794,-2.71E-15
25.5772,-2.61E-15
25.5749,-2.50E-15
25.5726,-2.38E-15
25.5703,-2.25E-15
25.568,-2.11E-15
25.5658,-1.96E-15
