X,Y
44,13.14315618
44.1,13.13724474
44.2,13.13131018
44.3,13.12535248
44.4,13.11937161
44.5,13.11336755
44.6,13.10734026
44.7,13.10128971
44.8,13.09521589
44.9,13.08911875
45,13.08299828
45.1,13.07685444
45.2,13.0706872
45.3,13.06449655
45.4,13.05828245
45.5,13.05204487
45.6,13.04578379
45.7,13.03949918
45.8,13.03319101
45.9,13.02685925
46,13.02050388
46.1,13.01412488
46.2,13.0077222
46.3,13.00129584
46.4,12.99484575
46.5,12.98837192
46.6,12.98187432
46.7,12.97535292
46.8,12.96880769
46.9,12.96223861
47,12.95564566
47.1,12.9490288
47.2,12.94238801
47.3,12.93572326
47.4,12.92903454
47.5,12.9223218
47.6,12.91558504
47.7,12.90882422
47.8,12.90203931
47.9,12.8952303
48,12.88839715
48.1,12.88153984
48.2,12.87465835
48.3,12.86775265
48.4,12.86082272
48.5,12.85386852
48.6,12.84689005
48.7,12.83988726
48.8,12.83286015
48.9,12.82580867
49,12.81873282
49.1,12.81163256
49.2,12.80450787
49.3,12.79735873
49.4,12.79018511
49.5,12.78298698
49.6,12.77576433
49.7,12.76851714
49.8,12.76124537
49.9,12.753949
50,12.74662801
50.1,12.73928238
50.2,12.73191208
50.3,12.7245171
50.4,12.7170974
50.5,12.70965296
50.6,12.70218377
50.7,12.69468979
50.8,12.68717101
50.9,12.6796274
51,12.67205895
51.1,12.66446562
51.2,12.65684739
51.3,12.64920425
51.4,12.64153617
51.5,12.63384312
51.6,12.6261251
51.7,12.61838207
51.8,12.61061401
51.9,12.6028209
52,12.59500272
52.1,12.58715944
52.2,12.57929105
52.3,12.57139753
52.4,12.56347885
52.5,12.55553499
52.6,12.54756593
52.7,12.53957165
52.8,12.53155213
52.9,12.52350734
53,12.51543727
53.1,12.5073419
53.2,12.4992212
53.3,12.49107515
53.4,12.48290374
53.5,12.47470694
53.6,12.46648473
53.7,12.4582371
53.8,12.44996401
53.9,12.44166546
54,12.43334142
54.1,12.42499187
54.2,12.41661679
54.3,12.40821617
54.4,12.39978998
54.5,12.3913382
54.6,12.38286081
54.7,12.3743578
54.8,12.36582914
54.9,12.35727481
55,12.3486948
55.1,12.34008909
55.2,12.33145766
55.3,12.32280048
55.4,12.31411754
55.5,12.30540882
55.6,12.29667431
55.7,12.28791398
55.8,12.27912781
55.9,12.27031579
56,12.2614779
56.1,12.25261411
56.2,12.24372442
56.3,12.2348088
56.4,12.22586724
56.5,12.21689971
56.6,12.2079062
56.7,12.1988867
56.8,12.18984117
56.9,12.18076961
57,12.171672
57.1,12.16254832
57.2,12.15339856
57.3,12.14422269
57.4,12.1350207
57.5,12.12579257
57.6,12.11653828
57.7,12.10725782
57.8,12.09795117
57.9,12.08861831
58,12.07925924
58.1,12.06987392
58.2,12.06046234
58.3,12.05102449
58.4,12.04156035
58.5,12.0320699
58.6,12.02255313
58.7,12.01301003
58.8,12.00344056
58.9,11.99384473
59,11.98422251
59.1,11.97457389
59.2,11.96489884
59.3,11.95519736
59.4,11.94546944
59.5,11.93571504
59.6,11.92593417
59.7,11.91612679
59.8,11.90629291
59.9,11.8964325
60,11.88654554
60.1,11.87663203
60.2,11.86669194
60.3,11.85672526
60.4,11.84673199
60.5,11.83671209
60.6,11.82666556
60.7,11.81659239
60.8,11.80649255
60.9,11.79636603
61,11.78621283
61.1,11.77603292
61.2,11.76582629
61.3,11.75559292
61.4,11.74533281
61.5,11.73504594
61.6,11.72473229
61.7,11.71439185
61.8,11.70402461
61.9,11.69363054
62,11.68320965
62.1,11.67276192
62.2,11.66228732
62.3,11.65178585
62.4,11.6412575
62.5,11.63070225
62.6,11.62012009
62.7,11.609511
62.8,11.59887498
62.9,11.588212
63,11.57752206
63.1,11.56680514
63.2,11.55606124
63.3,11.54529033
63.4,11.5344924
63.5,11.52366745
63.6,11.51281546
63.7,11.50193642
63.8,11.49103031
63.9,11.48009713
64,11.46913686
64.1,11.45814948
64.2,11.44713499
64.3,11.43609338
64.4,11.42502463
64.5,11.41392873
64.6,11.40280567
64.7,11.39165544
64.8,11.38047803
64.9,11.36927342
65,11.3580416
65.1,11.34678256
65.2,11.3354963
65.3,11.32418279
65.4,11.31284204
65.5,11.30147402
65.6,11.29007872
65.7,11.27865614
65.8,11.26720627
65.9,11.25572909
66,11.24422459
66.1,11.23269276
66.2,11.2211336
66.3,11.20954709
66.4,11.19793322
66.5,11.18629197
66.6,11.17462335
66.7,11.16292734
66.8,11.15120393
66.9,11.13945311
67,11.12767486
67.1,11.11586919
67.2,11.10403608
67.3,11.09217552
67.4,11.08028749
67.5,11.068372
67.6,11.05642903
67.7,11.04445858
67.8,11.03246062
67.9,11.02043516
68,11.00838218
68.1,10.99630167
68.2,10.98419364
68.3,10.97205805
68.4,10.95989492
68.5,10.94770422
68.6,10.93548595
68.7,10.92324011
68.8,10.91096667
68.9,10.89866564
69,10.88633701
69.1,10.87398076
69.2,10.86159689
69.3,10.84918539
69.4,10.83674625
69.5,10.82427946
69.6,10.81178502
69.7,10.79926291
69.8,10.78671314
69.9,10.77413568
70,10.76153054
70.1,10.7488977
70.2,10.73623716
70.3,10.72354891
70.4,10.71083295
70.5,10.69808925
70.6,10.68531783
70.7,10.67251866
70.8,10.65969175
70.9,10.64683708
71,10.63395465
71.1,10.62104445
71.2,10.60810648
71.3,10.59514072
71.4,10.58214717
71.5,10.56912583
71.6,10.55607668
71.7,10.54299972
71.8,10.52989495
71.9,10.51676235
72,10.50360192
72.1,10.49041365
72.2,10.47719754
72.3,10.46395359
72.4,10.45068177
72.5,10.4373821
72.6,10.42405456
72.7,10.41069914
72.8,10.39731585
72.9,10.38390467
73,10.3704656
73.1,10.35699863
73.2,10.34350375
73.3,10.32998097
73.4,10.31643028
73.5,10.30285167
73.6,10.28924513
73.7,10.27561066
73.8,10.26194825
73.9,10.24825791
74,10.23453961
74.1,10.22079337
74.2,10.20701917
74.3,10.19321701
74.4,10.17938688
74.5,10.16552879
74.6,10.15164271
74.7,10.13772866
74.8,10.12378662
74.9,10.10981659
75,10.09581857
75.1,10.08179255
75.2,10.06773852
75.3,10.05365649
75.4,10.03954645
75.5,10.02540839
75.6,10.01124231
75.7,9.997048205
75.8,9.982826074
75.9,9.968575911
76,9.954297712
76.1,9.939991473
76.2,9.925657191
76.3,9.911294862
76.4,9.896904482
76.5,9.882486048
76.6,9.868039557
76.7,9.853565004
76.8,9.839062387
76.9,9.824531702
77,9.809972946
77.1,9.795386116
77.2,9.780771208
77.3,9.766128221
77.4,9.75145715
77.5,9.736757992
77.6,9.722030746
77.7,9.707275408
77.8,9.692491975
77.9,9.677680445
78,9.662840815
78.1,9.647973082
78.2,9.633077245
78.3,9.6181533
78.4,9.603201246
78.5,9.58822108
78.6,9.573212799
78.7,9.558176402
78.8,9.543111887
78.9,9.528019251
79,9.512898493
79.1,9.497749611
79.2,9.482572602
79.3,9.467367465
79.4,9.452134198
79.5,9.4368728
79.6,9.421583269
79.7,9.406265603
79.8,9.390919801
79.9,9.375545862
80,9.360143783
80.1,9.344713565
80.2,9.329255205
80.3,9.313768702
80.4,9.298254055
80.5,9.282711264
80.6,9.267140327
80.7,9.251541243
80.8,9.235914011
80.9,9.220258631
81,9.204575102
81.1,9.188863423
81.2,9.173123593
81.3,9.157355612
81.4,9.141559479
81.5,9.125735195
81.6,9.109882757
81.7,9.094002167
81.8,9.078093424
81.9,9.062156527
82,9.046191476
82.1,9.030198272
82.2,9.014176915
82.3,8.998127403
82.4,8.982049738
82.5,8.96594392
82.6,8.949809948
82.7,8.933647823
82.8,8.917457546
82.9,8.901239116
83,8.884992534
83.1,8.8687178
83.2,8.852414916
83.3,8.836083882
83.4,8.819724697
83.5,8.803337364
83.6,8.786921883
83.7,8.770478255
83.8,8.75400648
83.9,8.737506559
84,8.720978494
84.1,8.704422286
84.2,8.687837936
84.3,8.671225444
84.4,8.654584813
84.5,8.637916043
84.6,8.621219135
84.7,8.604494092
84.8,8.587740915
84.9,8.570959605
85,8.554150164
85.1,8.537312593
85.2,8.520446895
85.3,8.50355307
85.4,8.486631121
85.5,8.469681049
85.6,8.452702857
85.7,8.435696547
85.8,8.41866212
85.9,8.401599579
86,8.384508925
86.1,8.367390162
86.2,8.350243291
86.3,8.333068314
86.4,8.315865234
86.5,8.298634054
86.6,8.281374775
86.7,8.264087401
86.8,8.246771934
86.9,8.229428376
87,8.212056731
87.1,8.194657001
87.2,8.177229189
87.3,8.159773298
87.4,8.14228933
87.5,8.12477729
87.6,8.107237179
87.7,8.089669001
87.8,8.072072759
87.9,8.054448456
88,8.036796096
88.1,8.019115681
88.2,8.001407216
88.3,7.983670704
88.4,7.965906147
88.5,7.94811355
88.6,7.930292917
88.7,7.91244425
88.8,7.894567554
88.9,7.876662832
89,7.858730088
89.1,7.840769326
89.2,7.822780551
89.3,7.804763765
89.4,7.786718972
89.5,7.768646178
89.6,7.750545386
89.7,7.7324166
89.8,7.714259825
89.9,7.696075065
90,7.677862323
90.1,7.659621606
90.2,7.641352916
90.3,7.623056258
90.4,7.604731638
90.5,7.586379059
90.6,7.567998527
90.7,7.549590046
90.8,7.53115362
90.9,7.512689255
91,7.494196956
91.1,7.475676727
91.2,7.457128573
91.3,7.4385525
91.4,7.419948512
91.5,7.401316615
91.6,7.382656814
91.7,7.363969113
91.8,7.345253519
91.9,7.326510037
92,7.307738672
92.1,7.288939429
92.2,7.270112314
92.3,7.251257333
92.4,7.232374491
92.5,7.213463794
92.6,7.194525247
92.7,7.175558857
92.8,7.156564628
92.9,7.137542568
93,7.118492681
93.1,7.099414974
93.2,7.080309453
93.3,7.061176124
93.4,7.042014992
93.5,7.022826065
93.6,7.003609348
93.7,6.984364848
93.8,6.965092571
93.9,6.945792523
94,6.92646471
94.1,6.90710914
94.2,6.887725819
94.3,6.868314752
94.4,6.848875948
94.5,6.829409412
94.6,6.809915151
94.7,6.790393172
94.8,6.770843482
94.9,6.751266088
95,6.731660996
95.1,6.712028214
95.2,6.692367748
95.3,6.672679606
95.4,6.652963795
95.5,6.633220321
95.6,6.613449193
95.7,6.593650417
95.8,6.573824
95.9,6.553969951
96,6.534088276
96.1,6.514178983
96.2,6.494242079
96.3,6.474277572
96.4,6.45428547
96.5,6.43426578
96.6,6.414218509
96.7,6.394143667
96.8,6.374041259
96.9,6.353911295
97,6.333753783
97.1,6.313568729
97.2,6.293356142
97.3,6.27311603
97.4,6.252848402
97.5,6.232553265
97.6,6.212230627
97.7,6.191880497
97.8,6.171502883
97.9,6.151097793
98,6.130665236
98.1,6.11020522
98.2,6.089717754
98.3,6.069202846
98.4,6.048660504
98.5,6.028090737
98.6,6.007493555
98.7,5.986868965
98.8,5.966216976
98.9,5.945537597
99,5.924830837
99.1,5.904096705
99.2,5.88333521
99.3,5.862546361
99.4,5.841730166
99.5,5.820886635
99.6,5.800015777
99.7,5.779117602
99.8,5.758192117
99.9,5.737239333
100,5.716259259
100.1,5.695251904
100.2,5.674217278
100.3,5.65315539
100.4,5.63206625
100.5,5.610949866
100.6,5.589806249
100.7,5.568635409
100.8,5.547437354
100.9,5.526212095
101,5.504959641
101.1,5.483680003
101.2,5.46237319
101.3,5.441039211
101.4,5.419678078
101.5,5.398289799
101.6,5.376874386
101.7,5.355431847
101.8,5.333962193
101.9,5.312465435
102,5.290941582
102.1,5.269390645
102.2,5.247812634
102.3,5.226207559
102.4,5.204575431
102.5,5.18291626
102.6,5.161230057
102.7,5.139516832
102.8,5.117776596
102.9,5.096009359
103,5.074215132
103.1,5.052393926
103.2,5.030545751
103.3,5.008670618
103.4,4.986768539
103.5,4.964839523
103.6,4.942883582
103.7,4.920900727
103.8,4.898890968
103.9,4.876854318
104,4.854790786
104.1,4.832700384
104.2,4.810583124
104.3,4.788439016
104.4,4.766268071
104.5,4.744070302
104.6,4.721845718
104.7,4.699594333
104.8,4.677316157
104.9,4.655011201
105,4.632679477
105.1,4.610320997
105.2,4.587935773
105.3,4.565523815
105.4,4.543085136
105.5,4.520619747
105.6,4.49812766
105.7,4.475608887
105.8,4.45306344
105.9,4.43049133
106,4.407892571
106.1,4.385267172
106.2,4.362615147
106.3,4.339936508
106.4,4.317231267
106.5,4.294499436
106.6,4.271741026
106.7,4.248956051
106.8,4.226144523
106.9,4.203306453
107,4.180441854
107.1,4.15755074
107.2,4.134633121
107.3,4.111689011
107.4,4.088718422
107.5,4.065721366
107.6,4.042697857
107.7,4.019647907
107.8,3.996571528
107.9,3.973468733
108,3.950339535
108.1,3.927183947
108.2,3.904001982
108.3,3.880793652
108.4,3.857558971
108.5,3.834297951
108.6,3.811010606
108.7,3.787696948
108.8,3.764356991
108.9,3.740990747
109,3.71759823
109.1,3.694179453
109.2,3.670734429
109.3,3.647263172
109.4,3.623765695
109.5,3.600242011
109.6,3.576692134
109.7,3.553116076
109.8,3.529513853
109.9,3.505885476
110,3.48223096
110.1,3.458550318
110.2,3.434843564
110.3,3.411110711
110.4,3.387351774
110.5,3.363566766
110.6,3.3397557
110.7,3.315918591
110.8,3.292055453
110.9,3.268166299
111,3.244251143
111.1,3.22031
111.2,3.196342883
111.3,3.172349806
111.4,3.148330784
111.5,3.12428583
111.6,3.100214959
111.7,3.076118186
111.8,3.051995523
111.9,3.027846986
112,3.003672589
112.1,2.979472347
112.2,2.955246272
112.3,2.930994381
112.4,2.906716688
112.5,2.882413207
112.6,2.858083952
112.7,2.833728939
112.8,2.809348181
112.9,2.784941694
113,2.760509492
113.1,2.73605159
113.2,2.711568003
113.3,2.687058746
113.4,2.662523832
113.5,2.637963279
113.6,2.613377099
113.7,2.588765309
113.8,2.564127922
113.9,2.539464955
114,2.514776423
114.1,2.490062339
114.2,2.465322721
114.3,2.440557582
114.4,2.415766938
114.5,2.390950804
114.6,2.366109195
114.7,2.341242128
114.8,2.316349616
114.9,2.291431677
115,2.266488324
115.1,2.241519573
115.2,2.216525441
115.3,2.191505942
115.4,2.166461093
115.5,2.141390908
115.6,2.116295403
115.7,2.091174594
115.8,2.066028498
115.9,2.040857128
116,2.015660502
116.1,1.990438636
116.2,1.965191544
116.3,1.939919243
116.4,1.914621749
116.5,1.889299078
116.6,1.863951245
116.7,1.838578268
116.8,1.813180161
116.9,1.787756941
117,1.762308625
117.1,1.736835227
117.2,1.711336766
117.3,1.685813256
117.4,1.660264714
117.5,1.634691157
117.6,1.6090926
117.7,1.58346906
117.8,1.557820554
117.9,1.532147098
118,1.506448708
118.1,1.480725401
118.2,1.454977194
118.3,1.429204103
118.4,1.403406145
118.5,1.377583336
118.6,1.351735693
118.7,1.325863233
118.8,1.299965972
118.9,1.274043928
119,1.248097116
119.1,1.222125555
119.2,1.196129261
119.3,1.170108251
119.4,1.144062541
119.5,1.117992149
119.6,1.091897092
119.7,1.065777386
119.8,1.03963305
119.9,1.0134641
120,0.987270553
120.1,0.961052426
120.2,0.934809736
120.3,0.908542502
120.4,0.88225074
120.5,0.855934467
120.6,0.829593701
120.7,0.803228459
120.8,0.776838759
120.9,0.750424617
121,0.723986053
121.1,0.697523082
121.2,0.671035723
121.3,0.644523993
121.4,0.617987909
121.5,0.59142749
121.6,0.564842753
121.7,0.538233716
121.8,0.511600396
121.9,0.484942812
122,0.45826098
122.1,0.43155492
122.2,0.404824648
122.3,0.378070183
122.4,0.351291542
122.5,0.324488743
122.6,0.297661806
122.7,0.270810746
122.8,0.243935584
122.9,0.217036335
123,0.19011302
123.1,0.163165655
123.2,0.13619426
123.3,0.109198851
123.4,0.082179448
123.5,0.055136069
123.6,0.028068732
123.7,0.000977455
123.8,-0.026137743
123.9,-0.053276844
124,-0.08043983
124.1,-0.107626681
124.2,-0.134837381
124.3,-0.162071909
124.4,-0.189330248
124.5,-0.216612379
124.6,-0.243918283
124.7,-0.271247942
124.8,-0.298601337
124.9,-0.325978449
125,-0.353379261
125.1,-0.380803752
125.2,-0.408251904
125.3,-0.435723699
125.4,-0.463219117
125.5,-0.49073814
125.6,-0.518280748
125.7,-0.545846924
125.8,-0.573436647
125.9,-0.6010499
126,-0.628686662
126.1,-0.656346915
126.2,-0.68403064
126.3,-0.711737817
126.4,-0.739468428
126.5,-0.767222454
126.6,-0.794999875
126.7,-0.822800672
126.8,-0.850624825
126.9,-0.878472316
127,-0.906343126
127.1,-0.934237234
127.2,-0.962154622
127.3,-0.99009527
127.4,-1.018059158
127.5,-1.046046268
127.6,-1.07405658
127.7,-1.102090074
127.8,-1.13014673
127.9,-1.15822653
128,-1.186329454
128.1,-1.214455482
128.2,-1.242604594
128.3,-1.270776771
128.4,-1.298971993
128.5,-1.32719024
128.6,-1.355431493
128.7,-1.383695731
128.8,-1.411982936
128.9,-1.440293086
129,-1.468626163
129.1,-1.496982147
129.2,-1.525361017
129.3,-1.553762753
129.4,-1.582187336
129.5,-1.610634746
129.6,-1.639104962
129.7,-1.667597964
129.8,-1.696113734
129.9,-1.724652249
130,-1.753213491
130.1,-1.781797438
130.2,-1.810404072
130.3,-1.839033371
130.4,-1.867685316
130.5,-1.896359885
130.6,-1.92505706
130.7,-1.953776819
130.8,-1.982519143
130.9,-2.01128401
131,-2.0400714
131.1,-2.068881294
131.2,-2.09771367
131.3,-2.126568508
131.4,-2.155445788
131.5,-2.184345489
131.6,-2.21326759
131.7,-2.242212071
131.8,-2.271178912
131.9,-2.300168091
132,-2.329179588
132.1,-2.358213383
132.2,-2.387269454
132.3,-2.416347781
132.4,-2.445448343
132.5,-2.47457112
132.6,-2.50371609
132.7,-2.532883233
132.8,-2.562072528
132.9,-2.591283953
133,-2.620517489
133.1,-2.649773114
133.2,-2.679050807
133.3,-2.708350547
133.4,-2.737672314
133.5,-2.767016085
133.6,-2.796381841
133.7,-2.825769559
133.8,-2.855179219
133.9,-2.884610801
134,-2.914064281
134.1,-2.94353964
134.2,-2.973036857
134.3,-3.002555909
134.4,-3.032096776
134.5,-3.061659436
134.6,-3.091243868
134.7,-3.120850051
134.8,-3.150477964
134.9,-3.180127585
135,-3.209798892
135.1,-3.239491864
135.2,-3.269206481
135.3,-3.298942719
135.4,-3.328700558
135.5,-3.358479977
135.6,-3.388280953
135.7,-3.418103466
135.8,-3.447947493
135.9,-3.477813013
136,-3.507700004
136.1,-3.537608445
136.2,-3.567538314
136.3,-3.597489589
136.4,-3.627462248
136.5,-3.65745627
136.6,-3.687471634
136.7,-3.717508316
136.8,-3.747566296
136.9,-3.777645551
137,-3.80774606
137.1,-3.837867801
137.2,-3.868010751
137.3,-3.898174889
137.4,-3.928360194
137.5,-3.958566642
137.6,-3.988794212
137.7,-4.019042882
137.8,-4.049312629
137.9,-4.079603433
138,-4.10991527
138.1,-4.140248119
138.2,-4.170601957
138.3,-4.200976762
138.4,-4.231372512
138.5,-4.261789185
138.6,-4.292226759
138.7,-4.322685211
138.8,-4.353164519
138.9,-4.383664661
139,-4.414185614
139.1,-4.444727356
139.2,-4.475289865
139.3,-4.505873119
139.4,-4.536477094
139.5,-4.567101769
139.6,-4.597747121
139.7,-4.628413127
139.8,-4.659099766
139.9,-4.689807014
140,-4.72053485
140.1,-4.751283249
140.2,-4.782052191
140.3,-4.812841652
140.4,-4.84365161
140.5,-4.874482041
140.6,-4.905332925
140.7,-4.936204236
140.8,-4.967095954
140.9,-4.998008055
141,-5.028940517
