membrane | V (mV),sodium_current | i_Na (uA_per_mm2)
-83.5832,-0.00401742
-83.5832,-0.00401742
-83.5833,-0.00401742
-83.5833,-0.00401742
-83.5833,-0.00401742
-83.5834,-0.00401742
-83.5834,-0.00401742
-83.5834,-0.00401742
-83.5835,-0.00401743
-83.5835,-0.00401743
-83.5835,-0.00401743
-83.5836,-0.00401743
-83.5836,-0.00401743
-83.5837,-0.00401743
-83.5837,-0.00401743
-83.5837,-0.00401743
-83.5838,-0.00401743
-83.5838,-0.00401743
-83.5838,-0.00401744
-83.5839,-0.00401744
-83.5839,-0.00401744
-83.584,-0.00401744
-83.584,-0.00401744
-83.584,-0.00401744
-83.5841,-0.00401744
-83.5841,-0.00401744
-83.5841,-0.00401744
-83.5842,-0.00401744
-83.5842,-0.00401745
-83.5843,-0.00401745
-83.5843,-0.00401745
-83.5843,-0.00401745
-83.5844,-0.00401745
-83.5844,-0.00401745
-83.5844,-0.00401745
-83.5845,-0.00401745
-83.5845,-0.00401745
-83.5845,-0.00401745
-83.5846,-0.00401745
-83.5846,-0.00401746
-83.5847,-0.00401746
-83.5847,-0.00401746
-83.5847,-0.00401746
-83.5848,-0.00401746
-83.5848,-0.00401746
-83.5848,-0.00401746
-83.5849,-0.00401746
-83.5849,-0.00401746
-83.585,-0.00401746
-83.585,-0.00401747
-83.585,-0.00401747
-83.5851,-0.00401747
-83.5851,-0.00401747
-83.5851,-0.00401747
-83.5852,-0.00401747
-83.5852,-0.00401747
-83.5852,-0.00401747
-83.5853,-0.00401747
-83.5853,-0.00401747
-83.5854,-0.00401748
-83.5854,-0.00401748
-83.5854,-0.00401748
-83.5855,-0.00401748
-83.5855,-0.00401748
-83.5855,-0.00401748
-83.5856,-0.00401748
-83.5856,-0.00401748
-83.5857,-0.00401748
-83.5857,-0.00401748
-83.5857,-0.00401748
-83.5858,-0.00401749
-83.5858,-0.00401749
-83.5858,-0.00401749
-83.5859,-0.00401749
-83.5859,-0.00401749
-83.5859,-0.00401749
-83.586,-0.00401749
-83.586,-0.00401749
-83.5861,-0.00401749
-83.5861,-0.00401749
-83.5861,-0.0040175
-83.5862,-0.0040175
-83.5862,-0.0040175
-83.5862,-0.0040175
-83.5863,-0.0040175
-83.5863,-0.0040175
-83.5864,-0.0040175
-83.5864,-0.0040175
-83.5864,-0.0040175
-83.5865,-0.0040175
-83.5865,-0.00401751
-83.5865,-0.00401751
-83.5866,-0.00401751
-83.5866,-0.00401751
-83.5866,-0.00401751
-83.5867,-0.00401751
-83.5867,-0.00401751
-83.5868,-0.00401751
-83.5868,-0.00401751
-83.5868,-0.00401751
-83.5869,-0.00401751
-83.5869,-0.00401752
-83.5869,-0.00401752
-83.587,-0.00401752
-83.587,-0.00401752
-83.5871,-0.00401752
-83.5871,-0.00401752
-83.5871,-0.00401752
-83.5872,-0.00401752
-83.5872,-0.00401752
-83.5872,-0.00401752
-83.5873,-0.00401753
-83.5873,-0.00401753
-83.5873,-0.00401753
-83.5874,-0.00401753
-83.5874,-0.00401753
-83.5875,-0.00401753
-83.5875,-0.00401753
-83.5875,-0.00401753
-83.5876,-0.00401753
-83.5876,-0.00401753
-83.5876,-0.00401754
-83.5877,-0.00401754
-83.5877,-0.00401754
-83.5878,-0.00401754
-83.5878,-0.00401754
-83.5878,-0.00401754
-83.5879,-0.00401754
-83.5879,-0.00401754
-83.5879,-0.00401754
-83.588,-0.00401754
-83.588,-0.00401755
-83.588,-0.00401755
-83.5881,-0.00401755
-83.5881,-0.00401755
-83.5882,-0.00401755
-83.5882,-0.00401755
-83.5882,-0.00401755
-83.5883,-0.00401755
-83.5883,-0.00401755
-83.5883,-0.00401755
-83.5884,-0.00401755
-83.5884,-0.00401756
-83.5885,-0.00401756
-83.5885,-0.00401756
-83.5885,-0.00401756
-83.5886,-0.00401756
-83.5886,-0.00401756
-83.5886,-0.00401756
-83.5887,-0.00401756
-83.5887,-0.00401756
-83.5887,-0.00401756
-83.5888,-0.00401757
-83.5888,-0.00401757
-83.5889,-0.00401757
-83.5889,-0.00401757
-83.5889,-0.00401757
-83.589,-0.00401757
-83.589,-0.00401757
-83.589,-0.00401757
-83.5891,-0.00401757
-83.5891,-0.00401757
-83.5892,-0.00401758
-83.5892,-0.00401758
-83.5892,-0.00401758
-83.5893,-0.00401758
-83.5893,-0.00401758
-83.5893,-0.00401758
-83.5894,-0.00401758
-83.5894,-0.00401758
-83.5894,-0.00401758
-83.5895,-0.00401758
-83.5895,-0.00401758
-83.5896,-0.00401759
-83.5896,-0.00401759
-83.5896,-0.00401759
-83.5897,-0.00401759
-83.5897,-0.00401759
-83.5897,-0.00401759
-83.5898,-0.00401759
-83.5898,-0.00401759
-83.5898,-0.00401759
-83.5899,-0.00401759
-83.5899,-0.0040176
-83.59,-0.0040176
-83.59,-0.0040176
-83.59,-0.0040176
-83.5901,-0.0040176
-83.5901,-0.0040176
-83.5901,-0.0040176
-83.5902,-0.0040176
-83.5902,-0.0040176
-83.5903,-0.0040176
-83.5903,-0.00401761
-83.5903,-0.00401761
-83.5904,-0.00401761
-83.5904,-0.00401761
-83.5904,-0.00401761
-83.5905,-0.00401761
-83.5905,-0.00401761
-83.5905,-0.00401761
-83.5906,-0.00401761
-83.5906,-0.00401761
-83.5907,-0.00401761
-83.5907,-0.00401762
-83.5907,-0.00401762
-83.5908,-0.00401762
-83.5908,-0.00401762
-83.5908,-0.00401762
-83.5909,-0.00401762
-83.5909,-0.00401762
-83.591,-0.00401762
-83.591,-0.00401762
-83.591,-0.00401762
-83.5911,-0.00401763
-83.5911,-0.00401763
-83.5911,-0.00401763
-83.5912,-0.00401763
-83.5912,-0.00401763
-83.5912,-0.00401763
-83.5913,-0.00401763
-83.5913,-0.00401763
-83.5914,-0.00401763
-83.5914,-0.00401763
-83.5914,-0.00401764
-83.5915,-0.00401764
-83.5915,-0.00401764
-83.5915,-0.00401764
-83.5916,-0.00401764
-83.5916,-0.00401764
-83.5916,-0.00401764
-83.5917,-0.00401764
-83.5917,-0.00401764
-83.5918,-0.00401764
-83.5918,-0.00401764
-83.5918,-0.00401765
-83.5919,-0.00401765
-83.5919,-0.00401765
-83.5919,-0.00401765
-83.592,-0.00401765
-83.592,-0.00401765
-83.5921,-0.00401765
-83.5921,-0.00401765
-83.5921,-0.00401765
-83.5922,-0.00401765
-83.5922,-0.00401766
-83.5922,-0.00401766
-83.5923,-0.00401766
-83.5923,-0.00401766
-83.5923,-0.00401766
-83.5924,-0.00401766
-83.5924,-0.00401766
-83.5925,-0.00401766
-83.5925,-0.00401766
-83.5925,-0.00401766
-83.5926,-0.00401766
-83.5926,-0.00401767
-83.5926,-0.00401767
-83.5927,-0.00401767
-83.5927,-0.00401767
-83.5927,-0.00401767
-83.5928,-0.00401767
-83.5928,-0.00401767
-83.5929,-0.00401767
-83.5929,-0.00401767
-83.5929,-0.00401767
-83.593,-0.00401768
-83.593,-0.00401768
-83.593,-0.00401768
-83.5931,-0.00401768
-83.5931,-0.00401768
-83.5932,-0.00401768
-83.5932,-0.00401768
-83.5932,-0.00401768
-83.5933,-0.00401768
-83.5933,-0.00401768
-83.5933,-0.00401769
-83.5934,-0.00401769
-83.5934,-0.00401769
-83.5934,-0.00401769
-83.5935,-0.00401769
-83.5935,-0.00401769
-83.5936,-0.00401769
-83.5936,-0.00401769
-83.5936,-0.00401769
-83.5937,-0.00401769
-83.5937,-0.00401769
-83.5937,-0.0040177
-83.5938,-0.0040177
-83.5938,-0.0040177
-83.5938,-0.0040177
-83.5939,-0.0040177
-83.5939,-0.0040177
-83.594,-0.0040177
-83.594,-0.0040177
-83.594,-0.0040177
-83.5941,-0.0040177
-83.5941,-0.00401771
-83.5941,-0.00401771
-83.5942,-0.00401771
-83.5942,-0.00401771
-83.5943,-0.00401771
-83.5943,-0.00401771
-83.5943,-0.00401771
-83.5944,-0.00401771
-83.5944,-0.00401771
-83.5944,-0.00401771
-83.5945,-0.00401772
-83.5945,-0.00401772
-83.5945,-0.00401772
-83.5946,-0.00401772
-83.5946,-0.00401772
-83.5947,-0.00401772
-83.5947,-0.00401772
-83.5947,-0.00401772
-83.5948,-0.00401772
-83.5948,-0.00401772
-83.5948,-0.00401772
-83.5949,-0.00401773
-83.5949,-0.00401773
-83.5949,-0.00401773
-83.595,-0.00401773
-83.595,-0.00401773
-83.5951,-0.00401773
-83.5951,-0.00401773
-83.5951,-0.00401773
-83.5952,-0.00401773
-83.5952,-0.00401773
-83.5952,-0.00401774
-83.5953,-0.00401774
-83.5953,-0.00401774
-83.5953,-0.00401774
-83.5954,-0.00401774
-83.5954,-0.00401774
-83.5955,-0.00401774
-83.5955,-0.00401774
-83.5955,-0.00401774
-83.5956,-0.00401774
-83.5956,-0.00401775
-83.5956,-0.00401775
-83.5957,-0.00401775
-83.5957,-0.00401775
-83.5958,-0.00401775
-83.5958,-0.00401775
-83.5958,-0.00401775
-83.5959,-0.00401775
-83.5959,-0.00401775
-83.5959,-0.00401775
-83.596,-0.00401775
-83.596,-0.00401776
-83.596,-0.00401776
-83.5961,-0.00401776
-83.5961,-0.00401776
-83.5962,-0.00401776
-83.5962,-0.00401776
-83.5962,-0.00401776
-83.5963,-0.00401776
-83.5963,-0.00401776
-83.5963,-0.00401776
-83.5964,-0.00401777
-83.5964,-0.00401777
-83.5964,-0.00401777
-83.5965,-0.00401777
-83.5965,-0.00401777
-83.5966,-0.00401777
-83.5966,-0.00401777
-83.5966,-0.00401777
-83.5967,-0.00401777
-83.5967,-0.00401777
-83.5967,-0.00401777
-83.5968,-0.00401778
-83.5968,-0.00401778
-83.5968,-0.00401778
-83.5969,-0.00401778
-83.5969,-0.00401778
-83.597,-0.00401778
-83.597,-0.00401778
-83.597,-0.00401778
-83.5971,-0.00401778
-83.5971,-0.00401778
-83.5971,-0.00401779
-83.5972,-0.00401779
-83.5972,-0.00401779
-83.5972,-0.00401779
-83.5973,-0.00401779
-83.5973,-0.00401779
-83.5974,-0.00401779
-83.5974,-0.00401779
-83.5974,-0.00401779
-83.5975,-0.00401779
-83.5975,-0.0040178
-83.5975,-0.0040178
-83.5976,-0.0040178
-83.5976,-0.0040178
-83.5976,-0.0040178
-83.5977,-0.0040178
-83.5977,-0.0040178
-83.5978,-0.0040178
-83.5978,-0.0040178
-83.5978,-0.0040178
-83.5979,-0.0040178
-83.5979,-0.00401781
-83.5979,-0.00401781
-83.598,-0.00401781
-83.598,-0.00401781
-83.5981,-0.00401781
-83.5981,-0.00401781
-83.5981,-0.00401781
-83.5982,-0.00401781
-83.5982,-0.00401781
-83.5982,-0.00401781
-83.5983,-0.00401782
-83.5983,-0.00401782
-83.5983,-0.00401782
-83.5984,-0.00401782
-83.5984,-0.00401782
-83.5985,-0.00401782
-83.5985,-0.00401782
-83.5985,-0.00401782
-83.5986,-0.00401782
-83.5986,-0.00401782
-83.5986,-0.00401782
-83.5987,-0.00401783
-83.5987,-0.00401783
-83.5987,-0.00401783
-83.5988,-0.00401783
-83.5988,-0.00401783
-83.5989,-0.00401783
-83.5989,-0.00401783
-83.5989,-0.00401783
-83.599,-0.00401783
-83.599,-0.00401783
-83.599,-0.00401784
-83.5991,-0.00401784
-83.5991,-0.00401784
-83.5991,-0.00401784
-83.5992,-0.00401784
-83.5992,-0.00401784
-83.5993,-0.00401784
-83.5993,-0.00401784
-83.5993,-0.00401784
-83.5994,-0.00401784
-83.5994,-0.00401785
-83.5994,-0.00401785
-83.5995,-0.00401785
-83.5995,-0.00401785
-83.5995,-0.00401785
-83.5996,-0.00401785
-83.5996,-0.00401785
-83.5997,-0.00401785
-83.5997,-0.00401785
-83.5997,-0.00401785
-83.5998,-0.00401785
-83.5998,-0.00401786
-83.5998,-0.00401786
-83.5999,-0.00401786
-83.5999,-0.00401786
-83.5999,-0.00401786
-83.6,-0.00401786
-83.6,-0.00401786
-83.6001,-0.00401786
-83.6001,-0.00401786
-83.6001,-0.00401786
-83.6002,-0.00401787
-83.6002,-0.00401787
-83.6002,-0.00401787
-83.6003,-0.00401787
-83.6003,-0.00401787
-83.6003,-0.00401787
-83.6004,-0.00401787
-83.6004,-0.00401787
-83.6005,-0.00401787
-83.6005,-0.00401787
-83.6005,-0.00401787
-83.6006,-0.00401788
-83.6006,-0.00401788
-83.6006,-0.00401788
-83.6007,-0.00401788
-83.6007,-0.00401788
-83.6007,-0.00401788
-83.6008,-0.00401788
-83.6008,-0.00401788
-83.6009,-0.00401788
-83.6009,-0.00401788
-83.6009,-0.00401789
-83.601,-0.00401789
-83.601,-0.00401789
-83.601,-0.00401789
-83.6011,-0.00401789
-83.6011,-0.00401789
-83.6011,-0.00401789
-83.6012,-0.00401789
-83.6012,-0.00401789
-83.6013,-0.00401789
-83.6013,-0.0040179
-83.6013,-0.0040179
-83.6014,-0.0040179
-83.6014,-0.0040179
-83.6014,-0.0040179
-83.6015,-0.0040179
-83.6015,-0.0040179
-83.6015,-0.0040179
-83.6016,-0.0040179
-83.6016,-0.0040179
-83.6017,-0.0040179
-83.6017,-0.00401791
-83.6017,-0.00401791
-83.6018,-0.00401791
-83.6018,-0.00401791
-83.6018,-0.00401791
-83.6019,-0.00401791
-83.6019,-0.00401791
-83.6019,-0.00401791
-83.602,-0.00401791
-83.602,-0.00401791
-83.6021,-0.00401792
-83.6021,-0.00401792
-83.6021,-0.00401792
-83.6022,-0.00401792
-83.6022,-0.00401792
-83.6022,-0.00401792
-83.6023,-0.00401792
-83.6023,-0.00401792
-83.6023,-0.00401792
-83.6024,-0.00401792
-83.6024,-0.00401792
-83.6025,-0.00401793
-83.6025,-0.00401793
-83.6025,-0.00401793
-83.6026,-0.00401793
-83.6026,-0.00401793
-83.6026,-0.00401793
-83.6027,-0.00401793
-83.6027,-0.00401793
-83.6027,-0.00401793
-83.6028,-0.00401793
-83.6028,-0.00401794
-83.6029,-0.00401794
-83.6029,-0.00401794
-83.6029,-0.00401794
-83.603,-0.00401794
-83.603,-0.00401794
-83.603,-0.00401794
-83.6031,-0.00401794
-83.6031,-0.00401794
-83.6031,-0.00401794
-83.6032,-0.00401794
-83.6032,-0.00401795
-83.6033,-0.00401795
-83.6033,-0.00401795
-83.6033,-0.00401795
-83.6034,-0.00401795
-83.6034,-0.00401795
-83.6034,-0.00401795
-83.6035,-0.00401795
-83.6035,-0.00401795
-83.6035,-0.00401795
-83.6036,-0.00401796
-83.6036,-0.00401796
-83.6037,-0.00401796
-83.6037,-0.00401796
-83.6037,-0.00401796
-83.6038,-0.00401796
-83.6038,-0.00401796
-83.6038,-0.00401796
-83.6039,-0.00401796
-83.6039,-0.00401796
-83.6039,-0.00401797
-83.604,-0.00401797
-83.604,-0.00401797
-83.6041,-0.00401797
-83.6041,-0.00401797
-83.6041,-0.00401797
-83.6042,-0.00401797
-83.6042,-0.00401797
-83.6042,-0.00401797
-83.6043,-0.00401797
-83.6043,-0.00401797
-83.6043,-0.00401798
-83.6044,-0.00401798
-83.6044,-0.00401798
-83.6045,-0.00401798
-83.6045,-0.00401798
-83.6045,-0.00401798
-83.6046,-0.00401798
-83.6046,-0.00401798
-83.6046,-0.00401798
-83.6047,-0.00401798
-83.6047,-0.00401799
-83.6047,-0.00401799
-83.6048,-0.00401799
-83.6048,-0.00401799
-83.6049,-0.00401799
-83.6049,-0.00401799
-83.6049,-0.00401799
-83.605,-0.00401799
-83.605,-0.00401799
-83.605,-0.00401799
-83.6051,-0.00401799
-83.6051,-0.004018
-83.6051,-0.004018
-83.6052,-0.004018
-83.6052,-0.004018
-83.6053,-0.004018
-83.6053,-0.004018
-83.6053,-0.004018
-83.6054,-0.004018
-83.6054,-0.004018
-83.6054,-0.004018
-83.6055,-0.00401801
-83.6055,-0.00401801
-83.6055,-0.00401801
-83.6056,-0.00401801
-83.6056,-0.00401801
-83.6057,-0.00401801
-83.6057,-0.00401801
-83.6057,-0.00401801
-83.6058,-0.00401801
-83.6058,-0.00401801
-83.6058,-0.00401801
-83.6059,-0.00401802
-83.6059,-0.00401802
-83.6059,-0.00401802
-83.606,-0.00401802
-83.606,-0.00401802
-83.6061,-0.00401802
-83.6061,-0.00401802
-83.6061,-0.00401802
-83.6062,-0.00401802
-83.6062,-0.00401802
-83.6062,-0.00401803
-83.6063,-0.00401803
-83.6063,-0.00401803
-83.6063,-0.00401803
-83.6064,-0.00401803
-83.6064,-0.00401803
-83.6065,-0.00401803
-83.6065,-0.00401803
-83.6065,-0.00401803
-83.6066,-0.00401803
-83.6066,-0.00401803
-83.6066,-0.00401804
-83.6067,-0.00401804
-83.6067,-0.00401804
-83.6067,-0.00401804
-83.6068,-0.00401804
-83.6068,-0.00401804
-83.6068,-0.00401804
-83.6069,-0.00401804
-83.6069,-0.00401804
-83.607,-0.00401804
-83.607,-0.00401805
-83.607,-0.00401805
-83.6071,-0.00401805
-83.6071,-0.00401805
-83.6071,-0.00401805
-83.6072,-0.00401805
-83.6072,-0.00401805
-83.6072,-0.00401805
-83.6073,-0.00401805
-83.6073,-0.00401805
-83.6074,-0.00401805
-83.6074,-0.00401806
-83.6074,-0.00401806
-83.6075,-0.00401806
-83.6075,-0.00401806
-83.6075,-0.00401806
-83.6076,-0.00401806
-83.6076,-0.00401806
-83.6076,-0.00401806
-83.6077,-0.00401806
-83.6077,-0.00401806
-83.6078,-0.00401807
-83.6078,-0.00401807
-83.6078,-0.00401807
-83.6079,-0.00401807
-83.6079,-0.00401807
-83.6079,-0.00401807
-83.608,-0.00401807
-83.608,-0.00401807
-83.608,-0.00401807
-83.6081,-0.00401807
-83.6081,-0.00401807
-83.6082,-0.00401808
-83.6082,-0.00401808
-83.6082,-0.00401808
-83.6083,-0.00401808
-83.6083,-0.00401808
-83.6083,-0.00401808
-83.6084,-0.00401808
-83.6084,-0.00401808
-83.6084,-0.00401808
-83.6085,-0.00401808
-83.6085,-0.00401809
-83.6086,-0.00401809
-83.6086,-0.00401809
-83.6086,-0.00401809
-83.6087,-0.00401809
-83.6087,-0.00401809
-83.6087,-0.00401809
-83.6088,-0.00401809
-83.6088,-0.00401809
-83.6088,-0.00401809
-83.6089,-0.00401809
-83.6089,-0.0040181
-83.6089,-0.0040181
-83.609,-0.0040181
-83.609,-0.0040181
-83.6091,-0.0040181
-83.6091,-0.0040181
-83.6091,-0.0040181
-83.6092,-0.0040181
-83.6092,-0.0040181
-83.6092,-0.0040181
-83.6093,-0.00401811
-83.6093,-0.00401811
-83.6093,-0.00401811
-83.6094,-0.00401811
-83.6094,-0.00401811
-83.6095,-0.00401811
-83.6095,-0.00401811
-83.6095,-0.00401811
-83.6096,-0.00401811
-83.6096,-0.00401811
-83.6096,-0.00401811
-83.6097,-0.00401812
-83.6097,-0.00401812
-83.6097,-0.00401812
-83.6098,-0.00401812
-83.6098,-0.00401812
-83.6099,-0.00401812
-83.6099,-0.00401812
-83.6099,-0.00401812
-83.61,-0.00401812
-83.61,-0.00401812
-83.61,-0.00401813
-83.6101,-0.00401813
-83.6101,-0.00401813
-83.6101,-0.00401813
-83.6102,-0.00401813
-83.6102,-0.00401813
-83.6102,-0.00401813
-83.6103,-0.00401813
-83.6103,-0.00401813
-83.6104,-0.00401813
-83.6104,-0.00401813
-83.6104,-0.00401814
-83.6105,-0.00401814
-83.6105,-0.00401814
-83.6105,-0.00401814
-83.6106,-0.00401814
-83.6106,-0.00401814
-83.6106,-0.00401814
-83.6107,-0.00401814
-83.6107,-0.00401814
-83.6108,-0.00401814
-83.6108,-0.00401815
-83.6108,-0.00401815
-83.6109,-0.00401815
-83.6109,-0.00401815
-83.6109,-0.00401815
-83.611,-0.00401815
-83.611,-0.00401815
-83.611,-0.00401815
-83.6111,-0.00401815
-83.6111,-0.00401815
-83.6112,-0.00401815
-83.6112,-0.00401816
-83.6112,-0.00401816
-83.6113,-0.00401816
-83.6113,-0.00401816
-83.6113,-0.00401816
-83.6114,-0.00401816
-83.6114,-0.00401816
-83.6114,-0.00401816
-83.6115,-0.00401816
-83.6115,-0.00401816
-83.6115,-0.00401817
-83.6116,-0.00401817
-83.6116,-0.00401817
-83.6117,-0.00401817
-83.6117,-0.00401817
-83.6117,-0.00401817
-83.6118,-0.00401817
-83.6118,-0.00401817
-83.6118,-0.00401817
-83.6119,-0.00401817
-83.6119,-0.00401817
-83.6119,-0.00401818
-83.612,-0.00401818
-83.612,-0.00401818
-83.6121,-0.00401818
-83.6121,-0.00401818
-83.6121,-0.00401818
-83.6122,-0.00401818
-83.6122,-0.00401818
-83.6122,-0.00401818
-83.6123,-0.00401818
-83.6123,-0.00401819
-83.6123,-0.00401819
-83.6124,-0.00401819
-83.6124,-0.00401819
-83.6125,-0.00401819
-83.6125,-0.00401819
-83.6125,-0.00401819
-83.6126,-0.00401819
-83.6126,-0.00401819
-83.6126,-0.00401819
-83.6127,-0.00401819
-83.6127,-0.0040182
-83.6127,-0.0040182
-83.6128,-0.0040182
-83.6128,-0.0040182
-83.6128,-0.0040182
-83.6129,-0.0040182
-83.6129,-0.0040182
-83.613,-0.0040182
-83.613,-0.0040182
-83.613,-0.0040182
-83.6131,-0.00401821
-83.6131,-0.00401821
-83.6131,-0.00401821
-83.6132,-0.00401821
-83.6132,-0.00401821
-83.6132,-0.00401821
-83.6133,-0.00401821
-83.6133,-0.00401821
-83.6134,-0.00401821
-83.6134,-0.00401821
-83.6134,-0.00401821
-83.6135,-0.00401822
-83.6135,-0.00401822
-83.6135,-0.00401822
-83.6136,-0.00401822
-83.6136,-0.00401822
-83.6136,-0.00401822
-83.6137,-0.00401822
-83.6137,-0.00401822
-83.6137,-0.00401822
-83.6138,-0.00401822
-83.6138,-0.00401823
-83.6139,-0.00401823
-83.6139,-0.00401823
-83.6139,-0.00401823
-83.614,-0.00401823
-83.614,-0.00401823
-83.614,-0.00401823
-83.6141,-0.00401823
-83.6141,-0.00401823
-83.6141,-0.00401823
-83.6142,-0.00401823
-83.6142,-0.00401824
-83.6143,-0.00401824
-83.6143,-0.00401824
-83.6143,-0.00401824
-83.6144,-0.00401824
-83.6144,-0.00401824
-83.6144,-0.00401824
-83.6145,-0.00401824
-83.6145,-0.00401824
-83.6145,-0.00401824
-83.6146,-0.00401825
-83.6146,-0.00401825
-83.6146,-0.00401825
-83.6147,-0.00401825
-83.6147,-0.00401825
-83.6148,-0.00401825
-83.6148,-0.00401825
-83.6148,-0.00401825
-83.6149,-0.00401825
-83.6149,-0.00401825
-83.6149,-0.00401825
-83.615,-0.00401826
-83.615,-0.00401826
-83.615,-0.00401826
-83.6151,-0.00401826
-83.6151,-0.00401826
-83.6152,-0.00401826
-83.6152,-0.00401826
-83.6152,-0.00401826
-83.6153,-0.00401826
-83.6153,-0.00401826
-83.6153,-0.00401827
-83.6154,-0.00401827
-83.6154,-0.00401827
-83.6154,-0.00401827
-83.6155,-0.00401827
-83.6155,-0.00401827
-83.6155,-0.00401827
-83.6156,-0.00401827
-83.6156,-0.00401827
-83.6157,-0.00401827
-83.6157,-0.00401827
-83.6157,-0.00401828
-83.6158,-0.00401828
-83.6158,-0.00401828
-83.6158,-0.00401828
-83.6159,-0.00401828
-83.6159,-0.00401828
-83.6159,-0.00401828
-83.616,-0.00401828
-83.616,-0.00401828
-83.6161,-0.00401828
-83.6161,-0.00401829
-83.6161,-0.00401829
-83.6162,-0.00401829
-83.6162,-0.00401829
-83.6162,-0.00401829
-83.6163,-0.00401829
-83.6163,-0.00401829
-83.6163,-0.00401829
-83.6164,-0.00401829
-83.6164,-0.00401829
-83.6164,-0.00401829
-83.6165,-0.0040183
-83.6165,-0.0040183
-83.6166,-0.0040183
-83.6166,-0.0040183
-83.6166,-0.0040183
-83.6167,-0.0040183
-83.6167,-0.0040183
-83.6167,-0.0040183
-83.6168,-0.0040183
-83.6168,-0.0040183
-83.6168,-0.0040183
-83.6169,-0.00401831
-83.6169,-0.00401831
-83.6169,-0.00401831
-83.617,-0.00401831
-83.617,-0.00401831
-83.6171,-0.00401831
-83.6171,-0.00401831
-83.6171,-0.00401831
-83.6172,-0.00401831
-83.6172,-0.00401831
-83.6172,-0.00401832
-83.6173,-0.00401832
-83.6173,-0.00401832
-83.6173,-0.00401832
-83.6174,-0.00401832
-83.6174,-0.00401832
-83.6175,-0.00401832
-83.6175,-0.00401832
-83.6175,-0.00401832
-83.6176,-0.00401832
-83.6176,-0.00401832
-83.6176,-0.00401833
-83.6177,-0.00401833
-83.6177,-0.00401833
-83.6177,-0.00401833
-83.6178,-0.00401833
-83.6178,-0.00401833
-83.6178,-0.00401833
-83.6179,-0.00401833
-83.6179,-0.00401833
-83.618,-0.00401833
-83.618,-0.00401834
-83.618,-0.00401834
-83.6181,-0.00401834
-83.6181,-0.00401834
-83.6181,-0.00401834
-83.6182,-0.00401834
-83.6182,-0.00401834
-83.6182,-0.00401834
-83.6183,-0.00401834
-83.6183,-0.00401834
-83.6183,-0.00401834
-83.6184,-0.00401835
-83.6184,-0.00401835
-83.6185,-0.00401835
-83.6185,-0.00401835
-83.6185,-0.00401835
-83.6186,-0.00401835
-83.6186,-0.00401835
-83.6186,-0.00401835
-83.6187,-0.00401835
-83.6187,-0.00401835
-83.6187,-0.00401836
-83.6188,-0.00401836
-83.6188,-0.00401836
-83.6189,-0.00401836
-83.6189,-0.00401836
-83.6189,-0.00401836
-83.619,-0.00401836
-83.619,-0.00401836
-83.619,-0.00401836
-83.6191,-0.00401836
-83.6191,-0.00401836
-83.6191,-0.00401837
-83.6192,-0.00401837
-83.6192,-0.00401837
-83.6192,-0.00401837
-83.6193,-0.00401837
-83.6193,-0.00401837
-83.6194,-0.00401837
-83.6194,-0.00401837
-83.6194,-0.00401837
-83.6195,-0.00401837
-83.6195,-0.00401838
-83.6195,-0.00401838
-83.6196,-0.00401838
-83.6196,-0.00401838
-83.6196,-0.00401838
-83.6197,-0.00401838
-83.6197,-0.00401838
-83.6197,-0.00401838
-83.6198,-0.00401838
-83.6198,-0.00401838
-83.6199,-0.00401838
-83.6199,-0.00401839
-83.6199,-0.00401839
-83.62,-0.00401839
-83.62,-0.00401839
-83.62,-0.00401839
-83.6201,-0.00401839
-83.6201,-0.00401839
-83.6201,-0.00401839
-83.6202,-0.00401839
-83.6202,-0.00401839
-83.6202,-0.00401839
-83.6203,-0.0040184
-83.6203,-0.0040184
-83.6204,-0.0040184
-83.6204,-0.0040184
-83.6204,-0.0040184
-83.6205,-0.0040184
-83.6205,-0.0040184
-83.6205,-0.0040184
-83.6206,-0.0040184
-83.6206,-0.0040184
-83.6206,-0.00401841
-83.6207,-0.00401841
-83.6207,-0.00401841
-83.6207,-0.00401841
-83.6208,-0.00401841
-83.6208,-0.00401841
-83.6209,-0.00401841
-83.6209,-0.00401841
-83.6209,-0.00401841
-83.621,-0.00401841
-83.621,-0.00401841
-83.621,-0.00401842
-83.6211,-0.00401842
-83.6211,-0.00401842
-83.6211,-0.00401842
-83.6212,-0.00401842
-83.6212,-0.00401842
-83.6212,-0.00401842
-83.6213,-0.00401842
-83.6213,-0.00401842
-83.6214,-0.00401842
-83.6214,-0.00401843
-83.6214,-0.00401843
-83.6215,-0.00401843
-83.6215,-0.00401843
-83.6215,-0.00401843
-83.6216,-0.00401843
-83.6216,-0.00401843
-83.6216,-0.00401843
-83.6217,-0.00401843
-83.6217,-0.00401843
-83.6218,-0.00401843
-83.6218,-0.00401844
-83.6218,-0.00401844
-83.6219,-0.00401844
-83.6219,-0.00401844
-83.6219,-0.00401844
-83.622,-0.00401844
-83.622,-0.00401844
-83.622,-0.00401844
-83.6221,-0.00401844
-83.6221,-0.00401844
-83.6221,-0.00401844
-83.6222,-0.00401845
-83.6222,-0.00401845
-83.6223,-0.00401845
-83.6223,-0.00401845
-83.6223,-0.00401845
-83.6224,-0.00401845
-83.6224,-0.00401845
-83.6224,-0.00401845
-83.6225,-0.00401845
-83.6225,-0.00401845
