membrane | V (mV),sodium_current | i_Na (uA_per_mm2)
-80.8847,-0.00393768
-80.8864,-0.00393773
-80.8882,-0.00393779
-80.89,-0.00393784
-80.8917,-0.00393789
-80.8935,-0.00393795
-80.8953,-0.003938
-80.897,-0.00393805
-80.8988,-0.00393811
-80.9005,-0.00393816
-80.9023,-0.00393821
-80.904,-0.00393826
-80.9058,-0.00393832
-80.9075,-0.00393837
-80.9093,-0.00393842
-80.911,-0.00393847
-80.9128,-0.00393853
-80.9145,-0.00393858
-80.9162,-0.00393863
-80.918,-0.00393868
-80.9197,-0.00393874
-80.9214,-0.00393879
-80.9232,-0.00393884
-80.9249,-0.00393889
-80.9266,-0.00393894
-80.9284,-0.003939
-80.9301,-0.00393905
-80.9318,-0.0039391
-80.9335,-0.00393915
-80.9353,-0.0039392
-80.937,-0.00393926
-80.9387,-0.00393931
-80.9404,-0.00393936
-80.9421,-0.00393941
-80.9438,-0.00393946
-80.9455,-0.00393951
-80.9472,-0.00393956
-80.949,-0.00393962
-80.9507,-0.00393967
-80.9524,-0.00393972
-80.9541,-0.00393977
-80.9558,-0.00393982
-80.9575,-0.00393987
-80.9592,-0.00393992
-80.9609,-0.00393997
-80.9625,-0.00394002
-80.9642,-0.00394008
-80.9659,-0.00394013
-80.9676,-0.00394018
-80.9693,-0.00394023
-80.971,-0.00394028
-80.9727,-0.00394033
-80.9743,-0.00394038
-80.976,-0.00394043
-80.9777,-0.00394048
-80.9794,-0.00394053
-80.9811,-0.00394058
-80.9827,-0.00394063
-80.9844,-0.00394068
-80.9861,-0.00394073
-80.9877,-0.00394078
-80.9894,-0.00394083
-80.9911,-0.00394088
-80.9927,-0.00394093
-80.9944,-0.00394098
-80.9961,-0.00394103
-80.9977,-0.00394108
-80.9994,-0.00394113
-81.001,-0.00394118
-81.0027,-0.00394123
-81.0043,-0.00394128
-81.006,-0.00394133
-81.0076,-0.00394138
-81.0093,-0.00394143
-81.0109,-0.00394148
-81.0126,-0.00394153
-81.0142,-0.00394158
-81.0158,-0.00394163
-81.0175,-0.00394168
-81.0191,-0.00394173
-81.0208,-0.00394178
-81.0224,-0.00394183
-81.024,-0.00394187
-81.0256,-0.00394192
-81.0273,-0.00394197
-81.0289,-0.00394202
-81.0305,-0.00394207
-81.0322,-0.00394212
-81.0338,-0.00394217
-81.0354,-0.00394222
-81.037,-0.00394227
-81.0386,-0.00394231
-81.0402,-0.00394236
-81.0419,-0.00394241
-81.0435,-0.00394246
-81.0451,-0.00394251
-81.0467,-0.00394256
-81.0483,-0.0039426
-81.0499,-0.00394265
-81.0515,-0.0039427
-81.0531,-0.00394275
-81.0547,-0.0039428
-81.0563,-0.00394285
-81.0579,-0.00394289
-81.0595,-0.00394294
-81.0611,-0.00394299
-81.0627,-0.00394304
-81.0643,-0.00394309
-81.0659,-0.00394313
-81.0675,-0.00394318
-81.0691,-0.00394323
-81.0706,-0.00394328
-81.0722,-0.00394332
-81.0738,-0.00394337
-81.0754,-0.00394342
-81.077,-0.00394347
-81.0785,-0.00394351
-81.0801,-0.00394356
-81.0817,-0.00394361
-81.0833,-0.00394366
-81.0848,-0.0039437
-81.0864,-0.00394375
-81.088,-0.0039438
-81.0895,-0.00394384
-81.0911,-0.00394389
-81.0927,-0.00394394
-81.0942,-0.00394399
-81.0958,-0.00394403
-81.0974,-0.00394408
-81.0989,-0.00394413
-81.1005,-0.00394417
-81.102,-0.00394422
-81.1036,-0.00394427
-81.1051,-0.00394431
-81.1067,-0.00394436
-81.1082,-0.00394441
-81.1098,-0.00394445
-81.1113,-0.0039445
-81.1129,-0.00394455
-81.1144,-0.00394459
-81.1159,-0.00394464
-81.1175,-0.00394468
-81.119,-0.00394473
-81.1206,-0.00394478
-81.1221,-0.00394482
-81.1236,-0.00394487
-81.1252,-0.00394492
-81.1267,-0.00394496
-81.1282,-0.00394501
-81.1297,-0.00394505
-81.1313,-0.0039451
-81.1328,-0.00394514
-81.1343,-0.00394519
-81.1358,-0.00394524
-81.1373,-0.00394528
-81.1389,-0.00394533
-81.1404,-0.00394537
-81.1419,-0.00394542
-81.1434,-0.00394546
-81.1449,-0.00394551
-81.1464,-0.00394555
-81.1479,-0.0039456
-81.1494,-0.00394565
-81.151,-0.00394569
-81.1525,-0.00394574
-81.154,-0.00394578
-81.1555,-0.00394583
-81.157,-0.00394587
-81.1585,-0.00394592
-81.16,-0.00394596
-81.1614,-0.00394601
-81.1629,-0.00394605
-81.1644,-0.0039461
-81.1659,-0.00394614
-81.1674,-0.00394619
-81.1689,-0.00394623
-81.1704,-0.00394627
-81.1719,-0.00394632
-81.1734,-0.00394636
-81.1748,-0.00394641
-81.1763,-0.00394645
-81.1778,-0.0039465
-81.1793,-0.00394654
-81.1808,-0.00394659
-81.1822,-0.00394663
-81.1837,-0.00394667
-81.1852,-0.00394672
-81.1866,-0.00394676
-81.1881,-0.00394681
-81.1896,-0.00394685
-81.191,-0.0039469
-81.1925,-0.00394694
-81.194,-0.00394698
-81.1954,-0.00394703
-81.1969,-0.00394707
-81.1983,-0.00394711
-81.1998,-0.00394716
-81.2013,-0.0039472
-81.2027,-0.00394725
-81.2042,-0.00394729
-81.2056,-0.00394733
-81.2071,-0.00394738
-81.2085,-0.00394742
-81.21,-0.00394746
-81.2114,-0.00394751
-81.2129,-0.00394755
-81.2143,-0.00394759
-81.2157,-0.00394764
-81.2172,-0.00394768
-81.2186,-0.00394772
-81.22,-0.00394777
-81.2215,-0.00394781
-81.2229,-0.00394785
-81.2244,-0.0039479
-81.2258,-0.00394794
-81.2272,-0.00394798
-81.2286,-0.00394803
-81.2301,-0.00394807
-81.2315,-0.00394811
-81.2329,-0.00394815
-81.2343,-0.0039482
-81.2358,-0.00394824
-81.2372,-0.00394828
-81.2386,-0.00394832
-81.24,-0.00394837
-81.2414,-0.00394841
-81.2428,-0.00394845
-81.2443,-0.00394849
-81.2457,-0.00394854
-81.2471,-0.00394858
-81.2485,-0.00394862
-81.2499,-0.00394866
-81.2513,-0.00394871
-81.2527,-0.00394875
-81.2541,-0.00394879
-81.2555,-0.00394883
-81.2569,-0.00394887
-81.2583,-0.00394892
-81.2597,-0.00394896
-81.2611,-0.003949
-81.2625,-0.00394904
-81.2639,-0.00394908
-81.2653,-0.00394913
-81.2667,-0.00394917
-81.2681,-0.00394921
-81.2694,-0.00394925
-81.2708,-0.00394929
-81.2722,-0.00394933
-81.2736,-0.00394938
-81.275,-0.00394942
-81.2764,-0.00394946
-81.2777,-0.0039495
-81.2791,-0.00394954
-81.2805,-0.00394958
-81.2819,-0.00394962
-81.2832,-0.00394967
-81.2846,-0.00394971
-81.286,-0.00394975
-81.2874,-0.00394979
-81.2887,-0.00394983
-81.2901,-0.00394987
-81.2915,-0.00394991
-81.2928,-0.00394995
-81.2942,-0.00394999
-81.2955,-0.00395004
-81.2969,-0.00395008
-81.2983,-0.00395012
-81.2996,-0.00395016
-81.301,-0.0039502
-81.3023,-0.00395024
-81.3037,-0.00395028
-81.305,-0.00395032
-81.3064,-0.00395036
-81.3077,-0.0039504
-81.3091,-0.00395044
-81.3104,-0.00395048
-81.3118,-0.00395052
-81.3131,-0.00395056
-81.3145,-0.0039506
-81.3158,-0.00395064
-81.3171,-0.00395068
-81.3185,-0.00395072
-81.3198,-0.00395076
-81.3212,-0.0039508
-81.3225,-0.00395085
-81.3238,-0.00395089
-81.3252,-0.00395093
-81.3265,-0.00395097
-81.3278,-0.00395101
-81.3291,-0.00395105
-81.3305,-0.00395108
-81.3318,-0.00395112
-81.3331,-0.00395116
-81.3344,-0.0039512
-81.3358,-0.00395124
-81.3371,-0.00395128
-81.3384,-0.00395132
-81.3397,-0.00395136
-81.341,-0.0039514
-81.3424,-0.00395144
-81.3437,-0.00395148
-81.345,-0.00395152
-81.3463,-0.00395156
-81.3476,-0.0039516
-81.3489,-0.00395164
-81.3502,-0.00395168
-81.3515,-0.00395172
-81.3528,-0.00395176
-81.3541,-0.0039518
-81.3554,-0.00395183
-81.3567,-0.00395187
-81.358,-0.00395191
-81.3593,-0.00395195
-81.3606,-0.00395199
-81.3619,-0.00395203
-81.3632,-0.00395207
-81.3645,-0.00395211
-81.3658,-0.00395215
-81.3671,-0.00395219
-81.3684,-0.00395222
-81.3697,-0.00395226
-81.3709,-0.0039523
-81.3722,-0.00395234
-81.3735,-0.00395238
-81.3748,-0.00395242
-81.3761,-0.00395246
-81.3774,-0.00395249
-81.3786,-0.00395253
-81.3799,-0.00395257
-81.3812,-0.00395261
-81.3825,-0.00395265
-81.3837,-0.00395269
-81.385,-0.00395272
-81.3863,-0.00395276
-81.3876,-0.0039528
-81.3888,-0.00395284
-81.3901,-0.00395288
-81.3914,-0.00395291
-81.3926,-0.00395295
-81.3939,-0.00395299
-81.3951,-0.00395303
-81.3964,-0.00395307
-81.3977,-0.0039531
-81.3989,-0.00395314
-81.4002,-0.00395318
-81.4014,-0.00395322
-81.4027,-0.00395326
-81.4039,-0.00395329
-81.4052,-0.00395333
-81.4064,-0.00395337
-81.4077,-0.00395341
-81.4089,-0.00395344
-81.4102,-0.00395348
-81.4114,-0.00395352
-81.4127,-0.00395356
-81.4139,-0.00395359
-81.4152,-0.00395363
-81.4164,-0.00395367
-81.4177,-0.0039537
-81.4189,-0.00395374
-81.4201,-0.00395378
-81.4214,-0.00395382
-81.4226,-0.00395385
-81.4238,-0.00395389
-81.4251,-0.00395393
-81.4263,-0.00395396
-81.4275,-0.003954
-81.4288,-0.00395404
-81.43,-0.00395408
-81.4312,-0.00395411
-81.4324,-0.00395415
-81.4337,-0.00395419
-81.4349,-0.00395422
-81.4361,-0.00395426
-81.4373,-0.0039543
-81.4385,-0.00395433
-81.4398,-0.00395437
-81.441,-0.00395441
-81.4422,-0.00395444
-81.4434,-0.00395448
-81.4446,-0.00395452
-81.4458,-0.00395455
-81.447,-0.00395459
-81.4482,-0.00395462
-81.4495,-0.00395466
-81.4507,-0.0039547
-81.4519,-0.00395473
-81.4531,-0.00395477
-81.4543,-0.00395481
-81.4555,-0.00395484
-81.4567,-0.00395488
-81.4579,-0.00395491
-81.4591,-0.00395495
-81.4603,-0.00395499
-81.4615,-0.00395502
-81.4627,-0.00395506
-81.4639,-0.00395509
-81.465,-0.00395513
-81.4662,-0.00395517
-81.4674,-0.0039552
-81.4686,-0.00395524
-81.4698,-0.00395527
-81.471,-0.00395531
-81.4722,-0.00395534
-81.4734,-0.00395538
-81.4745,-0.00395542
-81.4757,-0.00395545
-81.4769,-0.00395549
-81.4781,-0.00395552
-81.4793,-0.00395556
-81.4804,-0.00395559
-81.4816,-0.00395563
-81.4828,-0.00395566
-81.484,-0.0039557
-81.4851,-0.00395573
-81.4863,-0.00395577
-81.4875,-0.0039558
-81.4887,-0.00395584
-81.4898,-0.00395587
-81.491,-0.00395591
-81.4922,-0.00395595
-81.4933,-0.00395598
-81.4945,-0.00395602
-81.4956,-0.00395605
-81.4968,-0.00395608
-81.498,-0.00395612
-81.4991,-0.00395615
-81.5003,-0.00395619
-81.5014,-0.00395622
-81.5026,-0.00395626
-81.5037,-0.00395629
-81.5049,-0.00395633
-81.506,-0.00395636
-81.5072,-0.0039564
-81.5083,-0.00395643
-81.5095,-0.00395647
-81.5106,-0.0039565
-81.5118,-0.00395654
-81.5129,-0.00395657
-81.5141,-0.0039566
-81.5152,-0.00395664
-81.5164,-0.00395667
-81.5175,-0.00395671
-81.5186,-0.00395674
-81.5198,-0.00395678
-81.5209,-0.00395681
-81.522,-0.00395684
-81.5232,-0.00395688
-81.5243,-0.00395691
-81.5254,-0.00395695
-81.5266,-0.00395698
-81.5277,-0.00395701
-81.5288,-0.00395705
-81.53,-0.00395708
-81.5311,-0.00395712
-81.5322,-0.00395715
-81.5333,-0.00395718
-81.5345,-0.00395722
-81.5356,-0.00395725
-81.5367,-0.00395729
-81.5378,-0.00395732
-81.5389,-0.00395735
-81.5401,-0.00395739
-81.5412,-0.00395742
-81.5423,-0.00395745
-81.5434,-0.00395749
-81.5445,-0.00395752
-81.5456,-0.00395755
-81.5467,-0.00395759
-81.5479,-0.00395762
-81.549,-0.00395765
-81.5501,-0.00395769
-81.5512,-0.00395772
-81.5523,-0.00395775
-81.5534,-0.00395779
-81.5545,-0.00395782
-81.5556,-0.00395785
-81.5567,-0.00395789
-81.5578,-0.00395792
-81.5589,-0.00395795
-81.56,-0.00395799
-81.5611,-0.00395802
-81.5622,-0.00395805
-81.5633,-0.00395809
-81.5644,-0.00395812
-81.5655,-0.00395815
-81.5666,-0.00395818
-81.5677,-0.00395822
-81.5687,-0.00395825
-81.5698,-0.00395828
-81.5709,-0.00395832
-81.572,-0.00395835
-81.5731,-0.00395838
-81.5742,-0.00395841
-81.5753,-0.00395845
-81.5763,-0.00395848
-81.5774,-0.00395851
-81.5785,-0.00395854
-81.5796,-0.00395858
-81.5806,-0.00395861
-81.5817,-0.00395864
-81.5828,-0.00395867
-81.5839,-0.00395871
-81.5849,-0.00395874
-81.586,-0.00395877
-81.5871,-0.0039588
-81.5882,-0.00395883
-81.5892,-0.00395887
-81.5903,-0.0039589
-81.5914,-0.00395893
-81.5924,-0.00395896
-81.5935,-0.003959
-81.5946,-0.00395903
-81.5956,-0.00395906
-81.5967,-0.00395909
-81.5977,-0.00395912
-81.5988,-0.00395916
-81.5999,-0.00395919
-81.6009,-0.00395922
-81.602,-0.00395925
-81.603,-0.00395928
-81.6041,-0.00395931
-81.6051,-0.00395935
-81.6062,-0.00395938
-81.6072,-0.00395941
-81.6083,-0.00395944
-81.6093,-0.00395947
-81.6104,-0.0039595
-81.6114,-0.00395954
-81.6125,-0.00395957
-81.6135,-0.0039596
-81.6146,-0.00395963
-81.6156,-0.00395966
-81.6166,-0.00395969
-81.6177,-0.00395972
-81.6187,-0.00395976
-81.6198,-0.00395979
-81.6208,-0.00395982
-81.6218,-0.00395985
-81.6229,-0.00395988
-81.6239,-0.00395991
-81.6249,-0.00395994
-81.626,-0.00395997
-81.627,-0.00396
-81.628,-0.00396004
-81.6291,-0.00396007
-81.6301,-0.0039601
-81.6311,-0.00396013
-81.6321,-0.00396016
-81.6332,-0.00396019
-81.6342,-0.00396022
-81.6352,-0.00396025
-81.6362,-0.00396028
-81.6373,-0.00396031
-81.6383,-0.00396034
-81.6393,-0.00396038
-81.6403,-0.00396041
-81.6413,-0.00396044
-81.6424,-0.00396047
-81.6434,-0.0039605
-81.6444,-0.00396053
-81.6454,-0.00396056
-81.6464,-0.00396059
-81.6474,-0.00396062
-81.6484,-0.00396065
-81.6494,-0.00396068
-81.6504,-0.00396071
-81.6514,-0.00396074
-81.6525,-0.00396077
-81.6535,-0.0039608
-81.6545,-0.00396083
-81.6555,-0.00396086
-81.6565,-0.00396089
-81.6575,-0.00396092
-81.6585,-0.00396095
-81.6595,-0.00396098
-81.6605,-0.00396101
-81.6615,-0.00396104
-81.6625,-0.00396107
-81.6635,-0.0039611
-81.6644,-0.00396113
-81.6654,-0.00396116
-81.6664,-0.00396119
-81.6674,-0.00396122
-81.6684,-0.00396125
-81.6694,-0.00396128
-81.6704,-0.00396131
-81.6714,-0.00396134
-81.6724,-0.00396137
-81.6733,-0.0039614
-81.6743,-0.00396143
-81.6753,-0.00396146
-81.6763,-0.00396149
-81.6773,-0.00396152
-81.6783,-0.00396155
-81.6792,-0.00396158
-81.6802,-0.00396161
-81.6812,-0.00396164
-81.6822,-0.00396167
-81.6831,-0.0039617
-81.6841,-0.00396173
-81.6851,-0.00396176
-81.6861,-0.00396179
-81.687,-0.00396182
-81.688,-0.00396184
-81.689,-0.00396187
-81.6899,-0.0039619
-81.6909,-0.00396193
-81.6919,-0.00396196
-81.6928,-0.00396199
-81.6938,-0.00396202
-81.6948,-0.00396205
-81.6957,-0.00396208
-81.6967,-0.00396211
-81.6977,-0.00396214
-81.6986,-0.00396216
-81.6996,-0.00396219
-81.7005,-0.00396222
-81.7015,-0.00396225
-81.7025,-0.00396228
-81.7034,-0.00396231
-81.7044,-0.00396234
-81.7053,-0.00396237
-81.7063,-0.0039624
-81.7072,-0.00396242
-81.7082,-0.00396245
-81.7091,-0.00396248
-81.7101,-0.00396251
-81.711,-0.00396254
-81.712,-0.00396257
-81.7129,-0.0039626
-81.7139,-0.00396262
-81.7148,-0.00396265
-81.7157,-0.00396268
-81.7167,-0.00396271
-81.7176,-0.00396274
-81.7186,-0.00396277
-81.7195,-0.0039628
-81.7204,-0.00396282
-81.7214,-0.00396285
-81.7223,-0.00396288
-81.7233,-0.00396291
-81.7242,-0.00396294
-81.7251,-0.00396297
-81.7261,-0.00396299
-81.727,-0.00396302
-81.7279,-0.00396305
-81.7288,-0.00396308
-81.7298,-0.00396311
-81.7307,-0.00396313
-81.7316,-0.00396316
-81.7326,-0.00396319
-81.7335,-0.00396322
-81.7344,-0.00396325
-81.7353,-0.00396327
-81.7363,-0.0039633
-81.7372,-0.00396333
-81.7381,-0.00396336
-81.739,-0.00396338
-81.7399,-0.00396341
-81.7409,-0.00396344
-81.7418,-0.00396347
-81.7427,-0.0039635
-81.7436,-0.00396352
-81.7445,-0.00396355
-81.7454,-0.00396358
-81.7463,-0.00396361
-81.7473,-0.00396363
-81.7482,-0.00396366
-81.7491,-0.00396369
-81.75,-0.00396372
-81.7509,-0.00396374
-81.7518,-0.00396377
-81.7527,-0.0039638
-81.7536,-0.00396383
-81.7545,-0.00396385
-81.7554,-0.00396388
-81.7563,-0.00396391
-81.7572,-0.00396394
-81.7581,-0.00396396
-81.759,-0.00396399
-81.7599,-0.00396402
-81.7608,-0.00396404
-81.7617,-0.00396407
-81.7626,-0.0039641
-81.7635,-0.00396413
-81.7644,-0.00396415
-81.7653,-0.00396418
-81.7662,-0.00396421
-81.7671,-0.00396423
-81.768,-0.00396426
-81.7689,-0.00396429
-81.7698,-0.00396431
-81.7706,-0.00396434
-81.7715,-0.00396437
-81.7724,-0.00396439
-81.7733,-0.00396442
-81.7742,-0.00396445
-81.7751,-0.00396448
-81.776,-0.0039645
-81.7768,-0.00396453
-81.7777,-0.00396456
-81.7786,-0.00396458
-81.7795,-0.00396461
-81.7804,-0.00396464
-81.7812,-0.00396466
-81.7821,-0.00396469
-81.783,-0.00396471
-81.7839,-0.00396474
-81.7847,-0.00396477
-81.7856,-0.00396479
-81.7865,-0.00396482
-81.7874,-0.00396485
-81.7882,-0.00396487
-81.7891,-0.0039649
-81.79,-0.00396493
-81.7908,-0.00396495
-81.7917,-0.00396498
-81.7926,-0.003965
-81.7934,-0.00396503
-81.7943,-0.00396506
-81.7952,-0.00396508
-81.796,-0.00396511
-81.7969,-0.00396514
-81.7978,-0.00396516
-81.7986,-0.00396519
-81.7995,-0.00396521
-81.8003,-0.00396524
-81.8012,-0.00396527
-81.8021,-0.00396529
-81.8029,-0.00396532
-81.8038,-0.00396534
-81.8046,-0.00396537
-81.8055,-0.0039654
-81.8063,-0.00396542
-81.8072,-0.00396545
-81.808,-0.00396547
-81.8089,-0.0039655
-81.8097,-0.00396552
-81.8106,-0.00396555
-81.8114,-0.00396558
-81.8123,-0.0039656
-81.8131,-0.00396563
-81.814,-0.00396565
-81.8148,-0.00396568
-81.8157,-0.0039657
-81.8165,-0.00396573
-81.8174,-0.00396575
-81.8182,-0.00396578
-81.819,-0.00396581
-81.8199,-0.00396583
-81.8207,-0.00396586
-81.8215,-0.00396588
-81.8224,-0.00396591
-81.8232,-0.00396593
-81.8241,-0.00396596
-81.8249,-0.00396598
-81.8257,-0.00396601
-81.8266,-0.00396603
-81.8274,-0.00396606
-81.8282,-0.00396608
-81.8291,-0.00396611
-81.8299,-0.00396613
-81.8307,-0.00396616
-81.8315,-0.00396618
-81.8324,-0.00396621
-81.8332,-0.00396623
-81.834,-0.00396626
-81.8349,-0.00396629
-81.8357,-0.00396631
-81.8365,-0.00396633
-81.8373,-0.00396636
-81.8381,-0.00396638
-81.839,-0.00396641
-81.8398,-0.00396643
-81.8406,-0.00396646
-81.8414,-0.00396648
-81.8422,-0.00396651
-81.8431,-0.00396653
-81.8439,-0.00396656
-81.8447,-0.00396658
-81.8455,-0.00396661
-81.8463,-0.00396663
-81.8471,-0.00396666
-81.8479,-0.00396668
-81.8488,-0.00396671
-81.8496,-0.00396673
-81.8504,-0.00396676
-81.8512,-0.00396678
-81.852,-0.0039668
-81.8528,-0.00396683
-81.8536,-0.00396685
-81.8544,-0.00396688
-81.8552,-0.0039669
-81.856,-0.00396693
-81.8568,-0.00396695
-81.8576,-0.00396698
-81.8584,-0.003967
-81.8592,-0.00396702
-81.86,-0.00396705
-81.8608,-0.00396707
-81.8616,-0.0039671
-81.8624,-0.00396712
-81.8632,-0.00396715
-81.864,-0.00396717
-81.8648,-0.00396719
-81.8656,-0.00396722
-81.8664,-0.00396724
-81.8672,-0.00396727
-81.868,-0.00396729
-81.8688,-0.00396731
-81.8696,-0.00396734
-81.8704,-0.00396736
-81.8712,-0.00396739
-81.8719,-0.00396741
-81.8727,-0.00396743
-81.8735,-0.00396746
-81.8743,-0.00396748
-81.8751,-0.00396751
-81.8759,-0.00396753
-81.8767,-0.00396755
-81.8774,-0.00396758
-81.8782,-0.0039676
-81.879,-0.00396762
-81.8798,-0.00396765
-81.8806,-0.00396767
-81.8813,-0.0039677
-81.8821,-0.00396772
-81.8829,-0.00396774
-81.8837,-0.00396777
-81.8845,-0.00396779
-81.8852,-0.00396781
-81.886,-0.00396784
-81.8868,-0.00396786
-81.8876,-0.00396788
-81.8883,-0.00396791
-81.8891,-0.00396793
-81.8899,-0.00396795
-81.8906,-0.00396798
-81.8914,-0.003968
-81.8922,-0.00396802
-81.8929,-0.00396805
-81.8937,-0.00396807
-81.8945,-0.00396809
-81.8952,-0.00396812
-81.896,-0.00396814
-81.8968,-0.00396816
-81.8975,-0.00396819
-81.8983,-0.00396821
-81.8991,-0.00396823
-81.8998,-0.00396826
-81.9006,-0.00396828
-81.9013,-0.0039683
-81.9021,-0.00396833
-81.9029,-0.00396835
-81.9036,-0.00396837
-81.9044,-0.0039684
-81.9051,-0.00396842
-81.9059,-0.00396844
-81.9066,-0.00396846
-81.9074,-0.00396849
-81.9081,-0.00396851
-81.9089,-0.00396853
-81.9096,-0.00396856
-81.9104,-0.00396858
-81.9112,-0.0039686
-81.9119,-0.00396862
-81.9126,-0.00396865
-81.9134,-0.00396867
-81.9141,-0.00396869
-81.9149,-0.00396872
-81.9156,-0.00396874
-81.9164,-0.00396876
-81.9171,-0.00396878
-81.9179,-0.00396881
-81.9186,-0.00396883
-81.9194,-0.00396885
-81.9201,-0.00396887
-81.9208,-0.0039689
-81.9216,-0.00396892
-81.9223,-0.00396894
-81.9231,-0.00396896
-81.9238,-0.00396899
-81.9245,-0.00396901
-81.9253,-0.00396903
-81.926,-0.00396905
-81.9267,-0.00396908
-81.9275,-0.0039691
-81.9282,-0.00396912
-81.9289,-0.00396914
-81.9297,-0.00396916
-81.9304,-0.00396919
-81.9311,-0.00396921
-81.9319,-0.00396923
-81.9326,-0.00396925
-81.9333,-0.00396928
-81.934,-0.0039693
-81.9348,-0.00396932
-81.9355,-0.00396934
-81.9362,-0.00396936
-81.9369,-0.00396939
-81.9377,-0.00396941
-81.9384,-0.00396943
-81.9391,-0.00396945
-81.9398,-0.00396947
-81.9406,-0.0039695
-81.9413,-0.00396952
-81.942,-0.00396954
-81.9427,-0.00396956
-81.9434,-0.00396958
-81.9442,-0.00396961
-81.9449,-0.00396963
-81.9456,-0.00396965
-81.9463,-0.00396967
-81.947,-0.00396969
-81.9477,-0.00396971
-81.9484,-0.00396974
-81.9492,-0.00396976
-81.9499,-0.00396978
-81.9506,-0.0039698
-81.9513,-0.00396982
-81.952,-0.00396984
-81.9527,-0.00396987
-81.9534,-0.00396989
-81.9541,-0.00396991
-81.9548,-0.00396993
-81.9555,-0.00396995
-81.9562,-0.00396997
-81.957,-0.00397
-81.9577,-0.00397002
-81.9584,-0.00397004
-81.9591,-0.00397006
-81.9598,-0.00397008
-81.9605,-0.0039701
-81.9612,-0.00397012
-81.9619,-0.00397015
-81.9626,-0.00397017
-81.9633,-0.00397019
-81.964,-0.00397021
-81.9647,-0.00397023
-81.9654,-0.00397025
-81.9661,-0.00397027
-81.9668,-0.00397029
-81.9674,-0.00397032
-81.9681,-0.00397034
-81.9688,-0.00397036
-81.9695,-0.00397038
-81.9702,-0.0039704
-81.9709,-0.00397042
-81.9716,-0.00397044
-81.9723,-0.00397046
-81.973,-0.00397048
-81.9737,-0.00397051
-81.9744,-0.00397053
-81.975,-0.00397055
-81.9757,-0.00397057
-81.9764,-0.00397059
-81.9771,-0.00397061
-81.9778,-0.00397063
-81.9785,-0.00397065
-81.9792,-0.00397067
-81.9798,-0.00397069
-81.9805,-0.00397071
-81.9812,-0.00397074
-81.9819,-0.00397076
-81.9826,-0.00397078
-81.9832,-0.0039708
-81.9839,-0.00397082
-81.9846,-0.00397084
-81.9853,-0.00397086
-81.986,-0.00397088
-81.9866,-0.0039709
-81.9873,-0.00397092
-81.988,-0.00397094
-81.9887,-0.00397096
-81.9893,-0.00397098
-81.99,-0.003971
-81.9907,-0.00397102
-81.9913,-0.00397104
-81.992,-0.00397107
-81.9927,-0.00397109
-81.9934,-0.00397111
-81.994,-0.00397113
-81.9947,-0.00397115
-81.9954,-0.00397117
-81.996,-0.00397119
-81.9967,-0.00397121
-81.9974,-0.00397123
-81.998,-0.00397125
-81.9987,-0.00397127
-81.9994,-0.00397129
-82,-0.00397131
-82.0007,-0.00397133
-82.0013,-0.00397135
-82.002,-0.00397137
-82.0027,-0.00397139
-82.0033,-0.00397141
-82.004,-0.00397143
-82.0046,-0.00397145
-82.0053,-0.00397147
-82.006,-0.00397149
-82.0066,-0.00397151
-82.0073,-0.00397153
-82.0079,-0.00397155
-82.0086,-0.00397157
-82.0092,-0.00397159
-82.0099,-0.00397161
-82.0105,-0.00397163
-82.0112,-0.00397165
-82.0118,-0.00397167
-82.0125,-0.00397169
-82.0131,-0.00397171
-82.0138,-0.00397173
-82.0144,-0.00397175
-82.0151,-0.00397177
-82.0157,-0.00397179
-82.0164,-0.00397181
-82.017,-0.00397183
-82.0177,-0.00397185
-82.0183,-0.00397187
-82.019,-0.00397189
-82.0196,-0.00397191
-82.0203,-0.00397193
-82.0209,-0.00397195
-82.0215,-0.00397197
-82.0222,-0.00397199
-82.0228,-0.00397201
-82.0235,-0.00397203
-82.0241,-0.00397205
-82.0247,-0.00397207
-82.0254,-0.00397209
-82.026,-0.0039721
-82.0267,-0.00397212
-82.0273,-0.00397214
-82.0279,-0.00397216
-82.0286,-0.00397218
-82.0292,-0.0039722
-82.0298,-0.00397222
-82.0305,-0.00397224
-82.0311,-0.00397226
-82.0317,-0.00397228
-82.0324,-0.0039723
-82.033,-0.00397232
-82.0336,-0.00397234
-82.0343,-0.00397236
-82.0349,-0.00397238
-82.0355,-0.0039724
-82.0361,-0.00397241
-82.0368,-0.00397243
-82.0374,-0.00397245
-82.038,-0.00397247
-82.0386,-0.00397249
-82.0393,-0.00397251
-82.0399,-0.00397253
-82.0405,-0.00397255
-82.0411,-0.00397257
-82.0418,-0.00397259
-82.0424,-0.00397261
-82.043,-0.00397262
-82.0436,-0.00397264
-82.0442,-0.00397266
-82.0449,-0.00397268
-82.0455,-0.0039727
-82.0461,-0.00397272
-82.0467,-0.00397274
-82.0473,-0.00397276
-82.048,-0.00397278
-82.0486,-0.0039728
-82.0492,-0.00397281
-82.0498,-0.00397283
-82.0504,-0.00397285
-82.051,-0.00397287
-82.0516,-0.00397289
-82.0523,-0.00397291
-82.0529,-0.00397293
-82.0535,-0.00397295
-82.0541,-0.00397296
-82.0547,-0.00397298
-82.0553,-0.003973
-82.0559,-0.00397302
-82.0565,-0.00397304
-82.0571,-0.00397306
-82.0577,-0.00397308
-82.0583,-0.00397309
