fast_sodium_current | i_Na (picoA_per_picoF),membrane | V (millivolt)
-5.13742e-06,-85.5917
-5.13779e-06,-85.5916
-5.13816e-06,-85.5915
-5.13853e-06,-85.5914
-5.13889e-06,-85.5912
-5.13926e-06,-85.5911
-5.13962e-06,-85.591
-5.13998e-06,-85.5909
-5.14034e-06,-85.5908
-5.14069e-06,-85.5907
-5.14105e-06,-85.5906
-5.1414e-06,-85.5905
-5.14175e-06,-85.5903
-5.1421e-06,-85.5902
-5.14245e-06,-85.5901
-5.1428e-06,-85.59
-5.14314e-06,-85.5899
-5.14348e-06,-85.5898
-5.14382e-06,-85.5897
-5.14416e-06,-85.5896
-5.1445e-06,-85.5895
-5.14484e-06,-85.5894
-5.14517e-06,-85.5893
-5.14551e-06,-85.5892
-5.14584e-06,-85.5891
-5.14617e-06,-85.589
-5.1465e-06,-85.5888
-5.14682e-06,-85.5887
-5.14715e-06,-85.5886
-5.14747e-06,-85.5885
-5.14779e-06,-85.5884
-5.14811e-06,-85.5883
-5.14843e-06,-85.5882
-5.14875e-06,-85.5881
-5.14906e-06,-85.588
-5.14938e-06,-85.5879
-5.14969e-06,-85.5878
-5.15e-06,-85.5877
-5.15031e-06,-85.5876
-5.15061e-06,-85.5875
-5.15092e-06,-85.5875
-5.15122e-06,-85.5874
-5.15153e-06,-85.5873
-5.15183e-06,-85.5872
-5.15213e-06,-85.5871
-5.15243e-06,-85.587
-5.15272e-06,-85.5869
-5.15302e-06,-85.5868
-5.15331e-06,-85.5867
-5.1536e-06,-85.5866
-5.15389e-06,-85.5865
-5.15418e-06,-85.5864
-5.15447e-06,-85.5863
-5.15475e-06,-85.5862
-5.15503e-06,-85.5862
-5.15532e-06,-85.5861
-5.1556e-06,-85.586
-5.15587e-06,-85.5859
-5.15615e-06,-85.5858
-5.15643e-06,-85.5857
-5.1567e-06,-85.5856
-5.15697e-06,-85.5855
-5.15725e-06,-85.5854
-5.15752e-06,-85.5854
-5.15778e-06,-85.5853
-5.15805e-06,-85.5852
-5.15832e-06,-85.5851
-5.15858e-06,-85.585
-5.15884e-06,-85.5849
-5.15911e-06,-85.5849
-5.15937e-06,-85.5848
-5.15962e-06,-85.5847
-5.15988e-06,-85.5846
-5.16013e-06,-85.5845
-5.16039e-06,-85.5845
-5.16064e-06,-85.5844
-5.16089e-06,-85.5843
-5.16114e-06,-85.5842
-5.16139e-06,-85.5841
-5.16163e-06,-85.5841
-5.16188e-06,-85.584
-5.16212e-06,-85.5839
-5.16236e-06,-85.5838
-5.1626e-06,-85.5835
-6.91278e-06,-85.064
-9.54653e-06,-84.5453
-1.31565e-05,-84.0274
-1.81007e-05,-83.5102
-2.48622e-05,-82.9938
-3.40884e-05,-82.478
-4.66391e-05,-81.9629
-6.36742e-05,-81.4484
-8.67462e-05,-80.9345
-0.000117934,-80.4213
-0.000159999,-79.9087
-0.000216575,-79.3967
-0.000292406,-78.8853
-0.000393671,-78.3745
-0.000528456,-77.8643
-0.000707409,-77.3547
-0.000944787,-76.8456
-0.00125873,-76.3371
-0.00167051,-75.8291
-0.00220968,-75.3215
-0.00291348,-74.8145
-0.00382838,-74.3079
-0.00501281,-73.8018
-0.00653985,-73.2961
-0.00850056,-72.7907
-0.0110075,-72.2857
-0.0141987,-71.781
-0.0182425,-71.2766
-0.0233435,-70.7725
-0.0297494,-70.2686
-0.0377578,-69.7649
-0.0477237,-69.2613
-0.0600693,-68.7579
-0.0752948,-68.2544
-0.0939845,-67.751
-0.116824,-67.2475
-0.144613,-66.7438
-0.178278,-66.2399
-0.218892,-65.7357
-0.267688,-65.2311
-0.326085,-64.726
-0.395703,-64.2203
-0.478396,-63.7137
-0.57627,-63.2062
-0.69173,-62.6976
-0.8275,-62.1877
-0.986675,-61.6761
-1.17276,-61.1627
-1.38973,-60.6472
-1.64208,-60.1292
-1.9349,-59.6082
-2.27395,-59.084
-2.66572,-58.5559
-3.11759,-58.0233
-3.63788,-57.4857
-4.236,-56.9422
-4.92259,-56.392
-5.7097,-55.8342
-6.61095,-55.2677
-7.64174,-54.6913
-8.81953,-54.1035
-10.1641,-53.5028
-11.6978,-52.8874
-13.4459,-52.2553
-15.4373,-51.6041
-17.7046,-50.9313
-20.2847,-50.2339
-23.2197,-49.5086
-26.5571,-48.7516
-30.351,-47.9585
-34.6628,-47.1245
-39.5622,-46.2442
-45.128,-45.3111
-51.45,-44.3181
-58.6297,-43.2573
-66.7818,-42.1195
-76.0341,-40.8942
-86.5264,-39.5699
-98.4831,-38.133
-112.175,-36.5677
-127.902,-34.855
-145.99,-32.9731
-166.695,-30.897
-190.017,-28.6001
-215.392,-26.0586
-241.436,-23.2581
-266.007,-20.2023
-286.699,-16.9179
-301.519,-13.4544
-309.348,-9.87686
-310.042,-6.25663
-304.259,-2.66213
-293.159,0.84774
-278.096,4.2271
-260.391,7.44379
-241.192,10.4778
-221.417,13.3191
-201.761,15.9647
-182.716,18.4174
-164.612,20.6838
-149.425,22.263
-135.297,23.6945
-122.262,24.9886
-110.311,26.1561
-99.4097,27.2074
-89.5037,28.1525
-80.5298,29.001
-72.4195,29.7619
-65.1032,30.4435
-58.5126,31.0533
-52.5822,31.5982
-47.2501,32.0846
-42.4589,32.5181
-38.1555,32.904
-34.2914,33.2469
-30.8224,33.551
-27.7082,33.82
-24.9128,34.0575
-22.4033,34.2664
-20.1504,34.4495
-18.1276,34.6093
-16.3111,34.7479
-14.6797,34.8675
-13.2142,34.9697
-11.8975,35.0562
-10.7143,35.1285
-9.65083,35.1878
-8.69477,35.2353
-7.8351,35.2721
-7.06195,35.2992
-6.36646,35.3173
-5.74069,35.3273
-5.17754,35.3299
-4.67064,35.3257
-4.21427,35.3152
-3.8033,35.299
-3.43315,35.2776
-3.09968,35.2513
-2.79921,35.2207
-2.5284,35.1859
-2.28428,35.1473
-2.06417,35.1052
-1.86567,35.06
-1.68662,35.0117
-1.52508,34.9606
-1.37931,34.907
-1.24774,34.8509
-1.12896,34.7927
-1.02171,34.7323
-0.92484,34.6701
-0.837337,34.606
-0.758276,34.5402
-0.686827,34.4728
-0.622243,34.4039
-0.563853,34.3337
-0.511052,34.2621
-0.463294,34.1893
-0.420089,34.1154
-0.380994,34.0404
-0.345611,33.9643
-0.313581,33.8873
-0.28458,33.8094
-0.258315,33.7307
-0.234524,33.6511
-0.212969,33.5708
-0.193436,33.4898
-0.175731,33.4081
-0.15968,33.3258
-0.145126,33.2429
-0.131925,33.1595
-0.11995,33.0755
-0.109085,32.9911
-0.099224,32.9062
-0.0902731,32.8208
-0.0821465,32.7351
-0.0747666,32.649
-0.0680635,32.5625
-0.0619738,32.4757
-0.0564403,32.3887
-0.0514112,32.3013
-0.0468395,32.2137
-0.0426828,32.1259
-0.0389026,32.0378
-0.0354642,31.9496
-0.032336,31.8612
-0.0294895,31.7726
-0.0268987,31.6839
-0.0245402,31.5951
-0.0223928,31.5062
-0.0204372,31.4172
-0.0186559,31.3281
-0.0170331,31.2389
-0.0155544,31.1497
-0.0142067,31.0605
-0.0129782,30.9713
-0.0118581,30.8821
-0.0108367,30.7929
-0.00990502,30.7037
-0.00905516,30.6145
-0.00827969,30.5254
-0.00757193,30.4364
-0.00692587,30.3474
-0.00633608,30.2585
-0.0057975,30.1697
-0.00530559,30.081
-0.00485624,29.9924
-0.00444571,29.9039
-0.00407057,29.8156
-0.00372768,29.7273
-0.00341426,29.6393
-0.00312771,29.5514
-0.00286568,29.4636
-0.00262602,29.376
-0.00240681,29.2886
-0.00220625,29.2014
-0.00202272,29.1144
-0.00185475,29.0275
-0.00170101,28.9409
-0.00156025,28.8545
-0.00143136,28.7682
-0.00131331,28.6823
-0.00120519,28.5965
-0.00110614,28.5109
-0.00101537,28.4257
-0.000932191,28.3406
-0.000855954,28.2558
-0.000786065,28.1712
-0.000721986,28.0869
-0.000663228,28.0029
-0.000609339,27.9191
-0.000559909,27.8356
-0.000514559,27.7523
-0.000472951,27.6693
-0.000434769,27.5866
-0.000399723,27.5042
-0.000367551,27.4221
-0.000338013,27.3402
-0.00031089,27.2587
-0.000285982,27.1774
-0.000263104,27.0964
-0.000242088,27.0158
-0.00022278,26.9354
-0.000205039,26.8553
-0.000188734,26.7756
-0.000173749,26.6961
-0.000159973,26.6169
-0.000147308,26.5381
-0.000135663,26.4595
-0.000124953,26.3813
-0.000115104,26.3034
-0.000106044,26.2258
-9.77094e-05,26.1485
-9.00413e-05,26.0716
-8.29849e-05,25.9949
-7.64905e-05,25.9186
-7.0513e-05,25.8426
-6.50096e-05,25.767
-5.99432e-05,25.6916
-5.52778e-05,25.6166
-5.09831e-05,25.5419
-4.7027e-05,25.4675
-4.33829e-05,25.3935
-4.00269e-05,25.3197
-3.69332e-05,25.2463
-3.40836e-05,25.1733
-3.14572e-05,25.1005
-2.90352e-05,25.0281
-2.68038e-05,24.9561
-2.4746e-05,24.8843
-2.28481e-05,24.8129
-2.10987e-05,24.7418
-1.94846e-05,24.671
-1.79961e-05,24.6006
-1.66232e-05,24.5305
-1.53559e-05,24.4607
-1.41874e-05,24.3913
-1.31088e-05,24.3222
-1.21132e-05,24.2534
-1.11947e-05,24.185
-1.03465e-05,24.1168
-9.56361e-06,24.049
-8.84096e-06,23.9816
-8.17336e-06,23.9144
-7.55717e-06,23.8476
-6.98805e-06,23.7812
-6.46218e-06,23.715
-5.97669e-06,23.6492
-5.52806e-06,23.5837
-5.11352e-06,23.5185
-4.73062e-06,23.4536
-4.37664e-06,23.3891
-4.04959e-06,23.3249
-3.74734e-06,23.261
-3.46781e-06,23.1975
-3.20956e-06,23.1342
-2.97075e-06,23.0713
-2.74989e-06,23.0087
-2.54575e-06,22.9465
-2.35689e-06,22.8845
-2.18225e-06,22.8229
-2.02075e-06,22.7615
-1.87127e-06,22.7005
-1.73308e-06,22.6399
-1.6052e-06,22.5795
-1.48683e-06,22.5194
-1.37736e-06,22.4597
-1.27602e-06,22.4002
-1.18222e-06,22.3411
-1.09543e-06,22.2823
-1.01505e-06,22.2238
-9.40673e-07,22.1656
-8.71811e-07,22.1077
-8.08024e-07,22.0501
-7.48993e-07,21.9928
-6.94313e-07,21.9358
-6.43664e-07,21.8792
-5.96773e-07,21.8228
-5.53321e-07,21.7667
-5.13078e-07,21.711
-4.75801e-07,21.6555
-4.41247e-07,21.6003
-4.0926e-07,21.5454
-3.79624e-07,21.4908
-3.52156e-07,21.4365
-3.26682e-07,21.3826
-3.03084e-07,21.3288
-2.81216e-07,21.2754
-2.60939e-07,21.2223
-2.4213e-07,21.1695
-2.24686e-07,21.1169
-2.08513e-07,21.0646
-1.93513e-07,21.0127
-1.79601e-07,20.961
-1.66697e-07,20.9095
-1.54723e-07,20.8584
-1.43617e-07,20.8076
-1.33317e-07,20.757
-1.23768e-07,20.7067
-1.14902e-07,20.6567
-1.06677e-07,20.6069
-9.90486e-08,20.5574
-9.19752e-08,20.5082
-8.54104e-08,20.4593
-7.93177e-08,20.4106
-7.36651e-08,20.3622
-6.84214e-08,20.3141
-6.35553e-08,20.2663
-5.90375e-08,20.2187
-5.48445e-08,20.1713
-5.09531e-08,20.1243
-4.73412e-08,20.0775
-4.39868e-08,20.0309
-4.08723e-08,19.9846
-3.79809e-08,19.9386
-3.52968e-08,19.8928
-3.28005e-08,19.8473
-3.0481e-08,19.802
-2.83259e-08,19.757
-2.63241e-08,19.7123
-2.44653e-08,19.6678
-2.27403e-08,19.6235
-2.11385e-08,19.5795
-1.96439e-08,19.5357
-1.82546e-08,19.4922
-1.69638e-08,19.4489
-1.57653e-08,19.4059
-1.46535e-08,19.3631
-1.36233e-08,19.3205
-1.26652e-08,19.2782
-1.17706e-08,19.2361
-1.09394e-08,19.1943
-1.01675e-08,19.1527
-9.45135e-09,19.1113
-8.78751e-09,19.0702
-8.17302e-09,19.0293
-7.59791e-09,18.9886
-7.06032e-09,18.9481
-6.55967e-09,18.9079
-6.09346e-09,18.8679
-5.65948e-09,18.8282
-5.25574e-09,18.7886
-4.88056e-09,18.7493
-4.53246e-09,18.7102
-4.2102e-09,18.6713
-3.91277e-09,18.6327
-3.63938e-09,18.5942
-3.37729e-09,18.556
-3.13039e-09,18.518
-2.9001e-09,18.4802
-2.68553e-09,18.4427
-2.48591e-09,18.4053
-2.30062e-09,18.3681
-2.12915e-09,18.3312
-1.97111e-09,18.2945
-1.82622e-09,18.258
-1.69432e-09,18.2216
-1.57532e-09,18.1855
-1.45773e-09,18.1496
-1.34746e-09,18.1139
-1.24528e-09,18.0784
-1.15077e-09,18.0431
-1.06353e-09,18.0081
-9.83204e-10,17.9732
-9.09491e-10,17.9385
-8.42103e-10,17.904
-7.80788e-10,17.8697
-7.25323e-10,17.8356
-6.75507e-10,17.8016
-6.27536e-10,17.7679
-5.83494e-10,17.7344
-5.43147e-10,17.7011
-5.06167e-10,17.6679
-4.72235e-10,17.635
-4.41031e-10,17.6022
-4.12239e-10,17.5696
-3.85544e-10,17.5372
-3.60631e-10,17.505
-3.37184e-10,17.473
-3.15006e-10,17.4411
-2.96372e-10,17.4095
-2.79215e-10,17.378
-2.63355e-10,17.3467
-2.48618e-10,17.3156
-2.34833e-10,17.2846
-2.21833e-10,17.2539
-2.09454e-10,17.2233
-1.97534e-10,17.1929
-1.85914e-10,17.1626
-1.74437e-10,17.1325
-1.63195e-10,17.1027
-1.5381e-10,17.0729
-1.44872e-10,17.0434
-1.36345e-10,17.014
-1.28197e-10,16.9848
-1.20405e-10,16.9557
-1.12953e-10,16.9268
-1.0583e-10,16.8981
-9.90308e-11,16.8696
-9.2556e-11,16.8412
-8.64118e-11,16.813
-8.0553e-11,16.7849
-7.47878e-11,16.757
-6.92929e-11,16.7293
-6.40766e-11,16.7017
-5.91501e-11,16.6743
-5.45277e-11,16.647
-5.02258e-11,16.6199
-4.62636e-11,16.5929
-4.26623e-11,16.5662
-3.94451e-11,16.5395
-3.66371e-11,16.513
-3.40747e-11,16.4867
-3.13708e-11,16.4605
-2.88977e-11,16.4345
-2.66473e-11,16.4086
-2.46099e-11,16.3829
-2.27748e-11,16.3573
-2.11298e-11,16.3319
-1.96615e-11,16.3066
-1.83549e-11,16.2814
-1.71935e-11,16.2564
-1.61593e-11,16.2316
-1.52717e-11,16.2069
-1.45603e-11,16.1823
-1.39548e-11,16.1579
-1.34374e-11,16.1336
-1.29886e-11,16.1095
-1.25882e-11,16.0855
-1.22144e-11,16.0616
-1.18444e-11,16.0379
-1.14542e-11,16.0143
-1.10185e-11,15.9909
-1.05109e-11,15.9676
-1.02357e-11,15.9444
-1.03796e-11,15.9214
-1.05963e-11,15.8985
-1.08759e-11,15.8757
-1.12066e-11,15.8531
-1.15756e-11,15.8306
-1.19684e-11,15.8082
-1.23691e-11,15.786
-1.27602e-11,15.7639
-1.31228e-11,15.7419
-1.34362e-11,15.7201
-1.36784e-11,15.6983
-1.38258e-11,15.6768
-1.38531e-11,15.6553
-1.37337e-11,15.6339
-1.34394e-11,15.6127
-1.29405e-11,15.5916
-1.2661e-11,15.5707
-1.31181e-11,15.5498
-1.35822e-11,15.5291
-1.40452e-11,15.5085
-1.44986e-11,15.4881
-1.49325e-11,15.4677
-1.53368e-11,15.4475
-1.57e-11,15.4274
-1.60101e-11,15.4074
-1.62542e-11,15.3875
-1.64184e-11,15.3677
-1.64884e-11,15.3481
-1.64485e-11,15.3286
-1.62828e-11,15.3092
-1.59742e-11,15.2899
-1.55051e-11,15.2707
-1.4857e-11,15.2517
-1.42496e-11,15.2327
-1.42263e-11,15.2139
-1.41808e-11,15.1952
-1.41113e-11,15.1766
-1.40157e-11,15.1581
-1.38918e-11,15.1397
-1.37372e-11,15.1214
-1.35495e-11,15.1033
-1.33259e-11,15.0852
-1.30637e-11,15.0673
-1.27601e-11,15.0494
-1.24118e-11,15.0317
-1.20159e-11,15.0141
-1.15689e-11,14.9966
-1.10674e-11,14.9792
-1.0508e-11,14.9619
-9.88676e-12,14.9447
-9.24781e-12,14.9276
-8.82265e-12,14.9106
-8.3934e-12,14.8937
-7.96213e-12,14.8769
-7.53099e-12,14.8602
-7.10217e-12,14.8437
-6.67792e-12,14.8272
-6.26056e-12,14.8108
-5.85245e-12,14.7946
-5.45598e-12,14.7784
-5.07359e-12,14.7623
-4.70777e-12,14.7463
-4.36104e-12,14.7305
-4.03594e-12,14.7147
-3.73504e-12,14.699
-3.46095e-12,14.6834
-3.21629e-12,14.6679
-2.99767e-12,14.6526
-2.71481e-12,14.6373
-2.44707e-12,14.6221
-2.1951e-12,14.607
-1.95953e-12,14.592
-1.74092e-12,14.5771
-1.5398e-12,14.5622
-1.35664e-12,14.5475
-1.19187e-12,14.5329
-1.04585e-12,14.5183
-9.18933e-13,14.5039
-8.11388e-13,14.4895
-7.23458e-13,14.4753
-6.55335e-13,14.4611
-6.0717e-13,14.447
-5.79067e-13,14.433
-5.71089e-13,14.4191
-5.83258e-13,14.4053
-5.70883e-13,14.3916
-5.67222e-13,14.3779
-5.72694e-13,14.3644
-5.86223e-13,14.3509
-6.0667e-13,14.3375
-6.32834e-13,14.3242
-6.63455e-13,14.311
-6.97213e-13,14.2979
-7.32737e-13,14.2849
-7.68598e-13,14.2719
-8.03317e-13,14.2591
-8.35368e-13,14.2463
-8.63174e-13,14.2336
-8.85116e-13,14.221
-8.99529e-13,14.2084
-9.04708e-13,14.196
-8.98912e-13,14.1836
-9.34528e-13,14.1713
-9.76488e-13,14.1591
-1.01672e-12,14.147
-1.05464e-12,14.1349
-1.08965e-12,14.123
-1.12117e-12,14.1111
-1.14863e-12,14.0993
-1.17146e-12,14.0876
-1.18911e-12,14.0759
-1.20104e-12,14.0644
-1.2067e-12,14.0529
-1.20557e-12,14.0415
-1.19715e-12,14.0301
-1.18092e-12,14.0189
-1.15639e-12,14.0077
-1.12309e-12,13.9966
-1.08055e-12,13.9856
-1.05395e-12,13.9746
-1.03134e-12,13.9637
-1.00604e-12,13.9529
-9.78327e-13,13.9422
-9.48497e-13,13.9316
-9.16897e-13,13.921
-8.83895e-13,13.9105
-8.49893e-13,13.9
-8.15321e-13,13.8897
-7.80637e-13,13.8794
-7.46326e-13,13.8692
-7.12901e-13,13.8591
-6.80899e-13,13.849
-6.50884e-13,13.839
-6.23441e-13,13.8291
-5.9918e-13,13.8192
-5.78731e-13,13.8094
-5.4859e-13,13.7997
-5.12753e-13,13.7901
-4.7775e-13,13.7805
-4.43847e-13,13.771
-4.11317e-13,13.7615
-3.80437e-13,13.7522
-3.51487e-13,13.7429
-3.24752e-13,13.7336
-3.00519e-13,13.7245
-2.79076e-13,13.7154
-2.60718e-13,13.7064
-2.45736e-13,13.6974
-2.34429e-13,13.6885
-2.27092e-13,13.6797
-2.24025e-13,13.6709
-2.25528e-13,13.6622
-2.319e-13,13.6536
-2.33149e-13,13.645
-2.29034e-13,13.6365
-2.26416e-13,13.6281
-2.25216e-13,13.6197
-2.25338e-13,13.6114
-2.26679e-13,13.6032
-2.29121e-13,13.595
-2.32538e-13,13.5869
-2.3679e-13,13.5788
-2.41729e-13,13.5708
-2.47196e-13,13.5629
-2.5302e-13,13.555
-2.59022e-13,13.5472
-2.65013e-13,13.5395
-2.70794e-13,13.5318
-2.76158e-13,13.5242
-2.80887e-13,13.5166
-2.87395e-13,13.5091
-2.9666e-13,13.5017
-3.05918e-13,13.4943
-3.15041e-13,13.487
-3.23896e-13,13.4797
-3.32346e-13,13.4725
-3.40249e-13,13.4654
-3.47464e-13,13.4583
-3.53843e-13,13.4513
-3.59236e-13,13.4443
-3.63491e-13,13.4374
-3.66452e-13,13.4305
-3.67963e-13,13.4237
-3.67862e-13,13.417
-3.6599e-13,13.4103
-3.62181e-13,13.4037
-3.56271e-13,13.3971
-3.51231e-13,13.3906
-3.50289e-13,13.3842
-3.48745e-13,13.3778
-3.46612e-13,13.3715
-3.43907e-13,13.3652
-3.4065e-13,13.3589
-3.36867e-13,13.3528
-3.32588e-13,13.3467
-3.27847e-13,13.3406
-3.22682e-13,13.3346
-3.17136e-13,13.3286
-3.11255e-13,13.3227
-3.05092e-13,13.3169
-2.987e-13,13.3111
-2.92138e-13,13.3054
-2.85468e-13,13.2997
-2.78756e-13,13.294
-2.71792e-13,13.2884
-2.64046e-13,13.2829
-2.56234e-13,13.2774
-2.48413e-13,13.272
-2.40641e-13,13.2666
-2.32981e-13,13.2613
-2.25497e-13,13.2561
-2.18254e-13,13.2508
-2.11321e-13,13.2457
-2.04767e-13,13.2405
-1.98664e-13,13.2355
-1.93085e-13,13.2305
-1.88105e-13,13.2255
-1.838e-13,13.2206
-1.80248e-13,13.2157
-1.77529e-13,13.2109
-1.75722e-13,13.2061
-1.7426e-13,13.2014
-1.70361e-13,13.1967
-1.66741e-13,13.1921
-1.63404e-13,13.1875
-1.60353e-13,13.183
-1.57587e-13,13.1785
-1.55106e-13,13.1741
-1.52906e-13,13.1697
-1.50983e-13,13.1654
-1.49332e-13,13.1611
-1.47944e-13,13.1569
-1.46812e-13,13.1527
-1.45924e-13,13.1485
-1.45269e-13,13.1444
-1.44833e-13,13.1404
-1.44603e-13,13.1364
-1.44562e-13,13.1324
-1.44684e-13,13.1285
-1.44826e-13,13.1246
-1.45071e-13,13.1208
-1.45395e-13,13.117
-1.45772e-13,13.1133
-1.46176e-13,13.1096
-1.46579e-13,13.106
-1.46953e-13,13.1024
-1.47266e-13,13.0988
-1.47489e-13,13.0953
-1.47588e-13,13.0918
-1.4753e-13,13.0884
-1.47281e-13,13.085
-1.46806e-13,13.0817
-1.46068e-13,13.0784
-1.4503e-13,13.0752
-1.43655e-13,13.0719
-1.41903e-13,13.0688
-1.41427e-13,13.0657
-1.40902e-13,13.0626
-1.40289e-13,13.0595
-1.39583e-13,13.0566
-1.3878e-13,13.0536
-1.37876e-13,13.0507
-1.36865e-13,13.0478
-1.35745e-13,13.045
-1.34514e-13,13.0422
-1.33168e-13,13.0395
-1.31706e-13,13.0368
-1.30126e-13,13.0341
-1.28428e-13,13.0315
-1.26612e-13,13.0289
-1.24676e-13,13.0263
-1.22623e-13,13.0238
-1.20453e-13,13.0214
-1.18461e-13,13.019
-1.16465e-13,13.0166
-1.14437e-13,13.0142
-1.12388e-13,13.0119
-1.10328e-13,13.0097
-1.08268e-13,13.0074
-1.06221e-13,13.0052
-1.04198e-13,13.0031
-1.02214e-13,13.001
-1.0028e-13,12.9989
-9.84115e-14,12.9969
-9.66231e-14,12.9949
-9.49296e-14,12.9929
-9.33466e-14,12.991
-9.18901e-14,12.9891
-9.05764e-14,12.9873
-8.94223e-14,12.9855
-8.75319e-14,12.9837
-8.53942e-14,12.982
-8.32472e-14,12.9803
-8.10974e-14,12.9786
-7.89516e-14,12.977
-7.68174e-14,12.9754
-7.47029e-14,12.9738
-7.26165e-14,12.9723
-7.05673e-14,12.9708
-6.8565e-14,12.9694
-6.66197e-14,12.968
-6.47418e-14,12.9666
-6.29426e-14,12.9653
-6.12334e-14,12.964
-5.96263e-14,12.9627
-5.81338e-14,12.9615
-5.67686e-14,12.9603
-5.55442e-14,12.9591
-5.44741e-14,12.958
-5.35725e-14,12.9569
-5.28539e-14,12.9558
-5.23334e-14,12.9548
-5.20262e-14,12.9538
-5.19482e-14,12.9529
-5.21156e-14,12.9519
-5.23461e-14,12.951
-5.10763e-14,12.9502
-4.98263e-14,12.9494
-4.85984e-14,12.9486
-4.73951e-14,12.9478
-4.6219e-14,12.9471
-4.5073e-14,12.9464
-4.396e-14,12.9457
-4.28835e-14,12.9451
-4.18468e-14,12.9445
-4.08535e-14,12.9439
-3.99074e-14,12.9434
-3.90125e-14,12.9429
-3.81729e-14,12.9425
-3.7393e-14,12.942
-3.66772e-14,12.9416
-3.60302e-14,12.9412
-3.54569e-14,12.9409
-3.49621e-14,12.9406
-3.4551e-14,12.9403
-3.42288e-14,12.9401
-3.40011e-14,12.9398
-3.38734e-14,12.9397
-3.38515e-14,12.9395
-3.39413e-14,12.9394
-3.41489e-14,12.9393
-3.41273e-14,12.9392
-3.36965e-14,12.9392
-3.32844e-14,12.9392
-3.28911e-14,12.9392
-3.25169e-14,12.9393
-3.21619e-14,12.9393
-3.18264e-14,12.9394
-3.15107e-14,12.9396
-3.12153e-14,12.9398
-3.09405e-14,12.94
-3.06867e-14,12.9402
-3.04544e-14,12.9405
-3.02443e-14,12.9407
-3.00567e-14,12.9411
-2.98924e-14,12.9414
-2.9752e-14,12.9418
-2.96361e-14,12.9422
-2.95455e-14,12.9426
-2.94809e-14,12.9431
-2.94432e-14,12.9435
-2.94331e-14,12.944
-2.94515e-14,12.9446
-2.94994e-14,12.9452
-2.95777e-14,12.9458
-2.96874e-14,12.9464
-2.98294e-14,12.947
-2.9821e-14,12.9477
-2.976e-14,12.9484
-2.96992e-14,12.9491
-2.96379e-14,12.9499
-2.95751e-14,12.9507
-2.95102e-14,12.9515
-2.94422e-14,12.9523
-2.93703e-14,12.9532
-2.92937e-14,12.9541
-2.92115e-14,12.955
-2.91228e-14,12.9559
-2.9027e-14,12.9569
-2.8923e-14,12.9579
-2.88101e-14,12.9589
-2.86874e-14,12.9599
-2.85541e-14,12.961
-2.84093e-14,12.9621
-2.82522e-14,12.9632
-2.80819e-14,12.9644
-2.78977e-14,12.9655
-2.76986e-14,12.9667
-2.74839e-14,12.9679
-2.72526e-14,12.9692
-2.70041e-14,12.9705
-2.67374e-14,12.9717
-2.64601e-14,12.9731
-2.62554e-14,12.9744
-2.60442e-14,12.9758
-2.58265e-14,12.9772
-2.56022e-14,12.9786
-2.53716e-14,12.98
-2.51346e-14,12.9815
-2.48914e-14,12.983
-2.46419e-14,12.9845
-2.43865e-14,12.986
-2.41251e-14,12.9875
-2.38579e-14,12.9891
-2.35852e-14,12.9907
-2.33071e-14,12.9923
-2.30238e-14,12.994
-2.27354e-14,12.9957
-2.24423e-14,12.9973
-2.21447e-14,12.9991
-2.18429e-14,13.0008
-2.1537e-14,13.0026
-2.12274e-14,13.0043
-2.09144e-14,13.0061
-2.05983e-14,13.008
-2.02794e-14,13.0098
-1.9958e-14,13.0117
-1.96346e-14,13.0136
-1.93138e-14,13.0155
-1.8999e-14,13.0174
-1.86848e-14,13.0194
-1.83717e-14,13.0214
-1.80602e-14,13.0234
-1.77506e-14,13.0254
-1.74437e-14,13.0274
-1.71397e-14,13.0295
-1.68393e-14,13.0316
-1.6543e-14,13.0337
-1.62512e-14,13.0358
-1.59645e-14,13.0379
-1.56835e-14,13.0401
-1.54085e-14,13.0423
-1.51402e-14,13.0445
-1.48791e-14,13.0467
-1.46257e-14,13.049
-1.43806e-14,13.0513
-1.41442e-14,13.0535
-1.39171e-14,13.0559
-1.36999e-14,13.0582
-1.3493e-14,13.0605
-1.3297e-14,13.0629
-1.31125e-14,13.0653
-1.29399e-14,13.0677
-1.27799e-14,13.0701
-1.25863e-14,13.0726
-1.23824e-14,13.075
-1.21835e-14,13.0775
-1.19897e-14,13.08
-1.18009e-14,13.0825
-1.16171e-14,13.0851
-1.14385e-14,13.0876
-1.1265e-14,13.0902
-1.10967e-14,13.0928
-1.09335e-14,13.0954
-1.07754e-14,13.0981
-1.06224e-14,13.1007
-1.04745e-14,13.1034
-1.03317e-14,13.1061
-1.0194e-14,13.1088
-1.00614e-14,13.1115
-9.93375e-15,13.1143
-9.81112e-15,13.117
-9.69345e-15,13.1198
-9.58071e-15,13.1226
-9.47287e-15,13.1254
-9.36988e-15,13.1282
-9.27171e-15,13.1311
-9.17832e-15,13.134
-9.08967e-15,13.1368
-9.00493e-15,13.1397
-8.91291e-15,13.1427
-8.82359e-15,13.1456
-8.73677e-15,13.1485
-8.65227e-15,13.1515
-8.56988e-15,13.1545
-8.4894e-15,13.1575
-8.41063e-15,13.1605
-8.33334e-15,13.1636
-8.25731e-15,13.1666
-8.18231e-15,13.1697
-8.10811e-15,13.1728
