environment | time (second),solute_concentrations | C_m_Na (mmol_per_cm3)
276,85.5093
277,85.3413
278,85.1736
279,85.0062
280,84.8394
281,84.6726
282,84.5064
283,84.3408
284,84.1752
285,84.0102
286,83.8455
287,83.6811
288,83.517
289,83.3535
290,83.1903
291,83.0274
292,82.8648
293,82.7025
294,82.5408
295,82.3794
296,82.2183
297,82.0575
298,81.8973
299,81.7374
300,81.5778
301,81.4185
302,81.2595
303,81.1011
304,80.9427
305,80.7849
306,80.6274
307,80.4702
308,80.3136
309,80.157
310,80.001
311,79.8453
312,79.6899
313,79.5348
314,79.3803
315,79.2258
316,79.0719
317,78.9183
318,78.765
319,78.612
320,78.4596
321,78.3072
322,78.1554
323,78.0036
324,77.8524
325,77.7015
326,77.5512
327,77.4009
328,77.2509
329,77.1015
330,76.9521
331,76.8033
332,76.6548
333,76.5066
334,76.3587
335,76.2111
336,76.0641
337,75.9171
338,75.7707
339,75.6243
340,75.4785
341,75.333
342,75.1878
343,75.0429
344,74.8983
345,74.754
346,74.61
347,74.4666
348,74.3232
349,74.1804
350,74.0376
351,73.8954
352,73.7535
353,73.6116
354,73.4703
355,73.3293
356,73.1886
357,73.0482
358,72.9081
359,72.7683
360,72.6288
361,72.4899
362,72.351
363,72.2124
364,72.0741
365,71.9364
366,71.7987
367,71.6616
368,71.5245
369,71.388
370,71.2515
371,71.1156
372,70.9797
373,70.8444
374,70.7091
375,70.5744
376,70.44
377,70.3056
378,70.1718
379,70.0383
380,69.9048
381,69.7719
382,69.6393
383,69.5067
384,69.3747
385,69.243
386,69.1113
387,68.9802
388,68.8491
389,68.7186
390,68.5884
391,68.4582
392,68.3286
393,68.199
394,68.07
395,67.941
396,67.8123
397,67.6842
398,67.5561
399,67.4286
400,67.3011
401,67.1739
402,67.047
403,66.9204
404,66.7941
405,66.6681
406,66.5424
407,66.417
408,66.2919
409,66.1671
410,66.0426
411,65.9184
412,65.7942
413,65.6706
414,65.547
415,65.424
416,65.301
417,65.1783
418,65.0559
419,64.9341
420,64.8123
421,64.6908
422,64.5693
423,64.4484
424,64.3278
425,64.2075
426,64.0872
427,63.9672
428,63.8478
429,63.7284
430,63.6093
431,63.4905
432,63.372
433,63.2538
434,63.1356
435,63.018
436,62.9007
437,62.7834
438,62.6664
439,62.5497
440,62.4333
441,62.3172
442,62.2014
443,62.0856
444,61.9704
445,61.8552
446,61.7406
447,61.626
448,61.5117
449,61.3974
450,61.2837
451,61.1703
452,61.0569
453,60.9438
454,60.831
455,60.7185
456,60.6063
457,60.4944
458,60.3825
459,60.2709
460,60.1599
461,60.0489
462,59.9379
463,59.8275
464,59.7174
465,59.6073
466,59.4975
467,59.388
468,59.2788
469,59.1699
470,59.061
471,58.9524
472,58.8444
473,58.7364
474,58.6284
475,58.521
476,58.4136
477,58.3065
478,58.1997
479,58.0932
480,57.987
481,57.8808
482,57.7749
483,57.6693
484,57.564
485,57.459
486,57.354
487,57.2493
488,57.1449
489,57.0408
490,56.937
491,56.8332
492,56.7297
493,56.6265
494,56.5236
495,56.4207
496,56.3181
497,56.2158
498,56.1138
499,56.0121
500,55.9104
501,55.809
502,55.7079
503,55.6071
504,55.5063
505,55.4058
506,55.3056
507,55.2057
508,55.1058
509,55.0062
510,54.9069
511,54.8079
512,54.7089
513,54.6105
514,54.5121
515,54.4137
516,54.3159
517,54.2181
518,54.1206
519,54.0231
520,53.9262
521,53.8293
522,53.7327
523,53.6361
524,53.5398
525,53.4438
526,53.3481
527,53.2527
528,53.1573
529,53.0622
530,52.9671
531,52.8726
532,52.7781
533,52.6839
534,52.5897
535,52.4958
536,52.4022
537,52.3089
538,52.2156
539,52.1226
540,52.0299
541,51.9375
542,51.8451
543,51.753
544,51.6609
545,51.5694
546,51.4776
547,51.3864
548,51.2952
549,51.2043
550,51.1137
551,51.0234
552,50.9331
553,50.8428
554,50.7531
555,50.6634
556,50.574
557,50.4846
558,50.3958
559,50.3067
560,50.2182
561,50.1297
562,50.0415
563,49.9536
564,49.8657
565,49.7781
566,49.6905
567,49.6032
568,49.5162
569,49.4295
570,49.3428
571,49.2564
572,49.17
573,49.0839
574,48.9981
575,48.9126
576,48.8271
577,48.7419
578,48.6567
579,48.5718
580,48.4872
581,48.4026
582,48.3183
583,48.2343
584,48.1503
585,48.0666
586,47.9829
587,47.8998
588,47.8164
589,47.7336
590,47.6508
591,47.5683
592,47.4858
593,47.4036
594,47.3214
595,47.2398
596,47.1579
597,47.0766
598,46.9953
599,46.9143
600,46.8333
601,46.7526
602,46.6719
603,46.5915
604,46.5114
605,46.4316
606,46.3518
607,46.272
608,46.1925
609,46.1133
610,46.0341
611,45.9552
612,45.8766
613,45.798
614,45.7197
615,45.6414
616,45.5634
617,45.4857
618,45.408
619,45.3306
620,45.2532
621,45.1761
622,45.0993
623,45.0225
624,44.9457
625,44.8695
626,44.7933
627,44.7171
628,44.6412
629,44.5656
630,44.49
631,44.4147
632,44.3394
633,44.2644
634,44.1894
635,44.1147
636,44.0403
637,43.9659
638,43.8918
639,43.8177
640,43.7439
641,43.6701
642,43.5966
643,43.5234
644,43.4502
645,43.3773
646,43.3044
647,43.2318
648,43.1592
649,43.0869
650,43.0146
651,42.9426
652,42.8709
653,42.7992
654,42.7278
655,42.6564
656,42.5853
657,42.5142
658,42.4434
659,42.3726
660,42.3021
661,42.2316
662,42.1614
663,42.0915
664,42.0216
665,41.9517
666,41.8821
667,41.8128
668,41.7435
669,41.6745
670,41.6055
671,41.5368
672,41.4681
673,41.3997
674,41.3313
675,41.2632
676,41.1951
677,41.1273
678,41.0598
679,40.9923
680,40.9248
681,40.8576
682,40.7907
683,40.7235
684,40.6569
685,40.5903
686,40.5237
687,40.4574
688,40.3914
689,40.3254
690,40.2597
691,40.194
692,40.1283
693,40.0629
694,39.9978
695,39.9327
696,39.8676
697,39.8028
698,39.7383
699,39.6738
700,39.6093
701,39.5451
702,39.4812
703,39.4173
704,39.3534
705,39.2898
706,39.2265
707,39.1632
708,39.0999
709,39.0369
710,38.9739
711,38.9112
712,38.8488
713,38.7861
714,38.724
715,38.6619
716,38.5998
717,38.538
718,38.4762
719,38.4144
720,38.3532
721,38.2917
722,38.2305
723,38.1696
724,38.1087
725,38.0478
726,37.9872
727,37.9269
728,37.8666
729,37.8063
730,37.7463
731,37.6863
732,37.6266
733,37.5669
734,37.5075
735,37.4481
736,37.3887
737,37.3296
738,37.2708
739,37.212
740,37.1532
741,37.0947
742,37.0362
743,36.978
744,36.9198
745,36.8619
746,36.804
747,36.7461
748,36.6885
749,36.6312
750,36.5736
751,36.5166
752,36.4593
753,36.4026
754,36.3456
755,36.2889
756,36.2325
757,36.1761
758,36.1197
759,36.0636
760,36.0075
761,35.9514
762,35.8956
763,35.8401
764,35.7846
765,35.7291
766,35.6739
767,35.6187
768,35.5638
769,35.5089
770,35.454
771,35.3994
772,35.3448
773,35.2905
774,35.2362
775,35.1822
776,35.1282
777,35.0742
778,35.0205
779,34.9668
780,34.9134
781,34.86
782,34.8066
783,34.7535
784,34.7004
785,34.6476
786,34.5948
787,34.542
788,34.4895
789,34.4373
790,34.3848
791,34.3326
792,34.2807
793,34.2288
794,34.1769
795,34.1253
796,34.0737
797,34.0221
798,33.9708
799,33.9195
800,33.8685
801,33.8175
802,33.7668
803,33.7158
804,33.6654
805,33.6147
806,33.5643
807,33.5142
808,33.4641
809,33.414
810,33.3639
811,33.3141
812,33.2646
813,33.2148
814,33.1653
815,33.1161
816,33.0669
817,33.0177
818,32.9688
819,32.9199
820,32.871
821,32.8224
822,32.7738
823,32.7252
824,32.6769
825,32.6286
826,32.5806
827,32.5326
828,32.4846
829,32.4369
830,32.3892
831,32.3418
832,32.2944
833,32.247
834,32.1996
835,32.1525
836,32.1054
837,32.0586
838,32.0118
839,31.9653
840,31.9185
841,31.872
842,31.8258
843,31.7796
844,31.7334
845,31.6872
846,31.6413
847,31.5954
848,31.5498
849,31.5042
850,31.4586
851,31.4133
852,31.368
853,31.3227
854,31.2777
855,31.2327
856,31.1877
857,31.143
858,31.0983
859,31.0539
860,31.0092
861,30.9651
862,30.9207
863,30.8766
864,30.8325
865,30.7884
866,30.7446
867,30.7008
868,30.6573
869,30.6138
870,30.5703
871,30.5268
872,30.4836
873,30.4404
874,30.3975
875,30.3546
876,30.3117
877,30.2691
878,30.2262
879,30.1839
880,30.1413
881,30.099
882,30.0567
883,30.0147
884,29.97249
885,29.93055
886,29.88867
887,29.84691
888,29.80524
889,29.76369
890,29.7222
891,29.68083
892,29.63955
893,29.59836
894,29.55726
895,29.51628
896,29.47539
897,29.43456
898,29.39388
899,29.35326
900,29.31273
901,29.27232
902,29.23197
903,29.19174
904,29.1516
905,29.11155
906,29.07159
907,29.03172
908,28.99194
909,28.95225
910,28.91268
911,28.87317
912,28.83378
913,28.79445
914,28.75524
915,28.71612
916,28.67706
917,28.63812
918,28.59927
919,28.56051
920,28.52184
921,28.48323
922,28.44474
923,28.40634
924,28.36803
925,28.32978
926,28.29165
927,28.25361
928,28.21563
929,28.17777
930,28.13997
931,28.10229
932,28.06467
933,28.02714
934,27.98973
935,27.95238
936,27.91512
937,27.87795
938,27.84084
939,27.80385
940,27.76692
941,27.73011
942,27.69336
943,27.6567
944,27.62013
945,27.58365
946,27.54726
947,27.51093
948,27.47469
949,27.43854
950,27.40248
951,27.36651
952,27.33063
953,27.29481
954,27.25908
955,27.22344
956,27.18786
957,27.1524
958,27.117
959,27.08169
960,27.04647
961,27.01131
962,26.97624
963,26.94126
964,26.90637
965,26.87154
966,26.8368
967,26.80215
968,26.76756
969,26.73306
970,26.69865
971,26.6643
972,26.63004
973,26.59587
974,26.56179
975,26.52777
976,26.49384
977,26.45997
978,26.42619
979,26.3925
980,26.35887
981,26.32533
982,26.29185
983,26.25849
984,26.22516
985,26.19195
986,26.1588
987,26.12571
988,26.09271
989,26.0598
990,26.02695
991,25.99419
992,25.96149
993,25.92888
994,25.89633
995,25.86387
996,25.8315
997,25.79919
998,25.76694
999,25.73478
1000,25.70271
