environment | time (second),Concentrations | C_ext_H (mM),Concentrations | C_ext_Na (mM),Concentrations | C_ext_Na' (mM/second),Concentrations | C_ext_NH4 (mM),Concentrations | C_int_H (mM),Concentrations | C_int_Na (mM),Concentrations | C_int_NH4 (mM),NHE3 | alpha_ext_Na (dimensionless),NHE3 | alpha_int_Na (dimensionless),NHE3 | beta_ext_H (dimensionless),NHE3 | beta_int_H (dimensionless),NHE3 | gamma_ext_NH4 (dimensionless),NHE3 | gamma_int_NH4 (dimensionless),NHE3 | J_NHE3_H (nmol_per_s_per_cm2),NHE3 | J_NHE3_Na (nmol_per_s_per_cm2),NHE3 | J_NHE3_NH4 (nmol_per_s_per_cm2),NHE3 | sum_NHE3 (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_H (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_Na (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_NH4 (nmol_per_s_per_cm2),NHE3_Parameters | K_NHE3_H (mM),NHE3_Parameters | K_NHE3_Na (mM),NHE3_Parameters | K_NHE3_NH4 (mM),NHE3_Parameters | XTxP0_NHE3_H (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_Na (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_NH4 (nmol_per_s_per_cm2),,,,,,NHE3 | C_ext_Na (mM),NHE3 | C_int_Na (mM)
0.741,0.0495,147.41,10,0.2,0.001,19.6,0.23,4.91367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2014,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.41,19.6
0.742,0.0495,147.42,10,0.2,0.001,19.6,0.23,4.914,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2014,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.42,19.6
0.743,0.0495,147.43,10,0.2,0.001,19.6,0.23,4.91433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2014,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.43,19.6
0.744,0.0495,147.44,10,0.2,0.001,19.6,0.23,4.91467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2015,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.44,19.6
0.745,0.0495,147.45,10,0.2,0.001,19.6,0.23,4.915,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2015,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.45,19.6
0.746,0.0495,147.46,10,0.2,0.001,19.6,0.23,4.91533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2015,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.46,19.6
0.747,0.0495,147.47,10,0.2,0.001,19.6,0.23,4.91567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2015,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.47,19.6
0.748,0.0495,147.48,10,0.2,0.001,19.6,0.23,4.916,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2016,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.48,19.6
0.749,0.0495,147.49,10,0.2,0.001,19.6,0.23,4.91633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2016,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.49,19.6
0.75,0.0495,147.5,10,0.2,0.001,19.6,0.23,4.91667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2016,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.5,19.6
0.751,0.0495,147.51,10,0.2,0.001,19.6,0.23,4.917,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2016,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.51,19.6
0.752,0.0495,147.52,10,0.2,0.001,19.6,0.23,4.91733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2016,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.52,19.6
0.753,0.0495,147.53,10,0.2,0.001,19.6,0.23,4.91767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2017,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.53,19.6
0.754,0.0495,147.54,10,0.2,0.001,19.6,0.23,4.918,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2017,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.54,19.6
0.755,0.0495,147.55,10,0.2,0.001,19.6,0.23,4.91833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2017,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.55,19.6
0.756,0.0495,147.56,10,0.2,0.001,19.6,0.23,4.91867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2017,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.56,19.6
0.757,0.0495,147.57,10,0.2,0.001,19.6,0.23,4.919,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2017,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.57,19.6
0.758,0.0495,147.58,10,0.2,0.001,19.6,0.23,4.91933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2018,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.58,19.6
0.759,0.0495,147.59,10,0.2,0.001,19.6,0.23,4.91967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2018,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.59,19.6
0.76,0.0495,147.6,10,0.2,0.001,19.6,0.23,4.92,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2018,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.6,19.6
0.761,0.0495,147.61,10,0.2,0.001,19.6,0.23,4.92033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2018,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.61,19.6
0.762,0.0495,147.62,10,0.2,0.001,19.6,0.23,4.92067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.51E-05,-8.50E-07,21.2019,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.62,19.6
0.763,0.0495,147.63,10,0.2,0.001,19.6,0.23,4.921,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2019,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.63,19.6
0.764,0.0495,147.64,10,0.2,0.001,19.6,0.23,4.92133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2019,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.64,19.6
0.765,0.0495,147.65,10,0.2,0.001,19.6,0.23,4.92167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2019,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.65,19.6
0.766,0.0495,147.66,10,0.2,0.001,19.6,0.23,4.922,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2019,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.66,19.6
0.767,0.0495,147.67,10,0.2,0.001,19.6,0.23,4.92233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.202,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.67,19.6
0.768,0.0495,147.68,10,0.2,0.001,19.6,0.23,4.92267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.202,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.68,19.6
0.769,0.0495,147.69,10,0.2,0.001,19.6,0.23,4.923,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.202,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.69,19.6
0.77,0.0495,147.7,10,0.2,0.001,19.6,0.23,4.92333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.202,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.7,19.6
0.771,0.0495,147.71,10,0.2,0.001,19.6,0.23,4.92367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2021,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.71,19.6
0.772,0.0495,147.72,10,0.2,0.001,19.6,0.23,4.924,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2021,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.72,19.6
0.773,0.0495,147.73,10,0.2,0.001,19.6,0.23,4.92433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2021,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.73,19.6
0.774,0.0495,147.74,10,0.2,0.001,19.6,0.23,4.92467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2021,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.74,19.6
0.775,0.0495,147.75,10,0.2,0.001,19.6,0.23,4.925,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2021,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.75,19.6
0.776,0.0495,147.76,10,0.2,0.001,19.6,0.23,4.92533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2022,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.76,19.6
0.777,0.0495,147.77,10,0.2,0.001,19.6,0.23,4.92567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2022,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.77,19.6
0.778,0.0495,147.78,10,0.2,0.001,19.6,0.23,4.926,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2022,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.78,19.6
0.779,0.0495,147.79,10,0.2,0.001,19.6,0.23,4.92633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2022,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.79,19.6
0.78,0.0495,147.8,10,0.2,0.001,19.6,0.23,4.92667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2022,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.8,19.6
0.781,0.0495,147.81,10,0.2,0.001,19.6,0.23,4.927,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2023,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.81,19.6
0.782,0.0495,147.82,10,0.2,0.001,19.6,0.23,4.92733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2023,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.82,19.6
0.783,0.0495,147.83,10,0.2,0.001,19.6,0.23,4.92767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2023,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.83,19.6
0.784,0.0495,147.84,10,0.2,0.001,19.6,0.23,4.928,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2023,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.84,19.6
0.785,0.0495,147.85,10,0.2,0.001,19.6,0.23,4.92833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2024,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.85,19.6
0.786,0.0495,147.86,10,0.2,0.001,19.6,0.23,4.92867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2024,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.86,19.6
0.787,0.0495,147.87,10,0.2,0.001,19.6,0.23,4.929,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2024,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.87,19.6
0.788,0.0495,147.88,10,0.2,0.001,19.6,0.23,4.92933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2024,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.88,19.6
0.789,0.0495,147.89,10,0.2,0.001,19.6,0.23,4.92967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2024,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.89,19.6
0.79,0.0495,147.9,10,0.2,0.001,19.6,0.23,4.93,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2025,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.9,19.6
0.791,0.0495,147.91,10,0.2,0.001,19.6,0.23,4.93033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2025,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.91,19.6
0.792,0.0495,147.92,10,0.2,0.001,19.6,0.23,4.93067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2025,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.92,19.6
0.793,0.0495,147.93,10,0.2,0.001,19.6,0.23,4.931,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2025,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.93,19.6
0.794,0.0495,147.94,10,0.2,0.001,19.6,0.23,4.93133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2026,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.94,19.6
0.795,0.0495,147.95,10,0.2,0.001,19.6,0.23,4.93167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2026,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.95,19.6
0.796,0.0495,147.96,10,0.2,0.001,19.6,0.23,4.932,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2026,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.96,19.6
0.797,0.0495,147.97,10,0.2,0.001,19.6,0.23,4.93233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2026,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.97,19.6
0.798,0.0495,147.98,10,0.2,0.001,19.6,0.23,4.93267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2026,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.98,19.6
0.799,0.0495,147.99,10,0.2,0.001,19.6,0.23,4.933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2027,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,147.99,19.6
0.8,0.0495,148,10,0.2,0.001,19.6,0.23,4.93333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2027,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148,19.6
0.801,0.0495,148.01,10,0.2,0.001,19.6,0.23,4.93367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2027,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.01,19.6
0.802,0.0495,148.02,10,0.2,0.001,19.6,0.23,4.934,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2027,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.02,19.6
0.803,0.0495,148.03,10,0.2,0.001,19.6,0.23,4.93433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2027,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.03,19.6
0.804,0.0495,148.04,10,0.2,0.001,19.6,0.23,4.93467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2028,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.04,19.6
0.805,0.0495,148.05,10,0.2,0.001,19.6,0.23,4.935,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2028,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.05,19.6
0.806,0.0495,148.06,10,0.2,0.001,19.6,0.23,4.93533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2028,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.06,19.6
0.807,0.0495,148.07,10,0.2,0.001,19.6,0.23,4.93567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2028,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.07,19.6
0.808,0.0495,148.08,10,0.2,0.001,19.6,0.23,4.936,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2029,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.08,19.6
0.809,0.0495,148.09,10,0.2,0.001,19.6,0.23,4.93633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2029,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.09,19.6
0.81,0.0495,148.1,10,0.2,0.001,19.6,0.23,4.93667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2029,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.1,19.6
0.811,0.0495,148.11,10,0.2,0.001,19.6,0.23,4.937,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2029,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.11,19.6
0.812,0.0495,148.12,10,0.2,0.001,19.6,0.23,4.93733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2029,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.12,19.6
0.813,0.0495,148.13,10,0.2,0.001,19.6,0.23,4.93767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.203,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.13,19.6
0.814,0.0495,148.14,10,0.2,0.001,19.6,0.23,4.938,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.203,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.14,19.6
0.815,0.0495,148.15,10,0.2,0.001,19.6,0.23,4.93833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.203,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.15,19.6
0.816,0.0495,148.16,10,0.2,0.001,19.6,0.23,4.93867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.203,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.16,19.6
0.817,0.0495,148.17,10,0.2,0.001,19.6,0.23,4.939,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2031,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.17,19.6
0.818,0.0495,148.18,10,0.2,0.001,19.6,0.23,4.93933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2031,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.18,19.6
0.819,0.0495,148.19,10,0.2,0.001,19.6,0.23,4.93967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2031,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.19,19.6
0.82,0.0495,148.2,10,0.2,0.001,19.6,0.23,4.94,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2031,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.2,19.6
0.821,0.0495,148.21,10,0.2,0.001,19.6,0.23,4.94033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2031,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.21,19.6
0.822,0.0495,148.22,10,0.2,0.001,19.6,0.23,4.94067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2032,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.22,19.6
0.823,0.0495,148.23,10,0.2,0.001,19.6,0.23,4.941,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2032,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.23,19.6
0.824,0.0495,148.24,10,0.2,0.001,19.6,0.23,4.94133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2032,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.24,19.6
0.825,0.0495,148.25,10,0.2,0.001,19.6,0.23,4.94167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2032,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.25,19.6
0.826,0.0495,148.26,10,0.2,0.001,19.6,0.23,4.942,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2032,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.26,19.6
0.827,0.0495,148.27,10,0.2,0.001,19.6,0.23,4.94233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2033,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.27,19.6
0.828,0.0495,148.28,10,0.2,0.001,19.6,0.23,4.94267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2033,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.28,19.6
0.829,0.0495,148.29,10,0.2,0.001,19.6,0.23,4.943,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2033,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.29,19.6
0.83,0.0495,148.3,10,0.2,0.001,19.6,0.23,4.94333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.59E-05,-5.50E-05,-8.50E-07,21.2033,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,148.3,19.6
