environment | time (second),Concentrations | C_ext_H (mM),Concentrations | C_ext_Na (mM),Concentrations | C_ext_Na' (mM/second),Concentrations | C_ext_NH4 (mM),Concentrations | C_int_H (mM),Concentrations | C_int_Na (mM),Concentrations | C_int_NH4 (mM),NHE3 | alpha_ext_Na (dimensionless),NHE3 | alpha_int_Na (dimensionless),NHE3 | beta_ext_H (dimensionless),NHE3 | beta_int_H (dimensionless),NHE3 | gamma_ext_NH4 (dimensionless),NHE3 | gamma_int_NH4 (dimensionless),NHE3 | J_NHE3_H (nmol_per_s_per_cm2),NHE3 | J_NHE3_Na (nmol_per_s_per_cm2),NHE3 | J_NHE3_NH4 (nmol_per_s_per_cm2),NHE3 | sum_NHE3 (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_H (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_Na (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_NH4 (nmol_per_s_per_cm2),NHE3_Parameters | K_NHE3_H (mM),NHE3_Parameters | K_NHE3_Na (mM),NHE3_Parameters | K_NHE3_NH4 (mM),NHE3_Parameters | XTxP0_NHE3_H (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_Na (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_NH4 (nmol_per_s_per_cm2),,,,,,NHE3 | C_ext_Na (mM),NHE3 | C_int_Na (mM)
0.206,0.0495,142.06,10,0.2,0.001,19.6,0.23,4.73533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1898,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.06,19.6
0.207,0.0495,142.07,10,0.2,0.001,19.6,0.23,4.73567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1898,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.07,19.6
0.208,0.0495,142.08,10,0.2,0.001,19.6,0.23,4.736,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1898,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.08,19.6
0.209,0.0495,142.09,10,0.2,0.001,19.6,0.23,4.73633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1898,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.09,19.6
0.21,0.0495,142.1,10,0.2,0.001,19.6,0.23,4.73667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1899,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.1,19.6
0.211,0.0495,142.11,10,0.2,0.001,19.6,0.23,4.737,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1899,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.11,19.6
0.212,0.0495,142.12,10,0.2,0.001,19.6,0.23,4.73733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1899,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.12,19.6
0.213,0.0495,142.13,10,0.2,0.001,19.6,0.23,4.73767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.55E-05,-8.50E-07,21.1899,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.13,19.6
0.214,0.0495,142.14,10,0.2,0.001,19.6,0.23,4.738,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.19,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.14,19.6
0.215,0.0495,142.15,10,0.2,0.001,19.6,0.23,4.73833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.19,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.15,19.6
0.216,0.0495,142.16,10,0.2,0.001,19.6,0.23,4.73867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.19,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.16,19.6
0.217,0.0495,142.17,10,0.2,0.001,19.6,0.23,4.739,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.19,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.17,19.6
0.218,0.0495,142.18,10,0.2,0.001,19.6,0.23,4.73933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.19,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.18,19.6
0.219,0.0495,142.19,10,0.2,0.001,19.6,0.23,4.73967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1901,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.19,19.6
0.22,0.0495,142.2,10,0.2,0.001,19.6,0.23,4.74,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1901,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.2,19.6
0.221,0.0495,142.21,10,0.2,0.001,19.6,0.23,4.74033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1901,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.21,19.6
0.222,0.0495,142.22,10,0.2,0.001,19.6,0.23,4.74067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1901,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.22,19.6
0.223,0.0495,142.23,10,0.2,0.001,19.6,0.23,4.741,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1902,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.23,19.6
0.224,0.0495,142.24,10,0.2,0.001,19.6,0.23,4.74133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1902,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.24,19.6
0.225,0.0495,142.25,10,0.2,0.001,19.6,0.23,4.74167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1902,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.25,19.6
0.226,0.0495,142.26,10,0.2,0.001,19.6,0.23,4.742,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1902,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.26,19.6
0.227,0.0495,142.27,10,0.2,0.001,19.6,0.23,4.74233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1902,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.27,19.6
0.228,0.0495,142.28,10,0.2,0.001,19.6,0.23,4.74267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1903,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.28,19.6
0.229,0.0495,142.29,10,0.2,0.001,19.6,0.23,4.743,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1903,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.29,19.6
0.23,0.0495,142.3,10,0.2,0.001,19.6,0.23,4.74333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1903,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.3,19.6
0.231,0.0495,142.31,10,0.2,0.001,19.6,0.23,4.74367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1903,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.31,19.6
0.232,0.0495,142.32,10,0.2,0.001,19.6,0.23,4.744,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1903,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.32,19.6
0.233,0.0495,142.33,10,0.2,0.001,19.6,0.23,4.74433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1904,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.33,19.6
0.234,0.0495,142.34,10,0.2,0.001,19.6,0.23,4.74467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1904,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.34,19.6
0.235,0.0495,142.35,10,0.2,0.001,19.6,0.23,4.745,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1904,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.35,19.6
0.236,0.0495,142.36,10,0.2,0.001,19.6,0.23,4.74533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1904,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.36,19.6
0.237,0.0495,142.37,10,0.2,0.001,19.6,0.23,4.74567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1905,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.37,19.6
0.238,0.0495,142.38,10,0.2,0.001,19.6,0.23,4.746,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1905,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.38,19.6
0.239,0.0495,142.39,10,0.2,0.001,19.6,0.23,4.74633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1905,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.39,19.6
0.24,0.0495,142.4,10,0.2,0.001,19.6,0.23,4.74667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1905,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.4,19.6
0.241,0.0495,142.41,10,0.2,0.001,19.6,0.23,4.747,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1905,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.41,19.6
0.242,0.0495,142.42,10,0.2,0.001,19.6,0.23,4.74733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1906,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.42,19.6
0.243,0.0495,142.43,10,0.2,0.001,19.6,0.23,4.74767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1906,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.43,19.6
0.244,0.0495,142.44,10,0.2,0.001,19.6,0.23,4.748,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1906,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.44,19.6
0.245,0.0495,142.45,10,0.2,0.001,19.6,0.23,4.74833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1906,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.45,19.6
0.246,0.0495,142.46,10,0.2,0.001,19.6,0.23,4.74867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1907,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.46,19.6
0.247,0.0495,142.47,10,0.2,0.001,19.6,0.23,4.749,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1907,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.47,19.6
0.248,0.0495,142.48,10,0.2,0.001,19.6,0.23,4.74933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1907,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.48,19.6
0.249,0.0495,142.49,10,0.2,0.001,19.6,0.23,4.74967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1907,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.49,19.6
0.25,0.0495,142.5,10,0.2,0.001,19.6,0.23,4.75,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1907,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.5,19.6
0.251,0.0495,142.51,10,0.2,0.001,19.6,0.23,4.75033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1908,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.51,19.6
0.252,0.0495,142.52,10,0.2,0.001,19.6,0.23,4.75067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1908,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.52,19.6
0.253,0.0495,142.53,10,0.2,0.001,19.6,0.23,4.751,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1908,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.53,19.6
0.254,0.0495,142.54,10,0.2,0.001,19.6,0.23,4.75133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1908,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.54,19.6
0.255,0.0495,142.55,10,0.2,0.001,19.6,0.23,4.75167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1908,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.55,19.6
0.256,0.0495,142.56,10,0.2,0.001,19.6,0.23,4.752,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1909,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.56,19.6
0.257,0.0495,142.57,10,0.2,0.001,19.6,0.23,4.75233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1909,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.57,19.6
0.258,0.0495,142.58,10,0.2,0.001,19.6,0.23,4.75267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1909,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.58,19.6
0.259,0.0495,142.59,10,0.2,0.001,19.6,0.23,4.753,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1909,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.59,19.6
0.26,0.0495,142.6,10,0.2,0.001,19.6,0.23,4.75333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.191,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.6,19.6
0.261,0.0495,142.61,10,0.2,0.001,19.6,0.23,4.75367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.191,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.61,19.6
0.262,0.0495,142.62,10,0.2,0.001,19.6,0.23,4.754,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.191,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.62,19.6
0.263,0.0495,142.63,10,0.2,0.001,19.6,0.23,4.75433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.191,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.63,19.6
0.264,0.0495,142.64,10,0.2,0.001,19.6,0.23,4.75467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.191,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.64,19.6
0.265,0.0495,142.65,10,0.2,0.001,19.6,0.23,4.755,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1911,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.65,19.6
0.266,0.0495,142.66,10,0.2,0.001,19.6,0.23,4.75533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1911,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.66,19.6
0.267,0.0495,142.67,10,0.2,0.001,19.6,0.23,4.75567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1911,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.67,19.6
0.268,0.0495,142.68,10,0.2,0.001,19.6,0.23,4.756,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1911,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.68,19.6
0.269,0.0495,142.69,10,0.2,0.001,19.6,0.23,4.75633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1912,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.69,19.6
0.27,0.0495,142.7,10,0.2,0.001,19.6,0.23,4.75667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1912,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.7,19.6
0.271,0.0495,142.71,10,0.2,0.001,19.6,0.23,4.757,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1912,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.71,19.6
0.272,0.0495,142.72,10,0.2,0.001,19.6,0.23,4.75733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1912,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.72,19.6
0.273,0.0495,142.73,10,0.2,0.001,19.6,0.23,4.75767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1912,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.73,19.6
0.274,0.0495,142.74,10,0.2,0.001,19.6,0.23,4.758,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1913,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.74,19.6
0.275,0.0495,142.75,10,0.2,0.001,19.6,0.23,4.75833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1913,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.75,19.6
0.276,0.0495,142.76,10,0.2,0.001,19.6,0.23,4.75867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1913,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.76,19.6
0.277,0.0495,142.77,10,0.2,0.001,19.6,0.23,4.759,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1913,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.77,19.6
0.278,0.0495,142.78,10,0.2,0.001,19.6,0.23,4.75933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1913,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.78,19.6
0.279,0.0495,142.79,10,0.2,0.001,19.6,0.23,4.75967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1914,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.79,19.6
0.28,0.0495,142.8,10,0.2,0.001,19.6,0.23,4.76,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1914,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.8,19.6
0.281,0.0495,142.81,10,0.2,0.001,19.6,0.23,4.76033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.63E-05,-5.54E-05,-8.50E-07,21.1914,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.81,19.6
0.282,0.0495,142.82,10,0.2,0.001,19.6,0.23,4.76067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1914,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.82,19.6
0.283,0.0495,142.83,10,0.2,0.001,19.6,0.23,4.761,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1915,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.83,19.6
0.284,0.0495,142.84,10,0.2,0.001,19.6,0.23,4.76133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1915,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.84,19.6
0.285,0.0495,142.85,10,0.2,0.001,19.6,0.23,4.76167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1915,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.85,19.6
0.286,0.0495,142.86,10,0.2,0.001,19.6,0.23,4.762,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1915,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.86,19.6
0.287,0.0495,142.87,10,0.2,0.001,19.6,0.23,4.76233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1915,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.87,19.6
0.288,0.0495,142.88,10,0.2,0.001,19.6,0.23,4.76267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1916,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.88,19.6
0.289,0.0495,142.89,10,0.2,0.001,19.6,0.23,4.763,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1916,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.89,19.6
0.29,0.0495,142.9,10,0.2,0.001,19.6,0.23,4.76333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1916,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.9,19.6
0.291,0.0495,142.91,10,0.2,0.001,19.6,0.23,4.76367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1916,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.91,19.6
0.292,0.0495,142.92,10,0.2,0.001,19.6,0.23,4.764,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1917,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.92,19.6
0.293,0.0495,142.93,10,0.2,0.001,19.6,0.23,4.76433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1917,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.93,19.6
0.294,0.0495,142.94,10,0.2,0.001,19.6,0.23,4.76467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1917,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.94,19.6
0.295,0.0495,142.95,10,0.2,0.001,19.6,0.23,4.765,0.653333,687.5,13.8889,0.00740741,0.00851852,5.62E-05,-5.54E-05,-8.50E-07,21.1917,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,142.95,19.6
